Month,Weekend,Hour,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors
4,WEEKDAY,10,0.3885,0.3004,0.0647,0.0190,0.6584,0.0000,0.8234,0.2222,0.1165,0.0195
4,WEEKDAY,11,0.4064,0.3004,0.0648,0.0189,0.6803,0.0000,0.8235,0.2221,0.1165,0.0195
4,WEEKDAY,12,0.4253,0.3032,0.0636,0.0187,0.6848,0.0000,0.8232,0.2206,0.1165,0.0195
4,WEEKDAY,13,0.4845,0.3089,0.0635,0.0179,0.7069,0.0000,0.8174,0.2150,0.1165,0.0195
4,WEEKDAY,14,0.5380,0.3147,0.0615,0.0150,0.7124,0.0000,0.7795,0.1914,0.1149,0.0195
4,WEEKDAY,15,0.4197,0.2990,0.0483,0.0105,0.6841,0.0000,0.6825,0.1436,0.1047,0.0195
4,WEEKDAY,16,0.2972,0.2680,0.0350,0.0062,0.6704,0.0000,0.5114,0.1008,0.0897,0.0195
4,WEEKDAY,17,0.2043,0.2451,0.0268,0.0035,0.6390,0.0740,0.4068,0.0711,0.0750,0.0195
4,WEEKDAY,18,0.0530,0.1643,0.0225,0.0021,0.6206,0.1031,0.3333,0.0534,0.0601,0.0184
4,WEEKDAY,19,0.0206,0.1412,0.0189,0.0010,0.6146,0.1053,0.2304,0.0409,0.0373,0.0130
4,WEEKDAY,20,0.0117,0.1396,0.0175,0.0005,0.5888,0.1053,0.1649,0.0350,0.0245,0.0106
4,WEEKDAY,21,0.0062,0.1397,0.0182,0.0005,0.5788,0.0701,0.1771,0.0349,0.0298,0.0130
4,WEEKDAY,22,0.0040,0.1407,0.0178,0.0004,0.5521,0.0598,0.1627,0.0342,0.0268,0.0116
4,WEEKDAY,23,0.0020,0.1427,0.0167,0.0003,0.5459,0.0598,0.1293,0.0334,0.0201,0.0097
4,SATURDAY,0,0.0000,0.1502,0.0157,0.0001,0.5461,0.0598,0.1075,0.0311,0.0123,0.0089
4,SATURDAY,1,0.0000,0.1507,0.0163,0.0004,0.5472,0.0598,0.1602,0.0346,0.0253,0.0128
4,SATURDAY,2,0.0000,0.1510,0.0172,0.0010,0.5480,0.0598,0.2226,0.0395,0.0402,0.0172
4,SATURDAY,3,0.0000,0.1554,0.0179,0.0013,0.5488,0.0598,0.2511,0.0422,0.0456,0.0190
4,SATURDAY,4,0.0000,0.1594,0.0187,0.0015,0.5720,0.0598,0.2638,0.0439,0.0461,0.0194
4,SATURDAY,5,0.0000,0.1580,0.0201,0.0018,0.5802,0.0149,0.2805,0.0456,0.0461,0.0195
4,SATURDAY,6,0.0000,0.1506,0.0245,0.0020,0.5913,0.0000,0.3026,0.0497,0.0461,0.0195
4,SATURDAY,7,0.0000,0.1491,0.0278,0.0021,0.5990,0.0000,0.3176,0.0543,0.0461,0.0195
4,SATURDAY,8,0.0000,0.1444,0.0285,0.0021,0.6258,0.0000,0.3215,0.0571,0.0461,0.0195
4,SATURDAY,9,0.0411,0.1560,0.0283,0.0021,0.6402,0.0000,0.3218,0.0581,0.0461,0.0195
4,SATURDAY,10,0.0584,0.1588,0.0281,0.0021,0.6460,0.0000,0.3218,0.0582,0.0461,0.0195
4,SATURDAY,11,0.0521,0.1545,0.0280,0.0021,0.6674,0.0000,0.3218,0.0582,0.0458,0.0195
4,SATURDAY,12,0.0602,0.1537,0.0281,0.0019,0.6726,0.0000,0.3218,0.0582,0.0454,0.0195
4,SATURDAY,13,0.0719,0.1555,0.0284,0.0018,0.6940,0.0000,0.3209,0.0579,0.0449,0.0195
4,SATURDAY,14,0.0683,0.1531,0.0269,0.0017,0.7007,0.0000,0.3137,0.0548,0.0434,0.0192
4,SATURDAY,15,0.0701,0.1533,0.0214,0.0014,0.6763,0.0000,0.2782,0.0463,0.0384,0.0178
4,SATURDAY,16,0.0509,0.1485,0.0175,0.0006,0.6645,0.0000,0.1731,0.0367,0.0225,0.0124
4,SATURDAY,17,0.0373,0.1448,0.0165,0.0005,0.6359,0.0718,0.1534,0.0358,0.0236,0.0123
4,SATURDAY,18,0.0194,0.1424,0.0159,0.0002,0.6184,0.1029,0.1222,0.0328,0.0164,0.0101
4,SATURDAY,19,0.0133,0.1455,0.0156,0.0000,0.6136,0.1053,0.1018,0.0308,0.0110,0.0086
4,SATURDAY,20,0.0079,0.1474,0.0156,0.0000,0.5890,0.1053,0.0989,0.0306,0.0102,0.0083
4,SATURDAY,21,0.0028,0.1474,0.0156,0.0000,0.5781,0.0712,0.0989,0.0306,0.0102,0.0083
4,SATURDAY,22,0.0010,0.1478,0.0156,0.0000,0.5522,0.0598,0.0989,0.0306,0.0102,0.0083
4,SATURDAY,23,0.0000,0.1485,0.0156,0.0000,0.5444,0.0598,0.0989,0.0306,0.0102,0.0083
4,SUNDAY,0,0.0000,0.1496,0.0159,0.0001,0.5467,0.0598,0.1103,0.0313,0.0130,0.0111
4,SUNDAY,1,0.0000,0.1502,0.0169,0.0005,0.5475,0.0598,0.1765,0.0357,0.0294,0.0174
4,SUNDAY,2,0.0000,0.1520,0.0172,0.0011,0.5482,0.0598,0.2368,0.0402,0.0438,0.0189
4,SUNDAY,3,0.0000,0.1547,0.0173,0.0013,0.5489,0.0598,0.2537,0.0416,0.0461,0.0192
4,SUNDAY,4,0.0000,0.1564,0.0174,0.0014,0.5795,0.0598,0.2616,0.0422,0.0461,0.0195
4,SUNDAY,5,0.0000,0.1583,0.0174,0.0014,0.5802,0.0000,0.2665,0.0424,0.0461,0.0195
4,SUNDAY,6,0.0000,0.1460,0.0173,0.0014,0.5946,0.0000,0.2734,0.0424,0.0461,0.0195
4,SUNDAY,7,0.0075,0.1471,0.0173,0.0014,0.5998,0.0000,0.2797,0.0424,0.0461,0.0195
4,SUNDAY,8,0.0312,0.1542,0.0173,0.0014,0.6336,0.0000,0.2803,0.0424,0.0461,0.0195
4,SUNDAY,9,0.0571,0.1610,0.0173,0.0014,0.6414,0.0000,0.2803,0.0424,0.0461,0.0195
4,SUNDAY,10,0.0761,0.1637,0.0173,0.0014,0.6466,0.0000,0.2803,0.0424,0.0461,0.0195
4,SUNDAY,11,0.0541,0.1535,0.0174,0.0014,0.6733,0.0000,0.2803,0.0424,0.0457,0.0195
4,SUNDAY,12,0.0732,0.1562,0.0174,0.0014,0.6713,0.0000,0.2803,0.0424,0.0453,0.0195
4,SUNDAY,13,0.0855,0.1571,0.0174,0.0014,0.7006,0.0000,0.2797,0.0423,0.0447,0.0195
4,SUNDAY,14,0.0897,0.1570,0.0174,0.0013,0.6999,0.0000,0.2760,0.0421,0.0430,0.0192
4,SUNDAY,15,0.0795,0.1538,0.0173,0.0011,0.6680,0.0000,0.2484,0.0403,0.0368,0.0188
4,SUNDAY,16,0.0649,0.1490,0.0170,0.0003,0.6634,0.0000,0.1370,0.0333,0.0177,0.0174
4,SUNDAY,17,0.0364,0.1418,0.0160,0.0005,0.6266,0.0957,0.1562,0.0362,0.0256,0.0118
4,SUNDAY,18,0.0213,0.1382,0.0156,0.0001,0.6156,0.1053,0.1104,0.0317,0.0133,0.0087
4,SUNDAY,19,0.0148,0.1377,0.0156,0.0000,0.6129,0.1053,0.0989,0.0306,0.0102,0.0083
4,SUNDAY,20,0.0072,0.1367,0.0156,0.0000,0.5810,0.1053,0.0989,0.0306,0.0102,0.0083
4,SUNDAY,21,0.0037,0.1363,0.0156,0.0000,0.5771,0.0598,0.0989,0.0306,0.0102,0.0083
4,SUNDAY,22,0.0020,0.1372,0.0156,0.0000,0.5440,0.0598,0.0989,0.0306,0.0102,0.0083
4,SUNDAY,23,0.0000,0.1383,0.0189,0.0000,0.5446,0.0598,0.1542,0.0306,0.0102,0.0086
4,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,WEEKDAY,0,0.0037,0.1367,0.0170,0.0003,0.5682,0.0598,0.1276,0.0329,0.0161,0.0089
5,WEEKDAY,1,0.0018,0.1370,0.0170,0.0003,0.5696,0.0598,0.1281,0.0332,0.0158,0.0090
5,WEEKDAY,2,0.0009,0.1373,0.0177,0.0004,0.5711,0.0598,0.1448,0.0344,0.0182,0.0098
5,WEEKDAY,3,0.0003,0.1379,0.0202,0.0009,0.5730,0.0598,0.2284,0.0391,0.0315,0.0142
5,WEEKDAY,4,0.0001,0.1381,0.0245,0.0017,0.6057,0.0598,0.2943,0.0518,0.0455,0.0176
5,WEEKDAY,5,0.0000,0.1384,0.0330,0.0052,0.6110,0.0000,0.3925,0.0825,0.0618,0.0188
5,WEEKDAY,6,0.1614,0.2401,0.0495,0.0115,0.6220,0.0000,0.5662,0.1364,0.0849,0.0192
5,WEEKDAY,7,0.3252,0.2805,0.0618,0.0164,0.6263,0.0000,0.7908,0.1920,0.1066,0.0193
5,WEEKDAY,8,0.3889,0.2947,0.0640,0.0182,0.6645,0.0000,0.8138,0.2166,0.1149,0.0195
5,WEEKDAY,9,0.4281,0.3035,0.0636,0.0187,0.6703,0.0000,0.8162,0.2205,0.1159,0.0195
5,WEEKDAY,10,0.4602,0.3082,0.0644,0.0188,0.6746,0.0000,0.8162,0.2206,0.1160,0.0195
5,WEEKDAY,11,0.4996,0.3122,0.0643,0.0186,0.7034,0.0000,0.8162,0.2204,0.1159,0.0195
5,WEEKDAY,12,0.5705,0.3220,0.0628,0.0183,0.7028,0.0000,0.8159,0.2184,0.1159,0.0195
5,WEEKDAY,13,0.7398,0.3424,0.0631,0.0174,0.7335,0.0000,0.8085,0.2119,0.1159,0.0195
5,WEEKDAY,14,0.9526,0.3645,0.0605,0.0140,0.7306,0.0000,0.7618,0.1836,0.1138,0.0195
5,WEEKDAY,15,0.5230,0.3185,0.0444,0.0093,0.6903,0.0000,0.6501,0.1307,0.1011,0.0195
5,WEEKDAY,16,0.3595,0.2797,0.0321,0.0052,0.6822,0.0000,0.4641,0.0911,0.0851,0.0194
5,WEEKDAY,17,0.2915,0.2621,0.0251,0.0029,0.6447,0.0957,0.3850,0.0647,0.0710,0.0194
5,WEEKDAY,18,0.0998,0.1565,0.0215,0.0018,0.6344,0.1053,0.3116,0.0492,0.0563,0.0179
5,WEEKDAY,19,0.0571,0.1460,0.0177,0.0007,0.6322,0.1053,0.1972,0.0373,0.0297,0.0112
5,WEEKDAY,20,0.0334,0.1407,0.0169,0.0003,0.6018,0.1053,0.1456,0.0332,0.0201,0.0101
5,WEEKDAY,21,0.0197,0.1379,0.0181,0.0004,0.5988,0.0598,0.1781,0.0344,0.0300,0.0136
5,WEEKDAY,22,0.0107,0.1361,0.0174,0.0003,0.5664,0.0598,0.1528,0.0335,0.0237,0.0108
5,WEEKDAY,23,0.0068,0.1358,0.0167,0.0003,0.5669,0.0598,0.1238,0.0330,0.0175,0.0092
5,SATURDAY,0,0.0000,0.1340,0.0158,0.0001,0.5680,0.0598,0.1103,0.0313,0.0130,0.0092
5,SATURDAY,1,0.0000,0.1351,0.0166,0.0005,0.5695,0.0598,0.1768,0.0357,0.0294,0.0140
5,SATURDAY,2,0.0000,0.1353,0.0176,0.0012,0.5710,0.0598,0.2378,0.0407,0.0438,0.0182
5,SATURDAY,3,0.0000,0.1353,0.0182,0.0014,0.5724,0.0598,0.2556,0.0427,0.0461,0.0192
5,SATURDAY,4,0.0000,0.1360,0.0190,0.0016,0.6041,0.0598,0.2665,0.0443,0.0461,0.0195
5,SATURDAY,5,0.0000,0.1368,0.0207,0.0019,0.6075,0.0000,0.2851,0.0461,0.0461,0.0195
5,SATURDAY,6,0.0000,0.1382,0.0260,0.0020,0.6158,0.0000,0.3085,0.0509,0.0461,0.0195
5,SATURDAY,7,0.0097,0.1404,0.0286,0.0021,0.6173,0.0000,0.3206,0.0555,0.0461,0.0195
5,SATURDAY,8,0.0302,0.1455,0.0287,0.0021,0.6536,0.0000,0.3218,0.0577,0.0461,0.0195
5,SATURDAY,9,0.0356,0.1456,0.0284,0.0021,0.6584,0.0000,0.3218,0.0582,0.0461,0.0195
5,SATURDAY,10,0.0565,0.1506,0.0282,0.0021,0.6624,0.0000,0.3218,0.0582,0.0461,0.0195
5,SATURDAY,11,0.0577,0.1494,0.0282,0.0020,0.6913,0.0000,0.3218,0.0582,0.0457,0.0195
5,SATURDAY,12,0.0709,0.1517,0.0283,0.0019,0.6906,0.0000,0.3218,0.0582,0.0453,0.0195
5,SATURDAY,13,0.1063,0.1601,0.0286,0.0018,0.7213,0.0000,0.3206,0.0578,0.0447,0.0195
5,SATURDAY,14,0.1060,0.1592,0.0266,0.0017,0.7192,0.0000,0.3113,0.0538,0.0430,0.0192
5,SATURDAY,15,0.0849,0.1530,0.0199,0.0013,0.6826,0.0000,0.2672,0.0437,0.0368,0.0173
5,SATURDAY,16,0.0662,0.1485,0.0169,0.0004,0.6768,0.0000,0.1417,0.0343,0.0177,0.0107
5,SATURDAY,17,0.0375,0.1410,0.0164,0.0005,0.6413,0.0957,0.1573,0.0363,0.0256,0.0128
5,SATURDAY,18,0.0288,0.1392,0.0158,0.0001,0.6324,0.1053,0.1105,0.0317,0.0133,0.0092
5,SATURDAY,19,0.0150,0.1365,0.0157,0.0000,0.6316,0.1053,0.0989,0.0306,0.0102,0.0083
5,SATURDAY,20,0.0088,0.1355,0.0157,0.0000,0.6014,0.1053,0.0989,0.0306,0.0102,0.0083
5,SATURDAY,21,0.0032,0.1345,0.0157,0.0000,0.5981,0.0598,0.0989,0.0306,0.0102,0.0083
5,SATURDAY,22,0.0003,0.1342,0.0157,0.0000,0.5659,0.0598,0.0989,0.0306,0.0102,0.0083
5,SATURDAY,23,0.0000,0.1353,0.0157,0.0000,0.5659,0.0598,0.0989,0.0306,0.0102,0.0083
5,SUNDAY,0,0.0000,0.1360,0.0159,0.0001,0.5680,0.0598,0.1103,0.0313,0.0130,0.0111
5,SUNDAY,1,0.0000,0.1363,0.0170,0.0005,0.5696,0.0598,0.1765,0.0357,0.0294,0.0174
5,SUNDAY,2,0.0000,0.1363,0.0173,0.0011,0.5710,0.0598,0.2368,0.0402,0.0438,0.0189
5,SUNDAY,3,0.0000,0.1380,0.0174,0.0013,0.5724,0.0598,0.2537,0.0416,0.0461,0.0192
5,SUNDAY,4,0.0000,0.1405,0.0175,0.0014,0.6039,0.0598,0.2616,0.0422,0.0461,0.0195
5,SUNDAY,5,0.0000,0.1388,0.0175,0.0014,0.6073,0.0000,0.2665,0.0424,0.0461,0.0195
5,SUNDAY,6,0.0099,0.1419,0.0174,0.0014,0.6154,0.0000,0.2734,0.0424,0.0461,0.0195
5,SUNDAY,7,0.0284,0.1472,0.0174,0.0014,0.6167,0.0000,0.2797,0.0424,0.0461,0.0195
5,SUNDAY,8,0.0391,0.1496,0.0174,0.0014,0.6529,0.0000,0.2803,0.0424,0.0461,0.0195
5,SUNDAY,9,0.0557,0.1520,0.0174,0.0014,0.6577,0.0000,0.2803,0.0424,0.0461,0.0195
5,SUNDAY,10,0.0533,0.1491,0.0174,0.0014,0.6617,0.0000,0.2803,0.0424,0.0461,0.0195
5,SUNDAY,11,0.0549,0.1480,0.0175,0.0014,0.6905,0.0000,0.2803,0.0424,0.0457,0.0195
5,SUNDAY,12,0.0880,0.1554,0.0175,0.0014,0.6898,0.0000,0.2803,0.0424,0.0453,0.0195
5,SUNDAY,13,0.0989,0.1569,0.0175,0.0014,0.7206,0.0000,0.2797,0.0423,0.0447,0.0195
5,SUNDAY,14,0.1065,0.1585,0.0175,0.0013,0.7187,0.0000,0.2760,0.0421,0.0430,0.0192
5,SUNDAY,15,0.0844,0.1525,0.0174,0.0011,0.6824,0.0000,0.2484,0.0403,0.0368,0.0188
5,SUNDAY,16,0.0932,0.1547,0.0171,0.0003,0.6770,0.0000,0.1370,0.0333,0.0177,0.0174
5,SUNDAY,17,0.0734,0.1500,0.0160,0.0005,0.6411,0.0957,0.1562,0.0362,0.0256,0.0118
5,SUNDAY,18,0.0491,0.1443,0.0157,0.0001,0.6323,0.1053,0.1104,0.0317,0.0133,0.0087
5,SUNDAY,19,0.0250,0.1386,0.0157,0.0000,0.6316,0.1053,0.0989,0.0306,0.0102,0.0083
5,SUNDAY,20,0.0194,0.1376,0.0157,0.0000,0.6014,0.1053,0.0989,0.0306,0.0102,0.0083
5,SUNDAY,21,0.0142,0.1370,0.0157,0.0000,0.5981,0.0598,0.0989,0.0306,0.0102,0.0083
5,SUNDAY,22,0.0105,0.1373,0.0157,0.0000,0.5659,0.0598,0.0989,0.0306,0.0102,0.0083
5,SUNDAY,23,0.0051,0.1361,0.0182,0.0000,0.5659,0.0598,0.1408,0.0306,0.0102,0.0086
5,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6,WEEKDAY,0,0.0252,0.1386,0.0163,0.0003,0.5824,0.0598,0.1278,0.0328,0.0164,0.0090
6,WEEKDAY,1,0.0166,0.1369,0.0162,0.0003,0.5831,0.0598,0.1259,0.0328,0.0154,0.0089
6,WEEKDAY,2,0.0113,0.1361,0.0168,0.0004,0.5832,0.0598,0.1408,0.0338,0.0173,0.0097
6,WEEKDAY,3,0.0086,0.1356,0.0192,0.0008,0.5859,0.0598,0.2235,0.0385,0.0305,0.0140
6,WEEKDAY,4,0.0075,0.1354,0.0233,0.0017,0.6182,0.0598,0.2892,0.0511,0.0444,0.0174
6,WEEKDAY,5,0.0069,0.1356,0.0316,0.0052,0.6222,0.0000,0.3880,0.0821,0.0607,0.0186
6,WEEKDAY,6,0.2185,0.2481,0.0477,0.0117,0.6313,0.0000,0.5632,0.1367,0.0841,0.0190
6,WEEKDAY,7,0.4012,0.2915,0.0598,0.0166,0.6393,0.0000,0.7960,0.1930,0.1065,0.0193
6,WEEKDAY,8,0.4825,0.3114,0.0621,0.0185,0.6848,0.0000,0.8207,0.2181,0.1153,0.0195
6,WEEKDAY,9,0.5725,0.3263,0.0617,0.0190,0.6928,0.0000,0.8234,0.2222,0.1165,0.0195
6,WEEKDAY,10,0.6668,0.3381,0.0625,0.0191,0.6938,0.0000,0.8235,0.2222,0.1165,0.0195
6,WEEKDAY,11,0.7675,0.3491,0.0624,0.0189,0.7228,0.0000,0.8235,0.2221,0.1165,0.0195
6,WEEKDAY,12,0.9678,0.3726,0.0609,0.0186,0.7221,0.0000,0.8231,0.2201,0.1165,0.0195
6,WEEKDAY,13,1.2181,0.4011,0.0612,0.0176,0.7538,0.0000,0.8157,0.2135,0.1165,0.0195
6,WEEKDAY,14,1.4303,0.4239,0.0587,0.0143,0.7508,0.0000,0.7689,0.1849,0.1145,0.0195
6,WEEKDAY,15,0.6583,0.3436,0.0431,0.0095,0.7100,0.0000,0.6571,0.1315,0.1018,0.0195
6,WEEKDAY,16,0.4695,0.3010,0.0311,0.0053,0.7018,0.0000,0.4684,0.0917,0.0861,0.0195
6,WEEKDAY,17,0.4003,0.2858,0.0244,0.0030,0.6632,0.0957,0.3883,0.0650,0.0717,0.0194
6,WEEKDAY,18,0.1949,0.1791,0.0210,0.0019,0.6527,0.1053,0.3161,0.0498,0.0565,0.0180
6,WEEKDAY,19,0.1452,0.1668,0.0174,0.0008,0.6464,0.1053,0.2029,0.0380,0.0311,0.0114
6,WEEKDAY,20,0.0954,0.1541,0.0166,0.0004,0.6151,0.1053,0.1511,0.0338,0.0218,0.0102
6,WEEKDAY,21,0.0705,0.1484,0.0177,0.0005,0.6119,0.0598,0.1829,0.0350,0.0315,0.0138
6,WEEKDAY,22,0.0535,0.1445,0.0170,0.0004,0.5799,0.0598,0.1562,0.0339,0.0250,0.0109
6,WEEKDAY,23,0.0288,0.1391,0.0159,0.0003,0.5812,0.0598,0.1228,0.0332,0.0184,0.0093
6,SATURDAY,0,0.0100,0.1356,0.0152,0.0001,0.5822,0.0598,0.1103,0.0313,0.0130,0.0092
6,SATURDAY,1,0.0079,0.1352,0.0159,0.0005,0.5830,0.0598,0.1768,0.0357,0.0294,0.0140
6,SATURDAY,2,0.0075,0.1351,0.0169,0.0012,0.5832,0.0598,0.2378,0.0407,0.0438,0.0182
6,SATURDAY,3,0.0075,0.1351,0.0175,0.0014,0.5854,0.0598,0.2556,0.0427,0.0461,0.0192
6,SATURDAY,4,0.0062,0.1349,0.0182,0.0016,0.6166,0.0598,0.2665,0.0443,0.0461,0.0195
6,SATURDAY,5,0.0051,0.1351,0.0197,0.0019,0.6187,0.0000,0.2851,0.0461,0.0461,0.0195
6,SATURDAY,6,0.0332,0.1440,0.0247,0.0020,0.6251,0.0000,0.3085,0.0509,0.0461,0.0195
6,SATURDAY,7,0.0927,0.1596,0.0271,0.0021,0.6302,0.0000,0.3206,0.0555,0.0461,0.0195
6,SATURDAY,8,0.1490,0.1740,0.0273,0.0021,0.6738,0.0000,0.3218,0.0577,0.0461,0.0195
6,SATURDAY,9,0.1735,0.1772,0.0270,0.0021,0.6808,0.0000,0.3218,0.0582,0.0461,0.0195
6,SATURDAY,10,0.2037,0.1812,0.0268,0.0021,0.6815,0.0000,0.3218,0.0582,0.0461,0.0195
6,SATURDAY,11,0.2153,0.1822,0.0268,0.0020,0.7105,0.0000,0.3218,0.0582,0.0457,0.0195
6,SATURDAY,12,0.2417,0.1887,0.0269,0.0019,0.7098,0.0000,0.3218,0.0582,0.0453,0.0195
6,SATURDAY,13,0.2523,0.1907,0.0272,0.0018,0.7415,0.0000,0.3206,0.0578,0.0447,0.0195
6,SATURDAY,14,0.2382,0.1872,0.0253,0.0017,0.7393,0.0000,0.3113,0.0538,0.0430,0.0192
6,SATURDAY,15,0.2287,0.1851,0.0190,0.0013,0.7023,0.0000,0.2672,0.0437,0.0368,0.0173
6,SATURDAY,16,0.2243,0.1851,0.0162,0.0004,0.6964,0.0000,0.1417,0.0343,0.0177,0.0107
6,SATURDAY,17,0.1899,0.1772,0.0158,0.0005,0.6597,0.0957,0.1573,0.0363,0.0256,0.0128
6,SATURDAY,18,0.1436,0.1661,0.0152,0.0001,0.6506,0.1053,0.1105,0.0317,0.0133,0.0092
6,SATURDAY,19,0.0913,0.1529,0.0151,0.0000,0.6457,0.1053,0.0989,0.0306,0.0102,0.0083
