Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0237,0.0129,0.0376,0.0041,0.0011,0.2785,0.0570,0.1518,0.0109,0.0243,0.1118,0.0133
1,WEEKDAY,1,0.0294,0.0122,0.0363,0.0038,0.0011,0.2792,0.0570,0.1420,0.0110,0.0234,0.1159,0.0152
1,WEEKDAY,2,0.0965,0.0121,0.0430,0.0041,0.0012,0.2800,0.0570,0.1425,0.0117,0.0237,0.1234,0.0186
1,WEEKDAY,3,0.1086,0.0120,0.0410,0.0052,0.0018,0.2806,0.0570,0.1776,0.0142,0.0263,0.1387,0.0264
1,WEEKDAY,4,0.1097,0.0121,0.0370,0.0085,0.0026,0.2817,0.0570,0.2771,0.0197,0.0365,0.1553,0.0355
1,WEEKDAY,5,0.1208,0.0292,0.1028,0.0111,0.0036,0.2997,0.0518,0.3848,0.0260,0.0460,0.1689,0.0451
1,WEEKDAY,6,0.6377,0.0368,0.1224,0.0128,0.0045,0.2973,0.0485,0.4833,0.0350,0.0524,0.1811,0.0529
1,WEEKDAY,7,0.8285,0.0366,0.1211,0.0137,0.0055,0.2894,0.0075,0.5401,0.0473,0.0701,0.1902,0.0566
1,WEEKDAY,8,0.8965,0.0441,0.1700,0.0139,0.0069,0.2808,0.0075,0.5652,0.0530,0.0719,0.1954,0.0578
1,WEEKDAY,9,0.5646,0.0567,0.1626,0.0140,0.0087,0.2954,0.0000,0.5685,0.0540,0.0722,0.1968,0.0579
1,WEEKDAY,10,0.4159,0.0715,0.1575,0.0142,0.0103,0.2963,0.0000,0.5677,0.0538,0.0723,0.1969,0.0580
1,WEEKDAY,11,0.3191,0.0818,0.1537,0.0143,0.0108,0.2994,0.0000,0.5653,0.0535,0.0722,0.1969,0.0580
1,WEEKDAY,12,0.2387,0.0925,0.1508,0.0141,0.0107,0.3186,0.0000,0.5632,0.0531,0.0721,0.1968,0.0580
1,WEEKDAY,13,0.1930,0.1019,0.1489,0.0137,0.0097,0.3227,0.0000,0.5614,0.0527,0.0720,0.1967,0.0579
1,WEEKDAY,14,0.1704,0.1070,0.1424,0.0134,0.0066,0.3424,0.0000,0.5490,0.0519,0.0719,0.1963,0.0567
1,WEEKDAY,15,0.0940,0.1066,0.1399,0.0135,0.0060,0.3467,0.0000,0.5315,0.0506,0.0717,0.1943,0.0504
1,WEEKDAY,16,0.1204,0.0934,0.1400,0.0136,0.0051,0.3329,0.0000,0.5002,0.0471,0.0710,0.1891,0.0433
1,WEEKDAY,17,0.0353,0.0675,0.1067,0.0130,0.0039,0.3315,0.0476,0.4186,0.0364,0.0680,0.1784,0.0375
1,WEEKDAY,18,0.0126,0.0287,0.0955,0.0111,0.0031,0.3132,0.0485,0.3398,0.0272,0.0634,0.1640,0.0319
1,WEEKDAY,19,0.0088,0.0228,0.0852,0.0090,0.0023,0.3101,0.0570,0.2761,0.0206,0.0570,0.1469,0.0253
1,WEEKDAY,20,0.0036,0.0197,0.0801,0.0073,0.0017,0.3100,0.0570,0.2250,0.0166,0.0459,0.1267,0.0178
1,WEEKDAY,21,0.0036,0.0179,0.0830,0.0068,0.0015,0.2929,0.0570,0.1965,0.0145,0.0420,0.1183,0.0148
1,WEEKDAY,22,0.0079,0.0158,0.0338,0.0066,0.0014,0.2961,0.0570,0.1791,0.0131,0.0466,0.1154,0.0137
1,WEEKDAY,23,0.0109,0.0143,0.0276,0.0056,0.0012,0.2783,0.0570,0.1635,0.0115,0.0287,0.1087,0.0110
1,SATURDAY,0,0.0034,0.0041,0.0161,0.0036,0.0010,0.2783,0.0570,0.0729,0.0091,0.0171,0.0488,0.0081
1,SATURDAY,1,0.0067,0.0000,0.0203,0.0036,0.0010,0.2790,0.0570,0.0750,0.0096,0.0173,0.0495,0.0082
1,SATURDAY,2,0.0690,0.0034,0.0226,0.0037,0.0010,0.2796,0.0570,0.0822,0.0102,0.0183,0.0515,0.0085
1,SATURDAY,3,0.0828,0.0000,0.0287,0.0037,0.0011,0.2800,0.0570,0.0895,0.0108,0.0193,0.0533,0.0088
1,SATURDAY,4,0.0872,0.0000,0.0150,0.0038,0.0011,0.2805,0.0570,0.1034,0.0116,0.0199,0.0553,0.0090
1,SATURDAY,5,0.0967,0.0017,0.0330,0.0042,0.0013,0.2979,0.0518,0.1380,0.0140,0.0220,0.0615,0.0095
1,SATURDAY,6,0.0920,0.0025,0.0275,0.0046,0.0019,0.2950,0.0485,0.1865,0.0177,0.0257,0.0708,0.0100
1,SATURDAY,7,0.0884,0.0021,0.0372,0.0047,0.0025,0.2866,0.0075,0.2205,0.0213,0.0282,0.0773,0.0102
1,SATURDAY,8,0.3735,0.0022,0.0431,0.0048,0.0027,0.2775,0.0075,0.2388,0.0234,0.0285,0.0794,0.0102
1,SATURDAY,9,0.2565,0.0043,0.0399,0.0047,0.0028,0.2919,0.0000,0.2544,0.0240,0.0285,0.0798,0.0102
1,SATURDAY,10,0.1875,0.0097,0.0592,0.0047,0.0028,0.2926,0.0000,0.2614,0.0239,0.0282,0.0797,0.0102
1,SATURDAY,11,0.1387,0.0094,0.0483,0.0047,0.0028,0.2958,0.0000,0.2597,0.0230,0.0275,0.0787,0.0102
1,SATURDAY,12,0.1207,0.0105,0.0416,0.0047,0.0027,0.3149,0.0000,0.2483,0.0207,0.0263,0.0759,0.0102
1,SATURDAY,13,0.1067,0.0140,0.0423,0.0047,0.0026,0.3188,0.0000,0.2375,0.0180,0.0249,0.0731,0.0102
1,SATURDAY,14,0.1270,0.0155,0.0279,0.0046,0.0025,0.3386,0.0000,0.2183,0.0156,0.0234,0.0696,0.0101
1,SATURDAY,15,0.0750,0.0155,0.0237,0.0044,0.0022,0.3430,0.0000,0.1940,0.0144,0.0225,0.0662,0.0099
1,SATURDAY,16,0.1231,0.0148,0.0314,0.0041,0.0019,0.3295,0.0000,0.1549,0.0132,0.0214,0.0614,0.0095
1,SATURDAY,17,0.1850,0.0133,0.0258,0.0038,0.0015,0.3287,0.0476,0.1095,0.0111,0.0189,0.0534,0.0086
1,SATURDAY,18,0.0124,0.0097,0.0340,0.0036,0.0011,0.3112,0.0485,0.0856,0.0093,0.0182,0.0506,0.0085
1,SATURDAY,19,0.0124,0.0085,0.0265,0.0036,0.0010,0.3088,0.0570,0.0762,0.0088,0.0173,0.0488,0.0082
1,SATURDAY,20,0.0092,0.0079,0.0208,0.0036,0.0010,0.3091,0.0570,0.0744,0.0087,0.0171,0.0484,0.0081
1,SATURDAY,21,0.0124,0.0075,0.0238,0.0036,0.0010,0.2922,0.0570,0.0743,0.0087,0.0171,0.0484,0.0081
1,SATURDAY,22,0.0130,0.0071,0.0306,0.0036,0.0010,0.2956,0.0570,0.0726,0.0087,0.0171,0.0484,0.0081
1,SATURDAY,23,0.0154,0.0045,0.0266,0.0036,0.0010,0.2780,0.0570,0.0727,0.0087,0.0171,0.0485,0.0081
1,SUNDAY,0,0.0360,0.0117,0.0328,0.0036,0.0010,0.2783,0.0570,0.0909,0.0094,0.0189,0.0486,0.0085
1,SUNDAY,1,0.0415,0.0116,0.0392,0.0036,0.0010,0.2790,0.0570,0.0948,0.0096,0.0178,0.0495,0.0084
1,SUNDAY,2,0.0513,0.0116,0.0318,0.0037,0.0010,0.2795,0.0570,0.1007,0.0097,0.0181,0.0519,0.0087
1,SUNDAY,3,0.0566,0.0095,0.0358,0.0037,0.0010,0.2799,0.0570,0.1060,0.0097,0.0188,0.0524,0.0088
1,SUNDAY,4,0.0613,0.0095,0.0398,0.0037,0.0010,0.2804,0.0570,0.1088,0.0098,0.0189,0.0525,0.0089
1,SUNDAY,5,0.0685,0.0095,0.0370,0.0037,0.0011,0.2977,0.0518,0.1209,0.0101,0.0191,0.0526,0.0089
1,SUNDAY,6,0.0785,0.0095,0.0433,0.0037,0.0013,0.2946,0.0485,0.1392,0.0109,0.0195,0.0527,0.0089
1,SUNDAY,7,0.0899,0.0112,0.0490,0.0037,0.0017,0.2861,0.0075,0.1548,0.0119,0.0200,0.0527,0.0089
1,SUNDAY,8,0.0745,0.0111,0.0497,0.0037,0.0018,0.2770,0.0075,0.1603,0.0123,0.0200,0.0527,0.0089
1,SUNDAY,9,0.0489,0.0129,0.0485,0.0037,0.0018,0.2913,0.0000,0.1618,0.0124,0.0200,0.0527,0.0089
1,SUNDAY,10,0.0348,0.0155,0.0462,0.0037,0.0018,0.2920,0.0000,0.1586,0.0123,0.0200,0.0527,0.0089
1,SUNDAY,11,0.0271,0.0176,0.0513,0.0037,0.0018,0.2952,0.0000,0.1525,0.0121,0.0200,0.0527,0.0089
1,SUNDAY,12,0.0151,0.0196,0.0425,0.0037,0.0018,0.3144,0.0000,0.1446,0.0117,0.0200,0.0527,0.0089
1,SUNDAY,13,0.0178,0.0218,0.0421,0.0037,0.0018,0.3185,0.0000,0.1409,0.0115,0.0200,0.0527,0.0089
1,SUNDAY,14,0.0153,0.0248,0.0302,0.0037,0.0018,0.3384,0.0000,0.1340,0.0113,0.0201,0.0527,0.0089
1,SUNDAY,15,0.0172,0.0250,0.0297,0.0037,0.0018,0.3428,0.0000,0.1241,0.0111,0.0206,0.0525,0.0090
1,SUNDAY,16,0.0147,0.0237,0.0320,0.0037,0.0018,0.3294,0.0000,0.1238,0.0111,0.0214,0.0524,0.0091
1,SUNDAY,17,0.0098,0.0189,0.0292,0.0037,0.0016,0.3287,0.0476,0.1049,0.0105,0.0218,0.0519,0.0093
1,SUNDAY,18,0.0121,0.0176,0.0420,0.0036,0.0014,0.3112,0.0485,0.0926,0.0095,0.0229,0.0498,0.0091
1,SUNDAY,19,0.0144,0.0167,0.0365,0.0036,0.0012,0.3088,0.0570,0.0841,0.0090,0.0222,0.0487,0.0090
1,SUNDAY,20,0.0206,0.0161,0.0371,0.0036,0.0012,0.3091,0.0570,0.0900,0.0090,0.0218,0.0485,0.0090
1,SUNDAY,21,0.0259,0.0156,0.0437,0.0036,0.0011,0.2923,0.0570,0.0900,0.0090,0.0215,0.0485,0.0090
1,SUNDAY,22,0.0347,0.0115,0.0429,0.0036,0.0010,0.2956,0.0570,0.0917,0.0091,0.0210,0.0485,0.0090
1,SUNDAY,23,0.0405,0.0113,0.0360,0.0036,0.0010,0.2780,0.0570,0.0991,0.0094,0.0201,0.0485,0.0088
1,HOLIDAY,0,0.0147,0.0000,0.0336,0.0036,0.0010,0.2784,0.0570,0.0844,0.0094,0.0171,0.0489,0.0082
1,HOLIDAY,1,0.0149,0.0000,0.0169,0.0036,0.0010,0.2791,0.0570,0.0777,0.0096,0.0171,0.0492,0.0081
1,HOLIDAY,2,0.0765,0.0000,0.0337,0.0036,0.0010,0.2796,0.0570,0.0744,0.0096,0.0174,0.0494,0.0083
1,HOLIDAY,3,0.0872,0.0000,0.0324,0.0036,0.0011,0.2800,0.0570,0.0872,0.0097,0.0176,0.0499,0.0095
1,HOLIDAY,4,0.0786,0.0000,0.0180,0.0037,0.0013,0.2806,0.0570,0.1149,0.0101,0.0180,0.0523,0.0134
1,HOLIDAY,5,0.0836,0.0000,0.0332,0.0038,0.0017,0.2980,0.0518,0.1484,0.0105,0.0183,0.0546,0.0198
1,HOLIDAY,6,0.0923,0.0000,0.0415,0.0038,0.0020,0.2949,0.0485,0.1655,0.0108,0.0184,0.0560,0.0255
1,HOLIDAY,7,0.0871,0.0000,0.0412,0.0038,0.0022,0.2864,0.0075,0.1722,0.0122,0.0184,0.0566,0.0287
1,HOLIDAY,8,0.0857,0.0000,0.0426,0.0038,0.0030,0.2773,0.0075,0.1735,0.0124,0.0184,0.0568,0.0297
1,HOLIDAY,9,0.1233,0.0002,0.0304,0.0038,0.0046,0.2917,0.0000,0.1737,0.0125,0.0184,0.0568,0.0298
1,HOLIDAY,10,0.1144,0.0005,0.0261,0.0038,0.0061,0.2924,0.0000,0.1735,0.0125,0.0184,0.0567,0.0298
1,HOLIDAY,11,0.1033,0.0015,0.0260,0.0038,0.0065,0.2955,0.0000,0.1732,0.0124,0.0184,0.0567,0.0298
1,HOLIDAY,12,0.0927,0.0022,0.0257,0.0038,0.0065,0.3148,0.0000,0.1730,0.0123,0.0184,0.0565,0.0298
1,HOLIDAY,13,0.0808,0.0022,0.0254,0.0038,0.0055,0.3188,0.0000,0.1725,0.0121,0.0184,0.0563,0.0298
1,HOLIDAY,14,0.0764,0.0019,0.0142,0.0038,0.0024,0.3387,0.0000,0.1596,0.0117,0.0183,0.0558,0.0287
1,HOLIDAY,15,0.0045,0.0018,0.0140,0.0038,0.0020,0.3430,0.0000,0.1395,0.0115,0.0183,0.0548,0.0227
1,HOLIDAY,16,0.0125,0.0017,0.0141,0.0038,0.0018,0.3295,0.0000,0.1292,0.0114,0.0182,0.0539,0.0168
1,HOLIDAY,17,0.0125,0.0020,0.0134,0.0038,0.0012,0.3288,0.0476,0.1205,0.0113,0.0180,0.0533,0.0130
1,HOLIDAY,18,0.0045,0.0014,0.0134,0.0038,0.0011,0.3113,0.0485,0.1145,0.0110,0.0183,0.0529,0.0106
1,HOLIDAY,19,0.0045,0.0000,0.0174,0.0038,0.0010,0.3089,0.0570,0.1087,0.0098,0.0188,0.0522,0.0093
1,HOLIDAY,20,0.0088,0.0000,0.0222,0.0036,0.0010,0.3092,0.0570,0.1004,0.0096,0.0176,0.0495,0.0084
1,HOLIDAY,21,0.0092,0.0000,0.0106,0.0036,0.0010,0.2923,0.0570,0.0980,0.0095,0.0173,0.0490,0.0082
