Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.0861,0.0055,0.1538,0.0320,0.0006,0.0501,0.1941,0.1846,0.1509,0.1486,0.0819,0.0477,0.0235
1,WEEKDAY,1,0.1018,0.0044,0.1613,0.0318,0.0006,0.0501,0.1941,0.1811,0.1509,0.1473,0.0819,0.0455,0.0214
1,WEEKDAY,2,0.1099,0.0021,0.1644,0.0318,0.0007,0.0501,0.1941,0.1807,0.1516,0.1471,0.0819,0.0449,0.0209
1,WEEKDAY,3,0.1119,0.0028,0.1707,0.0319,0.0010,0.0501,0.1941,0.1849,0.1551,0.1471,0.0819,0.0449,0.0209
1,WEEKDAY,4,0.1129,0.0025,0.1753,0.0320,0.0012,0.0502,0.1941,0.2027,0.1569,0.1474,0.0819,0.0451,0.0211
1,WEEKDAY,5,0.1163,0.0024,0.1785,0.0322,0.0017,0.0503,0.1941,0.2453,0.1631,0.1507,0.0871,0.0476,0.0234
1,WEEKDAY,6,0.1306,0.0011,0.2154,0.0352,0.0058,0.0509,0.1857,0.4406,0.2112,0.1821,0.1364,0.0646,0.0405
1,WEEKDAY,7,1.6166,0.0911,0.3885,0.0435,0.0161,0.0531,0.0413,0.7850,0.3143,0.2440,0.2661,0.1110,0.0874
1,WEEKDAY,8,0.7765,0.0947,0.4167,0.0536,0.0266,0.0559,0.0000,1.0460,0.4158,0.3065,0.3376,0.1440,0.1141
1,WEEKDAY,9,0.2178,0.1187,0.4378,0.0619,0.0321,0.0579,0.0000,1.1457,0.4656,0.3409,0.3598,0.1573,0.1235
1,WEEKDAY,10,0.1859,0.1447,0.4379,0.0623,0.0334,0.0585,0.0000,1.1564,0.4846,0.3485,0.3675,0.1617,0.1269
1,WEEKDAY,11,0.1258,0.1709,0.4393,0.0616,0.0334,0.0586,0.0000,1.1359,0.4877,0.3491,0.3685,0.1625,0.1273
1,WEEKDAY,12,0.1295,0.2049,0.4402,0.0621,0.0328,0.0585,0.0000,1.1343,0.4877,0.3491,0.3685,0.1625,0.1273
1,WEEKDAY,13,0.1183,0.2306,0.4416,0.0613,0.0320,0.0583,0.0000,1.1409,0.4822,0.3487,0.3676,0.1623,0.1271
1,WEEKDAY,14,0.1195,0.2502,0.4424,0.0603,0.0299,0.0579,0.0000,1.1439,0.4723,0.3420,0.3598,0.1591,0.1238
