Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.2139,0.0000,0.0372,0.0039,0.0009,1.2388,0.1427,0.1023,0.0146,0.0583,0.0807,0.1873,0.0298
1,WEEKDAY,1,0.1319,0.0000,0.0264,0.0036,0.0007,1.2414,0.1427,0.0957,0.0135,0.0537,0.0792,0.1863,0.0295
1,WEEKDAY,2,0.1514,0.0000,0.0238,0.0036,0.0007,1.2424,0.1427,0.0956,0.0131,0.0518,0.0792,0.1871,0.0296
1,WEEKDAY,3,0.1629,0.0000,0.0296,0.0047,0.0008,1.2444,0.1427,0.1298,0.0141,0.0563,0.0852,0.1971,0.0308
1,WEEKDAY,4,0.0962,0.0000,0.0631,0.0075,0.0016,1.2461,0.1427,0.2989,0.0204,0.0807,0.1194,0.2358,0.0376
1,WEEKDAY,5,0.0412,0.0171,0.0641,0.0096,0.0026,1.3277,0.1427,0.4137,0.0280,0.1026,0.1462,0.2801,0.0447
1,WEEKDAY,6,0.0388,0.0204,0.0658,0.0103,0.0033,1.3081,0.1427,0.4401,0.0322,0.1137,0.1553,0.3065,0.0486
1,WEEKDAY,7,0.0119,0.0164,0.0793,0.0108,0.0041,1.2711,0.0000,0.4497,0.0398,0.1322,0.1580,0.3191,0.0505
1,WEEKDAY,8,0.1615,0.0213,0.0903,0.0109,0.0045,1.2247,0.0000,0.4522,0.0416,0.1362,0.1584,0.3224,0.0510
1,WEEKDAY,9,0.1571,0.0304,0.1107,0.0109,0.0046,1.2895,0.0000,0.4525,0.0422,0.1374,0.1584,0.3227,0.0510
1,WEEKDAY,10,0.0554,0.0662,0.1111,0.0111,0.0046,1.2982,0.0000,0.4525,0.0423,0.1375,0.1584,0.3227,0.0511
1,WEEKDAY,11,0.0372,0.0909,0.1144,0.0112,0.0046,1.3256,0.0000,0.4525,0.0423,0.1375,0.1584,0.3227,0.0511
1,WEEKDAY,12,0.0284,0.1177,0.1232,0.0112,0.0046,1.4323,0.0000,0.4525,0.0423,0.1379,0.1584,0.3227,0.0511
1,WEEKDAY,13,0.0214,0.1420,0.1345,0.0110,0.0046,1.4609,0.0000,0.4525,0.0423,0.1379,0.1584,0.3227,0.0511
1,WEEKDAY,14,0.0155,0.1519,0.1489,0.0109,0.0046,1.5681,0.0000,0.4524,0.0421,0.1379,0.1584,0.3227,0.0511
1,WEEKDAY,15,0.0160,0.1596,0.1590,0.0108,0.0044,1.5961,0.0000,0.4513,0.0418,0.1377,0.1584,0.3225,0.0509
1,WEEKDAY,16,0.0234,0.1308,0.1595,0.0108,0.0042,1.5354,0.0000,0.4469,0.0409,0.1372,0.1584,0.3212,0.0502
1,WEEKDAY,17,0.0419,0.0942,0.1570,0.0104,0.0039,1.5290,0.1553,0.4301,0.0384,0.1329,0.1584,0.3151,0.0480
1,WEEKDAY,18,0.0498,0.0510,0.1403,0.0095,0.0033,1.4361,0.1650,0.4110,0.0331,0.1170,0.1584,0.3021,0.0452
1,WEEKDAY,19,0.0649,0.0146,0.0841,0.0082,0.0028,1.4177,0.1427,0.3462,0.0298,0.1068,0.1484,0.2789,0.0416
1,WEEKDAY,20,0.0926,0.0075,0.0789,0.0055,0.0016,1.4094,0.1427,0.1835,0.0198,0.0797,0.0984,0.2393,0.0331
1,WEEKDAY,21,0.1206,0.0038,0.0723,0.0047,0.0012,1.3250,0.1427,0.1474,0.0174,0.0702,0.0899,0.2218,0.0312
1,WEEKDAY,22,0.1634,0.0012,0.0671,0.0057,0.0014,1.3263,0.1427,0.2075,0.0201,0.0837,0.1179,0.2180,0.0352
1,WEEKDAY,23,0.2254,0.0003,0.0663,0.0045,0.0011,1.2402,0.1427,0.1441,0.0166,0.0698,0.0941,0.1964,0.0317
1,SATURDAY,0,0.0000,0.0000,0.0242,0.0035,0.0007,1.2387,0.1427,0.0950,0.0133,0.0516,0.0792,0.1863,0.0295
1,SATURDAY,1,0.0000,0.0000,0.0194,0.0035,0.0007,1.2413,0.1427,0.1011,0.0133,0.0535,0.0850,0.1892,0.0300
1,SATURDAY,2,0.0000,0.0000,0.0167,0.0037,0.0011,1.2425,0.1427,0.1401,0.0152,0.0694,0.1190,0.2081,0.0327
1,SATURDAY,3,0.0000,0.0000,0.0345,0.0043,0.0017,1.2443,0.1427,0.1872,0.0176,0.0859,0.1492,0.2380,0.0355
1,SATURDAY,4,0.0000,0.0000,0.0590,0.0047,0.0019,1.2455,0.1427,0.2211,0.0187,0.0934,0.1561,0.2731,0.0367
1,SATURDAY,5,0.0083,0.0185,0.0598,0.0048,0.0022,1.3265,0.1427,0.2617,0.0205,0.0976,0.1581,0.3053,0.0371
1,SATURDAY,6,0.0000,0.0220,0.0615,0.0049,0.0026,1.3066,0.1427,0.2718,0.0221,0.1013,0.1584,0.3134,0.0373
1,SATURDAY,7,0.0000,0.0134,0.0613,0.0050,0.0033,1.2693,0.0000,0.2802,0.0287,0.1189,0.1584,0.3155,0.0375
1,SATURDAY,8,0.0558,0.0208,0.0705,0.0050,0.0034,1.2227,0.0000,0.2855,0.0295,0.1211,0.1584,0.3164,0.0375
1,SATURDAY,9,0.1629,0.0272,0.0995,0.0050,0.0034,1.2874,0.0000,0.2873,0.0299,0.1216,0.1584,0.3165,0.0375
1,SATURDAY,10,0.0241,0.0573,0.1019,0.0050,0.0035,1.2961,0.0000,0.2880,0.0302,0.1217,0.1584,0.3165,0.0375
1,SATURDAY,11,0.0224,0.0716,0.1033,0.0051,0.0034,1.3235,0.0000,0.2882,0.0302,0.1215,0.1584,0.3165,0.0375
1,SATURDAY,12,0.0000,0.0941,0.1088,0.0051,0.0034,1.4301,0.0000,0.2883,0.0302,0.1215,0.1584,0.3164,0.0375
1,SATURDAY,13,0.0000,0.1218,0.1147,0.0051,0.0033,1.4588,0.0000,0.2876,0.0301,0.1207,0.1584,0.3156,0.0375
1,SATURDAY,14,0.0000,0.1238,0.1201,0.0051,0.0032,1.5660,0.0000,0.2855,0.0299,0.1194,0.1580,0.3135,0.0374
1,SATURDAY,15,0.0000,0.1165,0.1267,0.0050,0.0030,1.5939,0.0000,0.2792,0.0296,0.1168,0.1558,0.3089,0.0371
1,SATURDAY,16,0.0000,0.0907,0.1282,0.0048,0.0027,1.5333,0.0000,0.2534,0.0286,0.1099,0.1429,0.2946,0.0359
1,SATURDAY,17,0.0000,0.0528,0.1267,0.0044,0.0019,1.5270,0.1553,0.1738,0.0242,0.0881,0.0961,0.2603,0.0319
1,SATURDAY,18,0.0244,0.0308,0.1215,0.0042,0.0017,1.4345,0.1650,0.1675,0.0212,0.0806,0.1107,0.2477,0.0326
1,SATURDAY,19,0.0278,0.0099,0.0677,0.0038,0.0013,1.4164,0.1427,0.1190,0.0187,0.0668,0.0855,0.2231,0.0304
1,SATURDAY,20,0.0558,0.0024,0.0663,0.0037,0.0011,1.4088,0.1427,0.1075,0.0170,0.0622,0.0792,0.2099,0.0298
1,SATURDAY,21,0.1155,0.0002,0.0621,0.0036,0.0010,1.3248,0.1427,0.0996,0.0161,0.0581,0.0792,0.1901,0.0296
1,SATURDAY,22,0.1467,0.0000,0.0600,0.0036,0.0009,1.3259,0.1427,0.0974,0.0156,0.0562,0.0792,0.1863,0.0295
1,SATURDAY,23,0.1865,0.0000,0.0587,0.0036,0.0009,1.2400,0.1427,0.0965,0.0150,0.0548,0.0792,0.1863,0.0295
1,SUNDAY,0,0.0000,0.0000,0.0111,0.0034,0.0007,1.2387,0.1427,0.0947,0.0129,0.0509,0.0811,0.1872,0.0297
1,SUNDAY,1,0.0000,0.0000,0.0097,0.0035,0.0007,1.2413,0.1427,0.0994,0.0130,0.0531,0.0990,0.1962,0.0308
1,SUNDAY,2,0.1002,0.0000,0.0114,0.0037,0.0010,1.2424,0.1427,0.1284,0.0137,0.0664,0.1433,0.2203,0.0337
1,SUNDAY,3,0.0949,0.0000,0.0214,0.0041,0.0014,1.2442,0.1427,0.1662,0.0146,0.0806,0.1537,0.2395,0.0348
1,SUNDAY,4,0.0000,0.0000,0.0540,0.0044,0.0016,1.2454,0.1427,0.1940,0.0154,0.0874,0.1561,0.2606,0.0356
1,SUNDAY,5,0.1130,0.0187,0.0577,0.0046,0.0017,1.3265,0.1427,0.2237,0.0166,0.0899,0.1581,0.2665,0.0358
1,SUNDAY,6,0.1863,0.0213,0.0601,0.0046,0.0017,1.3065,0.1427,0.2288,0.0167,0.0899,0.1584,0.2681,0.0359
1,SUNDAY,7,0.1322,0.0198,0.0567,0.0046,0.0020,1.2692,0.0000,0.2327,0.0211,0.1003,0.1584,0.2688,0.0359
1,SUNDAY,8,0.1071,0.0198,0.0564,0.0046,0.0020,1.2226,0.0000,0.2358,0.0211,0.1003,0.1584,0.2689,0.0359
1,SUNDAY,9,0.2653,0.0067,0.0599,0.0046,0.0020,1.2873,0.0000,0.2366,0.0211,0.1003,0.1584,0.2689,0.0359
1,SUNDAY,10,0.0000,0.0254,0.0533,0.0046,0.0020,1.2960,0.0000,0.2367,0.0211,0.1003,0.1584,0.2689,0.0359
1,SUNDAY,11,0.0000,0.0297,0.0538,0.0046,0.0020,1.3233,0.0000,0.2367,0.0211,0.1002,0.1584,0.2689,0.0359
1,SUNDAY,12,0.0000,0.0548,0.0554,0.0046,0.0020,1.4300,0.0000,0.2366,0.0211,0.1002,0.1584,0.2689,0.0359
1,SUNDAY,13,0.0188,0.0478,0.0576,0.0046,0.0019,1.4586,0.0000,0.2360,0.0211,0.0996,0.1584,0.2688,0.0359
1,SUNDAY,14,0.0000,0.0347,0.0615,0.0046,0.0019,1.5658,0.0000,0.2340,0.0211,0.0984,0.1580,0.2678,0.0359
1,SUNDAY,15,0.0000,0.0482,0.0659,0.0046,0.0019,1.5937,0.0000,0.2284,0.0210,0.0963,0.1558,0.2650,0.0357
1,SUNDAY,16,0.0000,0.0312,0.0654,0.0045,0.0017,1.5332,0.0000,0.2073,0.0206,0.0906,0.1531,0.2591,0.0354
1,SUNDAY,17,0.0000,0.0191,0.0659,0.0041,0.0011,1.5269,0.1553,0.1450,0.0185,0.0723,0.1435,0.2360,0.0342
1,SUNDAY,18,0.0000,0.0085,0.0652,0.0038,0.0010,1.4344,0.1650,0.1378,0.0149,0.0642,0.1034,0.2007,0.0312
1,SUNDAY,19,0.0385,0.0000,0.0147,0.0035,0.0007,1.4163,0.1427,0.0998,0.0141,0.0532,0.0820,0.1877,0.0297
1,SUNDAY,20,0.1197,0.0000,0.0163,0.0034,0.0007,1.4087,0.1427,0.0947,0.0130,0.0507,0.0792,0.1863,0.0295
1,SUNDAY,21,0.1181,0.0000,0.0147,0.0034,0.0007,1.3247,0.1427,0.0947,0.0129,0.0507,0.0792,0.1863,0.0295
1,SUNDAY,22,0.1958,0.0000,0.0162,0.0034,0.0007,1.3259,0.1427,0.0947,0.0129,0.0507,0.0792,0.1863,0.0295
1,SUNDAY,23,0.1362,0.0000,0.0134,0.0034,0.0007,1.2400,0.1427,0.0947,0.0129,0.0507,0.0792,0.1863,0.0295
1,HOLIDAY,0,0.0000,0.0000,0.0486,0.0034,0.0007,1.2387,0.1427,0.0962,0.0130,0.0519,0.0807,0.1870,0.0296
1,HOLIDAY,1,0.0000,0.0000,0.0408,0.0034,0.0007,1.2413,0.1427,0.0947,0.0129,0.0509,0.0792,0.1863,0.0295
1,HOLIDAY,2,0.0000,0.0000,0.0282,0.0036,0.0007,1.2424,0.1427,0.0952,0.0130,0.0511,0.0792,0.1871,0.0296
1,HOLIDAY,3,0.0000,0.0000,0.0343,0.0044,0.0007,1.2444,0.1427,0.1093,0.0133,0.0550,0.0852,0.1965,0.0301
1,HOLIDAY,4,0.0000,0.0000,0.0661,0.0057,0.0012,1.2458,0.1427,0.1704,0.0143,0.0719,0.1194,0.2283,0.0328
1,HOLIDAY,5,0.0000,0.0179,0.0641,0.0065,0.0015,1.3270,0.1427,0.2181,0.0162,0.0848,0.1462,0.2527,0.0348
1,HOLIDAY,6,0.0000,0.0255,0.0615,0.0068,0.0016,1.3071,0.1427,0.2252,0.0166,0.0885,0.1552,0.2638,0.0356
1,HOLIDAY,7,0.0000,0.0000,0.0631,0.0068,0.0019,1.2699,0.0000,0.2272,0.0211,0.1001,0.1580,0.2683,0.0359
1,HOLIDAY,8,0.0000,0.0269,0.0678,0.0067,0.0019,1.2233,0.0000,0.2274,0.0211,0.1003,0.1584,0.2689,0.0359
1,HOLIDAY,9,0.0000,0.0314,0.0713,0.0067,0.0019,1.2880,0.0000,0.2274,0.0211,0.1003,0.1584,0.2689,0.0359
1,HOLIDAY,10,0.0000,0.0834,0.0787,0.0067,0.0020,1.2967,0.0000,0.2274,0.0211,0.1003,0.1584,0.2689,0.0359
1,HOLIDAY,11,0.0000,0.1316,0.0879,0.0068,0.0020,1.3240,0.0000,0.2274,0.0211,0.1003,0.1584,0.2689,0.0359
1,HOLIDAY,12,0.0000,0.1811,0.1424,0.0068,0.0020,1.4307,0.0000,0.2274,0.0211,0.1008,0.1584,0.2689,0.0359
1,HOLIDAY,13,0.0000,0.2454,0.1626,0.0067,0.0020,1.4593,0.0000,0.2274,0.0211,0.1008,0.1584,0.2689,0.0359
1,HOLIDAY,14,0.0000,0.2559,0.1904,0.0066,0.0020,1.5666,0.0000,0.2274,0.0211,0.1008,0.1584,0.2689,0.0359
1,HOLIDAY,15,0.0000,0.2595,0.2199,0.0066,0.0019,1.5945,0.0000,0.2269,0.0211,0.1008,0.1584,0.2688,0.0359
1,HOLIDAY,16,0.0000,0.2049,0.2392,0.0066,0.0019,1.5339,0.0000,0.2250,0.0210,0.1008,0.1584,0.2680,0.0359
1,HOLIDAY,17,0.0000,0.1338,0.1973,0.0065,0.0018,1.5277,0.1553,0.2139,0.0199,0.0987,0.1584,0.2636,0.0358
1,HOLIDAY,18,0.0000,0.0645,0.1740,0.0059,0.0015,1.4351,0.1650,0.2031,0.0161,0.0860,0.1584,0.2530,0.0354
1,HOLIDAY,19,0.0000,0.0000,0.1053,0.0051,0.0013,1.4168,0.1427,0.1686,0.0155,0.0802,0.1484,0.2340,0.0344
1,HOLIDAY,20,0.0000,0.0000,0.0881,0.0042,0.0008,1.4090,0.1427,0.1179,0.0134,0.0623,0.0984,0.2005,0.0309
1,HOLIDAY,21,0.0000,0.0000,0.0836,0.0036,0.0007,1.3248,0.1427,0.1066,0.0131,0.0574,0.0899,0.1926,0.0303
1,HOLIDAY,22,0.0000,0.0000,0.0616,0.0037,0.0009,1.3260,0.1427,0.1253,0.0135,0.0681,0.1179,0.2056,0.0320
1,HOLIDAY,23,0.0000,0.0000,0.0508,0.0035,0.0008,1.2400,0.1427,0.1078,0.0131,0.0591,0.0941,0.1937,0.0305
2,WEEKDAY,0,0.0330,0.0014,0.0706,0.0039,0.0009,1.1399,0.1427,0.1023,0.0146,0.0583,0.0807,0.1873,0.0298
2,WEEKDAY,1,0.0134,0.0000,0.0512,0.0035,0.0007,1.1383,0.1427,0.0957,0.0135,0.0537,0.0792,0.1863,0.0295
2,WEEKDAY,2,0.0220,0.0000,0.0406,0.0035,0.0007,1.1391,0.1427,0.0956,0.0131,0.0518,0.0792,0.1871,0.0296
2,WEEKDAY,3,0.0302,0.0000,0.0428,0.0047,0.0008,1.1377,0.1427,0.1298,0.0141,0.0563,0.0852,0.1971,0.0308
2,WEEKDAY,4,0.0124,0.0000,0.0731,0.0073,0.0016,1.1383,0.1427,0.2989,0.0204,0.0807,0.1194,0.2358,0.0376
2,WEEKDAY,5,0.0000,0.0229,0.0709,0.0092,0.0026,1.2103,0.1427,0.4137,0.0280,0.1026,0.1462,0.2801,0.0447
2,WEEKDAY,6,0.0066,0.0279,0.0734,0.0100,0.0033,1.1925,0.1427,0.4401,0.0322,0.1137,0.1552,0.3065,0.0486
