Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.0795,0.1109,0.2813,0.0200,0.0021,0.0376,0.0776,0.2621,0.3356,0.0474,0.0053,0.0387,0.0060
1,WEEKDAY,1,0.0798,0.1017,0.2789,0.0200,0.0021,0.0376,0.0776,0.2594,0.3349,0.0472,0.0053,0.0385,0.0059
1,WEEKDAY,2,0.0820,0.0963,0.2792,0.0199,0.0023,0.0376,0.0776,0.2585,0.3354,0.0467,0.0053,0.0387,0.0060
1,WEEKDAY,3,0.0843,0.0946,0.2797,0.0201,0.0037,0.0378,0.0775,0.2641,0.3401,0.0472,0.0053,0.0401,0.0064
1,WEEKDAY,4,0.0910,0.1003,0.2983,0.0208,0.0049,0.0380,0.0766,0.2996,0.3467,0.0485,0.0053,0.0451,0.0073
1,WEEKDAY,5,0.0945,0.0946,0.3225,0.0234,0.0082,0.0387,0.0727,0.3891,0.3735,0.0533,0.0053,0.0616,0.0099
1,WEEKDAY,6,0.1422,0.1265,0.4158,0.0288,0.0172,0.0396,0.0605,0.5647,0.4430,0.0655,0.0068,0.0989,0.0150
1,WEEKDAY,7,0.1702,0.1889,0.5135,0.0344,0.0279,0.0412,0.0083,0.7304,0.5188,0.0785,0.0126,0.1500,0.0218
1,WEEKDAY,8,0.1928,0.1986,0.5229,0.0391,0.0348,0.0424,0.0031,0.8040,0.5714,0.0871,0.0150,0.1763,0.0253
1,WEEKDAY,9,0.1776,0.2543,0.5204,0.0399,0.0364,0.0434,0.0031,0.8273,0.5945,0.0913,0.0156,0.1866,0.0265
1,WEEKDAY,10,0.1652,0.2936,0.5193,0.0400,0.0368,0.0435,0.0031,0.8265,0.6039,0.0919,0.0158,0.1908,0.0269
1,WEEKDAY,11,0.1550,0.3301,0.5217,0.0408,0.0376,0.0437,0.0031,0.8197,0.6045,0.0920,0.0159,0.1914,0.0270
1,WEEKDAY,12,0.1463,0.3714,0.5206,0.0402,0.0371,0.0440,0.0031,0.8196,0.6049,0.0920,0.0159,0.1914,0.0270
1,WEEKDAY,13,0.1400,0.3943,0.5249,0.0396,0.0357,0.0439,0.0031,0.8215,0.5984,0.0918,0.0158,0.1911,0.0270
1,WEEKDAY,14,0.1375,0.4116,0.5234,0.0389,0.0339,0.0440,0.0031,0.8227,0.5900,0.0902,0.0155,0.1874,0.0265
1,WEEKDAY,15,0.1415,0.4111,0.5212,0.0379,0.0306,0.0436,0.0031,0.8071,0.5680,0.0861,0.0137,0.1737,0.0247
1,WEEKDAY,16,0.1542,0.3699,0.5123,0.0354,0.0260,0.0426,0.0031,0.7708,0.5297,0.0796,0.0104,0.1463,0.0209
1,WEEKDAY,17,0.1696,0.3186,0.4958,0.0311,0.0195,0.0414,0.0538,0.7073,0.4695,0.0678,0.0070,0.1104,0.0161
1,WEEKDAY,18,0.1444,0.2604,0.4014,0.0258,0.0126,0.0399,0.0620,0.5892,0.4029,0.0597,0.0054,0.0757,0.0117
1,WEEKDAY,19,0.0797,0.1627,0.3029,0.0223,0.0072,0.0391,0.0749,0.4936,0.3645,0.0540,0.0053,0.0547,0.0088
1,WEEKDAY,20,0.0658,0.1379,0.2909,0.0209,0.0044,0.0387,0.0777,0.4154,0.3477,0.0508,0.0053,0.0459,0.0074
1,WEEKDAY,21,0.0686,0.1229,0.2762,0.0204,0.0028,0.0381,0.0776,0.3564,0.3397,0.0487,0.0053,0.0421,0.0066
1,WEEKDAY,22,0.0716,0.1166,0.2789,0.0203,0.0023,0.0380,0.0776,0.3165,0.3374,0.0480,0.0053,0.0408,0.0062
1,WEEKDAY,23,0.0742,0.1103,0.2801,0.0202,0.0022,0.0376,0.0776,0.2892,0.3362,0.0476,0.0053,0.0398,0.0061
1,SATURDAY,0,0.0707,0.1045,0.2501,0.0199,0.0019,0.0376,0.0776,0.2539,0.3345,0.0465,0.0053,0.0387,0.0059
1,SATURDAY,1,0.0750,0.0975,0.2470,0.0199,0.0019,0.0376,0.0776,0.2537,0.3334,0.0465,0.0053,0.0385,0.0059
1,SATURDAY,2,0.0742,0.0893,0.2484,0.0199,0.0022,0.0376,0.0776,0.2540,0.3343,0.0465,0.0053,0.0388,0.0060
1,SATURDAY,3,0.0781,0.0883,0.2505,0.0199,0.0036,0.0376,0.0775,0.2560,0.3378,0.0469,0.0053,0.0398,0.0063
1,SATURDAY,4,0.0798,0.0857,0.2549,0.0201,0.0042,0.0377,0.0766,0.2601,0.3404,0.0473,0.0054,0.0422,0.0068
1,SATURDAY,5,0.0808,0.0850,0.2591,0.0204,0.0050,0.0381,0.0727,0.2688,0.3446,0.0482,0.0055,0.0471,0.0078
1,SATURDAY,6,0.0884,0.0928,0.3074,0.0212,0.0071,0.0382,0.0605,0.2918,0.3547,0.0502,0.0060,0.0556,0.0094
1,SATURDAY,7,0.0935,0.1075,0.3340,0.0225,0.0115,0.0383,0.0083,0.3266,0.3691,0.0536,0.0068,0.0669,0.0117
1,SATURDAY,8,0.1198,0.1082,0.3502,0.0238,0.0151,0.0384,0.0031,0.3658,0.3868,0.0568,0.0077,0.0787,0.0141
1,SATURDAY,9,0.1152,0.1254,0.3519,0.0247,0.0168,0.0388,0.0031,0.3961,0.4006,0.0592,0.0079,0.0876,0.0155
1,SATURDAY,10,0.1051,0.1524,0.3516,0.0250,0.0171,0.0389,0.0031,0.4090,0.4096,0.0604,0.0079,0.0911,0.0159
1,SATURDAY,11,0.1009,0.1738,0.3474,0.0251,0.0167,0.0390,0.0031,0.4111,0.4110,0.0606,0.0079,0.0906,0.0158
1,SATURDAY,12,0.0971,0.1975,0.3397,0.0248,0.0146,0.0393,0.0031,0.4138,0.4080,0.0605,0.0079,0.0884,0.0153
1,SATURDAY,13,0.0925,0.2103,0.3363,0.0240,0.0120,0.0393,0.0031,0.3829,0.3947,0.0600,0.0078,0.0847,0.0143
1,SATURDAY,14,0.0934,0.2148,0.3347,0.0234,0.0097,0.0395,0.0031,0.3594,0.3817,0.0591,0.0077,0.0791,0.0131
1,SATURDAY,15,0.0907,0.2145,0.3342,0.0231,0.0079,0.0394,0.0031,0.3343,0.3701,0.0576,0.0074,0.0707,0.0115
1,SATURDAY,16,0.0922,0.2013,0.3203,0.0227,0.0063,0.0391,0.0031,0.3136,0.3612,0.0557,0.0070,0.0633,0.0103
1,SATURDAY,17,0.1023,0.1633,0.3044,0.0214,0.0046,0.0389,0.0538,0.2913,0.3526,0.0537,0.0059,0.0549,0.0090
1,SATURDAY,18,0.0912,0.1402,0.2800,0.0206,0.0032,0.0385,0.0620,0.2753,0.3465,0.0513,0.0054,0.0483,0.0080
1,SATURDAY,19,0.0773,0.1230,0.2619,0.0202,0.0023,0.0384,0.0749,0.2662,0.3418,0.0495,0.0053,0.0443,0.0071
1,SATURDAY,20,0.0761,0.1193,0.2616,0.0199,0.0021,0.0383,0.0777,0.2613,0.3375,0.0477,0.0053,0.0415,0.0063
1,SATURDAY,21,0.0777,0.1124,0.2541,0.0199,0.0020,0.0380,0.0776,0.2599,0.3357,0.0468,0.0053,0.0407,0.0061
1,SATURDAY,22,0.0782,0.1056,0.2539,0.0199,0.0020,0.0379,0.0776,0.2590,0.3350,0.0467,0.0053,0.0404,0.0060
1,SATURDAY,23,0.0811,0.1028,0.2545,0.0199,0.0020,0.0376,0.0776,0.2579,0.3350,0.0466,0.0053,0.0397,0.0060
1,SUNDAY,0,0.0736,0.0719,0.1871,0.0199,0.0019,0.0376,0.0776,0.2538,0.3345,0.0451,0.0067,0.0486,0.0077
1,SUNDAY,1,0.0723,0.0696,0.1838,0.0199,0.0019,0.0376,0.0776,0.2535,0.3334,0.0451,0.0067,0.0490,0.0077
1,SUNDAY,2,0.0719,0.0640,0.1822,0.0199,0.0022,0.0376,0.0776,0.2538,0.3343,0.0451,0.0067,0.0493,0.0078
1,SUNDAY,3,0.0721,0.0631,0.1845,0.0199,0.0036,0.0376,0.0775,0.2557,0.3377,0.0455,0.0067,0.0497,0.0080
1,SUNDAY,4,0.0758,0.0630,0.1903,0.0200,0.0042,0.0377,0.0766,0.2588,0.3396,0.0458,0.0067,0.0506,0.0082
1,SUNDAY,5,0.0765,0.0614,0.1886,0.0202,0.0047,0.0380,0.0727,0.2635,0.3413,0.0461,0.0068,0.0518,0.0085
1,SUNDAY,6,0.0802,0.0629,0.2011,0.0207,0.0056,0.0381,0.0605,0.2758,0.3457,0.0467,0.0070,0.0533,0.0090
1,SUNDAY,7,0.0794,0.0646,0.2144,0.0215,0.0073,0.0381,0.0083,0.2911,0.3514,0.0477,0.0074,0.0551,0.0095
1,SUNDAY,8,0.0874,0.0712,0.2140,0.0224,0.0085,0.0381,0.0031,0.3052,0.3584,0.0490,0.0078,0.0571,0.0099
1,SUNDAY,9,0.0868,0.0904,0.2198,0.0230,0.0090,0.0383,0.0031,0.3140,0.3626,0.0499,0.0079,0.0585,0.0100
1,SUNDAY,10,0.0778,0.1216,0.2226,0.0233,0.0093,0.0384,0.0031,0.3192,0.3670,0.0504,0.0079,0.0594,0.0101
1,SUNDAY,11,0.0697,0.1424,0.2234,0.0235,0.0092,0.0386,0.0031,0.3220,0.3677,0.0507,0.0079,0.0597,0.0101
1,SUNDAY,12,0.0727,0.1680,0.2273,0.0234,0.0086,0.0389,0.0031,0.3311,0.3684,0.0510,0.0079,0.0596,0.0101
1,SUNDAY,13,0.0841,0.1856,0.2329,0.0231,0.0077,0.0389,0.0031,0.3167,0.3655,0.0509,0.0079,0.0591,0.0100
1,SUNDAY,14,0.0866,0.1934,0.2328,0.0230,0.0068,0.0392,0.0031,0.3108,0.3622,0.0506,0.0078,0.0581,0.0098
1,SUNDAY,15,0.0867,0.1914,0.2313,0.0229,0.0059,0.0393,0.0031,0.3022,0.3576,0.0502,0.0077,0.0562,0.0096
1,SUNDAY,16,0.0871,0.1704,0.2154,0.0225,0.0048,0.0390,0.0031,0.2929,0.3534,0.0494,0.0074,0.0525,0.0089
1,SUNDAY,17,0.0978,0.1296,0.2013,0.0213,0.0038,0.0388,0.0538,0.2818,0.3491,0.0487,0.0066,0.0505,0.0083
1,SUNDAY,18,0.0652,0.1066,0.1831,0.0205,0.0029,0.0385,0.0620,0.2722,0.3454,0.0479,0.0053,0.0492,0.0080
1,SUNDAY,19,0.0563,0.0984,0.1833,0.0201,0.0023,0.0384,0.0749,0.2652,0.3414,0.0471,0.0057,0.0464,0.0076
1,SUNDAY,20,0.0576,0.0924,0.1863,0.0199,0.0021,0.0383,0.0777,0.2607,0.3374,0.0458,0.0065,0.0464,0.0071
1,SUNDAY,21,0.0635,0.0878,0.1785,0.0199,0.0020,0.0380,0.0776,0.2594,0.3357,0.0453,0.0067,0.0492,0.0076
1,SUNDAY,22,0.0668,0.0834,0.1822,0.0199,0.0020,0.0379,0.0776,0.2586,0.3350,0.0452,0.0067,0.0500,0.0077
1,SUNDAY,23,0.0676,0.0784,0.1849,0.0199,0.0020,0.0376,0.0776,0.2577,0.3350,0.0451,0.0067,0.0497,0.0078
1,HOLIDAY,0,0.0540,0.0796,0.1238,0.0199,0.0020,0.0376,0.0776,0.2533,0.3345,0.0451,0.0053,0.0387,0.0058
1,HOLIDAY,1,0.0529,0.0809,0.1292,0.0199,0.0020,0.0376,0.0776,0.2526,0.3334,0.0451,0.0053,0.0385,0.0058
1,HOLIDAY,2,0.0493,0.0712,0.1269,0.0199,0.0022,0.0376,0.0776,0.2529,0.3343,0.0451,0.0053,0.0387,0.0060
1,HOLIDAY,3,0.0485,0.0653,0.1290,0.0199,0.0036,0.0377,0.0775,0.2548,0.3377,0.0455,0.0053,0.0395,0.0063
1,HOLIDAY,4,0.0510,0.0731,0.1337,0.0200,0.0044,0.0378,0.0766,0.2577,0.3397,0.0458,0.0054,0.0405,0.0065
1,HOLIDAY,5,0.0527,0.0680,0.1349,0.0200,0.0050,0.0381,0.0727,0.2627,0.3410,0.0462,0.0055,0.0415,0.0068
1,HOLIDAY,6,0.0526,0.0654,0.1414,0.0200,0.0060,0.0381,0.0605,0.2739,0.3441,0.0468,0.0060,0.0424,0.0071
1,HOLIDAY,7,0.0562,0.0646,0.1440,0.0200,0.0074,0.0381,0.0083,0.2860,0.3465,0.0477,0.0068,0.0436,0.0076
1,HOLIDAY,8,0.0579,0.0725,0.1408,0.0201,0.0082,0.0381,0.0031,0.2910,0.3500,0.0486,0.0077,0.0446,0.0079
1,HOLIDAY,9,0.0542,0.0884,0.1377,0.0201,0.0085,0.0383,0.0031,0.2947,0.3514,0.0490,0.0079,0.0452,0.0081
1,HOLIDAY,10,0.0385,0.0902,0.1278,0.0201,0.0086,0.0384,0.0031,0.2972,0.3539,0.0491,0.0079,0.0457,0.0081
1,HOLIDAY,11,0.0401,0.1118,0.1261,0.0201,0.0085,0.0385,0.0031,0.2981,0.3541,0.0491,0.0079,0.0458,0.0081
1,HOLIDAY,12,0.0438,0.1269,0.1284,0.0201,0.0081,0.0388,0.0031,0.3070,0.3551,0.0491,0.0079,0.0458,0.0081
1,HOLIDAY,13,0.0429,0.1466,0.1307,0.0201,0.0076,0.0389,0.0031,0.2968,0.3546,0.0491,0.0078,0.0456,0.0081
1,HOLIDAY,14,0.0414,0.1425,0.1277,0.0201,0.0070,0.0393,0.0031,0.2956,0.3547,0.0490,0.0077,0.0453,0.0080
1,HOLIDAY,15,0.0376,0.1464,0.1274,0.0200,0.0062,0.0393,0.0031,0.2925,0.3534,0.0488,0.0074,0.0449,0.0079
1,HOLIDAY,16,0.0311,0.1375,0.1272,0.0200,0.0054,0.0390,0.0031,0.2887,0.3515,0.0485,0.0070,0.0444,0.0077
1,HOLIDAY,17,0.0372,0.1150,0.1269,0.0200,0.0045,0.0389,0.0538,0.2818,0.3485,0.0479,0.0059,0.0436,0.0074
1,HOLIDAY,18,0.0395,0.1052,0.1290,0.0200,0.0035,0.0386,0.0620,0.2773,0.3454,0.0472,0.0054,0.0427,0.0070
1,HOLIDAY,19,0.0384,0.0978,0.1179,0.0199,0.0027,0.0384,0.0749,0.2710,0.3414,0.0466,0.0053,0.0416,0.0066
1,HOLIDAY,20,0.0455,0.0980,0.1262,0.0199,0.0022,0.0383,0.0777,0.2650,0.3374,0.0458,0.0053,0.0405,0.0061
1,HOLIDAY,21,0.0441,0.0887,0.1236,0.0199,0.0021,0.0380,0.0776,0.2634,0.3357,0.0453,0.0053,0.0400,0.0060
1,HOLIDAY,22,0.0458,0.0864,0.1213,0.0199,0.0020,0.0379,0.0776,0.2625,0.3350,0.0452,0.0053,0.0398,0.0059
1,HOLIDAY,23,0.0472,0.0828,0.1263,0.0199,0.0020,0.0376,0.0776,0.2601,0.3350,0.0451,0.0053,0.0395,0.0059
2,WEEKDAY,0,0.0665,0.1232,0.2715,0.0205,0.0021,0.0377,0.0776,0.2622,0.3356,0.0474,0.0053,0.0387,0.0060
2,WEEKDAY,1,0.0666,0.1158,0.2709,0.0204,0.0021,0.0377,0.0776,0.2596,0.3349,0.0472,0.0053,0.0385,0.0059
2,WEEKDAY,2,0.0696,0.1095,0.2723,0.0204,0.0023,0.0377,0.0776,0.2587,0.3354,0.0467,0.0053,0.0387,0.0060
2,WEEKDAY,3,0.0716,0.1059,0.2731,0.0205,0.0037,0.0379,0.0775,0.2644,0.3402,0.0472,0.0053,0.0401,0.0064
2,WEEKDAY,4,0.0770,0.1150,0.2906,0.0213,0.0049,0.0381,0.0766,0.3004,0.3467,0.0485,0.0053,0.0451,0.0073
2,WEEKDAY,5,0.0830,0.1058,0.3186,0.0239,0.0082,0.0388,0.0727,0.3915,0.3739,0.0534,0.0053,0.0619,0.0099
2,WEEKDAY,6,0.1252,0.1393,0.4091,0.0296,0.0173,0.0398,0.0605,0.5702,0.4443,0.0658,0.0068,0.0997,0.0151
2,WEEKDAY,7,0.1550,0.2074,0.5036,0.0354,0.0282,0.0414,0.0053,0.7384,0.5211,0.0790,0.0126,0.1516,0.0221
2,WEEKDAY,8,0.1788,0.2307,0.5161,0.0402,0.0352,0.0426,0.0031,0.8128,0.5744,0.0877,0.0150,0.1782,0.0256
2,WEEKDAY,9,0.1668,0.3139,0.5208,0.0411,0.0368,0.0436,0.0031,0.8365,0.5978,0.0920,0.0156,0.1888,0.0268
2,WEEKDAY,10,0.1581,0.3664,0.5224,0.0411,0.0372,0.0438,0.0031,0.8356,0.6073,0.0927,0.0158,0.1930,0.0272
2,WEEKDAY,11,0.1459,0.4084,0.5279,0.0419,0.0380,0.0439,0.0031,0.8287,0.6079,0.0927,0.0159,0.1936,0.0273
2,WEEKDAY,12,0.1335,0.4516,0.5298,0.0413,0.0375,0.0442,0.0031,0.8286,0.6082,0.0927,0.0159,0.1936,0.0273
2,WEEKDAY,13,0.1230,0.4909,0.5348,0.0407,0.0361,0.0442,0.0031,0.8305,0.6017,0.0926,0.0158,0.1933,0.0273
2,WEEKDAY,14,0.1195,0.5249,0.5359,0.0400,0.0343,0.0442,0.0031,0.8318,0.5932,0.0909,0.0155,0.1895,0.0267
2,WEEKDAY,15,0.1240,0.5277,0.5349,0.0389,0.0310,0.0438,0.0031,0.8159,0.5708,0.0867,0.0137,0.1755,0.0249
2,WEEKDAY,16,0.1316,0.5004,0.5261,0.0364,0.0263,0.0427,0.0031,0.7789,0.5321,0.0801,0.0104,0.1476,0.0211
2,WEEKDAY,17,0.1492,0.4171,0.5039,0.0319,0.0196,0.0416,0.0033,0.7144,0.4709,0.0681,0.0070,0.1112,0.0162
2,WEEKDAY,18,0.1323,0.3238,0.4049,0.0265,0.0126,0.0400,0.0620,0.5948,0.4036,0.0598,0.0054,0.0760,0.0118
2,WEEKDAY,19,0.0720,0.2038,0.3011,0.0228,0.0072,0.0392,0.0749,0.4976,0.3647,0.0541,0.0053,0.0548,0.0088
2,WEEKDAY,20,0.0622,0.1719,0.2880,0.0214,0.0044,0.0388,0.0777,0.4179,0.3478,0.0509,0.0053,0.0460,0.0074
2,WEEKDAY,21,0.0606,0.1496,0.2702,0.0209,0.0028,0.0383,0.0776,0.3580,0.3397,0.0487,0.0053,0.0422,0.0066
2,WEEKDAY,22,0.0621,0.1406,0.2707,0.0207,0.0023,0.0381,0.0776,0.3174,0.3374,0.0480,0.0053,0.0409,0.0062
2,WEEKDAY,23,0.0645,0.1331,0.2734,0.0206,0.0022,0.0378,0.0776,0.2897,0.3362,0.0476,0.0053,0.0398,0.0061
2,SATURDAY,0,0.0646,0.1119,0.2421,0.0203,0.0019,0.0377,0.0776,0.2539,0.3345,0.0465,0.0053,0.0387,0.0059
2,SATURDAY,1,0.0649,0.1031,0.2442,0.0203,0.0019,0.0377,0.0776,0.2537,0.3334,0.0465,0.0053,0.0385,0.0059
2,SATURDAY,2,0.0646,0.1025,0.2453,0.0203,0.0022,0.0377,0.0776,0.2540,0.3343,0.0465,0.0053,0.0388,0.0060
2,SATURDAY,3,0.0714,0.0986,0.2459,0.0204,0.0036,0.0378,0.0775,0.2560,0.3378,0.0469,0.0053,0.0398,0.0063
2,SATURDAY,4,0.0728,0.0960,0.2521,0.0205,0.0042,0.0378,0.0766,0.2601,0.3404,0.0473,0.0054,0.0422,0.0068
2,SATURDAY,5,0.0745,0.0956,0.2568,0.0208,0.0050,0.0382,0.0727,0.2688,0.3446,0.0482,0.0055,0.0471,0.0078
2,SATURDAY,6,0.0829,0.1037,0.3016,0.0216,0.0071,0.0383,0.0605,0.2918,0.3547,0.0502,0.0060,0.0556,0.0094
2,SATURDAY,7,0.0826,0.1157,0.3280,0.0229,0.0115,0.0384,0.0053,0.3266,0.3691,0.0536,0.0068,0.0669,0.0117
2,SATURDAY,8,0.1086,0.1301,0.3419,0.0243,0.0151,0.0385,0.0031,0.3658,0.3868,0.0568,0.0077,0.0787,0.0141
2,SATURDAY,9,0.1028,0.1682,0.3496,0.0252,0.0168,0.0390,0.0031,0.3961,0.4006,0.0592,0.0079,0.0876,0.0155
2,SATURDAY,10,0.0891,0.2056,0.3546,0.0255,0.0171,0.0391,0.0031,0.4090,0.4096,0.0604,0.0079,0.0911,0.0159
2,SATURDAY,11,0.0849,0.2344,0.3569,0.0256,0.0167,0.0392,0.0031,0.4111,0.4110,0.0606,0.0079,0.0906,0.0158
2,SATURDAY,12,0.0743,0.2587,0.3495,0.0253,0.0146,0.0395,0.0031,0.4138,0.4080,0.0605,0.0079,0.0884,0.0153
2,SATURDAY,13,0.0715,0.2801,0.3490,0.0245,0.0120,0.0394,0.0031,0.3829,0.3947,0.0600,0.0078,0.0847,0.0143
2,SATURDAY,14,0.0718,0.2809,0.3485,0.0239,0.0097,0.0397,0.0031,0.3594,0.3817,0.0591,0.0077,0.0791,0.0131
2,SATURDAY,15,0.0730,0.2777,0.3453,0.0236,0.0079,0.0396,0.0031,0.3343,0.3701,0.0576,0.0074,0.0707,0.0115
2,SATURDAY,16,0.0689,0.2500,0.3288,0.0231,0.0063,0.0392,0.0031,0.3136,0.3612,0.0557,0.0070,0.0633,0.0103
2,SATURDAY,17,0.0804,0.1906,0.2999,0.0219,0.0046,0.0391,0.0033,0.2913,0.3526,0.0537,0.0059,0.0549,0.0090
2,SATURDAY,18,0.0768,0.1603,0.2695,0.0210,0.0032,0.0387,0.0620,0.2753,0.3465,0.0513,0.0054,0.0483,0.0080
2,SATURDAY,19,0.0632,0.1351,0.2458,0.0206,0.0023,0.0385,0.0749,0.2662,0.3418,0.0495,0.0053,0.0443,0.0071
2,SATURDAY,20,0.0586,0.1263,0.2487,0.0204,0.0021,0.0384,0.0777,0.2613,0.3375,0.0477,0.0053,0.0415,0.0063
2,SATURDAY,21,0.0571,0.1177,0.2410,0.0204,0.0020,0.0381,0.0776,0.2599,0.3357,0.0468,0.0053,0.0407,0.0061
2,SATURDAY,22,0.0593,0.1122,0.2408,0.0204,0.0020,0.0381,0.0776,0.2590,0.3350,0.0467,0.0053,0.0404,0.0060
2,SATURDAY,23,0.0606,0.1075,0.2442,0.0203,0.0020,0.0377,0.0776,0.2579,0.3350,0.0466,0.0053,0.0397,0.0060
2,SUNDAY,0,0.0568,0.0795,0.1760,0.0203,0.0019,0.0377,0.0776,0.2538,0.3345,0.0451,0.0067,0.0486,0.0077
2,SUNDAY,1,0.0553,0.0774,0.1743,0.0203,0.0019,0.0377,0.0776,0.2535,0.3334,0.0451,0.0067,0.0490,0.0077
2,SUNDAY,2,0.0615,0.0739,0.1764,0.0203,0.0022,0.0377,0.0776,0.2538,0.3343,0.0451,0.0067,0.0493,0.0078
2,SUNDAY,3,0.0623,0.0719,0.1777,0.0204,0.0036,0.0378,0.0775,0.2557,0.3377,0.0455,0.0067,0.0497,0.0080
2,SUNDAY,4,0.0642,0.0704,0.1826,0.0205,0.0042,0.0378,0.0766,0.2588,0.3396,0.0458,0.0067,0.0506,0.0082
2,SUNDAY,5,0.0688,0.0688,0.1837,0.0206,0.0047,0.0382,0.0727,0.2635,0.3413,0.0461,0.0068,0.0518,0.0085
2,SUNDAY,6,0.0696,0.0687,0.1953,0.0212,0.0056,0.0382,0.0605,0.2758,0.3457,0.0467,0.0070,0.0533,0.0090
2,SUNDAY,7,0.0676,0.0690,0.2056,0.0220,0.0073,0.0382,0.0053,0.2911,0.3514,0.0477,0.0074,0.0551,0.0095
