Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.4028,0.0209,0.1737,0.1027,0.0053,0.1260,0.0771,0.2897,0.0144,0.0885,0.0204,0.0008
1,WEEKDAY,1,0.4311,0.0162,0.1764,0.0754,0.0053,0.1211,0.0771,0.2664,0.0142,0.0791,0.0160,0.0007
1,WEEKDAY,2,0.4541,0.0140,0.1779,0.0686,0.0053,0.1189,0.0771,0.2602,0.0140,0.0721,0.0145,0.0006
1,WEEKDAY,3,0.4723,0.0127,0.1795,0.0686,0.0053,0.1190,0.0771,0.2618,0.0143,0.0722,0.0152,0.0007
1,WEEKDAY,4,0.4868,0.0123,0.1808,0.1508,0.0136,0.1257,0.0771,0.2718,0.0155,0.0756,0.0217,0.0011
1,WEEKDAY,5,0.5016,0.0155,0.1837,0.2398,0.0410,0.1346,0.0771,0.3379,0.0174,0.0997,0.0436,0.0018
1,WEEKDAY,6,0.5110,0.0179,0.1841,0.3984,0.0650,0.1401,0.0640,0.3911,0.0191,0.1201,0.0659,0.0023
1,WEEKDAY,7,0.5023,0.0200,0.1831,0.4107,0.0767,0.1439,0.0000,0.4339,0.0202,0.1299,0.0788,0.0025
1,WEEKDAY,8,0.4170,0.0268,0.1904,0.3902,0.0658,0.1470,0.0000,0.4544,0.0207,0.1361,0.0823,0.0026
1,WEEKDAY,9,0.3212,0.0485,0.1842,0.3423,0.0617,0.1502,0.0000,0.4633,0.0208,0.1375,0.0812,0.0025
1,WEEKDAY,10,0.2440,0.0645,0.1781,0.2718,0.0699,0.1512,0.0000,0.4262,0.0206,0.1412,0.0798,0.0024
1,WEEKDAY,11,0.1875,0.0821,0.1756,0.3033,0.0845,0.1514,0.0000,0.4236,0.0205,0.1435,0.0792,0.0024
1,WEEKDAY,12,0.1461,0.1129,0.1739,0.3027,0.0966,0.1518,0.0000,0.4216,0.0203,0.1435,0.0792,0.0024
1,WEEKDAY,13,0.1204,0.1174,0.1725,0.2767,0.0838,0.1519,0.0000,0.4210,0.0204,0.1447,0.0791,0.0024
1,WEEKDAY,14,0.1025,0.1311,0.1720,0.2569,0.0674,0.1523,0.0000,0.4174,0.0208,0.1458,0.0797,0.0024
1,WEEKDAY,15,0.1007,0.1209,0.1716,0.2808,0.0627,0.1524,0.0000,0.3955,0.0209,0.1529,0.0804,0.0025
1,WEEKDAY,16,0.1193,0.1071,0.1735,0.2958,0.0702,0.1521,0.0000,0.4057,0.0208,0.1598,0.0791,0.0024
1,WEEKDAY,17,0.1483,0.0892,0.1764,0.3078,0.0858,0.1510,0.0385,0.4281,0.0205,0.1657,0.0769,0.0024
1,WEEKDAY,18,0.2358,0.0737,0.1801,0.3050,0.1059,0.1488,0.0681,0.4642,0.0200,0.1665,0.0871,0.0028
1,WEEKDAY,19,0.2615,0.0594,0.1820,0.2991,0.1255,0.1472,0.0935,0.4876,0.0195,0.1650,0.0877,0.0028
1,WEEKDAY,20,0.2801,0.0469,0.1645,0.2751,0.0914,0.1445,0.0935,0.4617,0.0184,0.1463,0.0838,0.0027
1,WEEKDAY,21,0.3105,0.0363,0.1664,0.2327,0.0509,0.1397,0.0935,0.3923,0.0176,0.1241,0.0699,0.0023
1,WEEKDAY,22,0.3443,0.0283,0.1689,0.1780,0.0361,0.1343,0.0935,0.3457,0.0161,0.1095,0.0413,0.0014
1,WEEKDAY,23,0.3807,0.0221,0.1716,0.1233,0.0059,0.1303,0.0935,0.3073,0.0149,0.1007,0.0251,0.0009
1,SATURDAY,0,0.4559,0.0134,0.1766,0.1026,0.0053,0.1260,0.0771,0.2891,0.0144,0.0885,0.0204,0.0008
1,SATURDAY,1,0.5203,0.0103,0.1810,0.0753,0.0053,0.1211,0.0771,0.2662,0.0142,0.0791,0.0160,0.0007
1,SATURDAY,2,0.5651,0.0124,0.1874,0.0686,0.0053,0.1189,0.0771,0.2604,0.0141,0.0721,0.0145,0.0006
1,SATURDAY,3,0.5533,0.0106,0.1838,0.0686,0.0053,0.1190,0.0771,0.2628,0.0144,0.0722,0.0152,0.0007
1,SATURDAY,4,0.5837,0.0108,0.1893,0.0687,0.0136,0.1257,0.0771,0.2645,0.0155,0.0756,0.0218,0.0011
1,SATURDAY,5,0.6173,0.0127,0.1916,0.1712,0.0410,0.1346,0.0771,0.2887,0.0173,0.0997,0.0439,0.0018
1,SATURDAY,6,0.6189,0.0148,0.1957,0.3296,0.0650,0.1401,0.0640,0.3634,0.0190,0.1201,0.0652,0.0023
