Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0000,0.0116,0.0890,0.0396,0.0023,0.0640,0.1511,0.2595,0.1502,0.0213,0.0004,0.0011
1,WEEKDAY,1,0.0000,0.0116,0.0899,0.0396,0.0023,0.0640,0.1511,0.2592,0.1502,0.0213,0.0004,0.0011
1,WEEKDAY,2,0.0000,0.0117,0.0909,0.0396,0.0024,0.0641,0.1511,0.2608,0.1506,0.0226,0.0011,0.0016
1,WEEKDAY,3,0.0000,0.0120,0.0915,0.0407,0.0030,0.0643,0.1511,0.2821,0.1561,0.0304,0.0048,0.0043
1,WEEKDAY,4,0.0000,0.0121,0.0904,0.0470,0.0044,0.0648,0.1511,0.3683,0.1862,0.0395,0.0071,0.0060
1,WEEKDAY,5,0.0000,0.0123,0.0877,0.0571,0.0100,0.0666,0.1511,0.4832,0.2591,0.0566,0.0166,0.0127
1,WEEKDAY,6,0.0000,0.0123,0.0850,0.0675,0.0192,0.0697,0.1407,0.6005,0.3183,0.0739,0.0398,0.0289
1,WEEKDAY,7,0.0729,0.0848,0.1560,0.0735,0.0270,0.0722,0.0000,0.7034,0.3634,0.0877,0.0515,0.0371
1,WEEKDAY,8,0.0903,0.0853,0.1690,0.0761,0.0333,0.0738,0.0000,0.7967,0.4026,0.0969,0.0560,0.0403
1,WEEKDAY,9,0.0939,0.0947,0.1839,0.0762,0.0370,0.0746,0.0000,0.8593,0.4257,0.1016,0.0579,0.0416
1,WEEKDAY,10,0.0909,0.1247,0.1715,0.0764,0.0379,0.0748,0.0000,0.8664,0.4344,0.1027,0.0586,0.0421
1,WEEKDAY,11,0.0917,0.1538,0.1714,0.0765,0.0378,0.0749,0.0000,0.8558,0.4360,0.1027,0.0587,0.0422
1,WEEKDAY,12,0.0938,0.1862,0.1727,0.0761,0.0373,0.0750,0.0000,0.8541,0.4352,0.1027,0.0587,0.0422
1,WEEKDAY,13,0.0931,0.2171,0.1742,0.0751,0.0363,0.0748,0.0000,0.8593,0.4291,0.1024,0.0585,0.0420
1,WEEKDAY,14,0.0942,0.2386,0.1766,0.0738,0.0337,0.0743,0.0000,0.8585,0.4180,0.0994,0.0559,0.0402
1,WEEKDAY,15,0.0955,0.2270,0.1738,0.0717,0.0285,0.0732,0.0000,0.8196,0.3921,0.0909,0.0470,0.0340
1,WEEKDAY,16,0.0962,0.1773,0.1661,0.0679,0.0201,0.0708,0.0000,0.7211,0.3432,0.0763,0.0314,0.0231
1,WEEKDAY,17,0.0000,0.0317,0.0780,0.0605,0.0100,0.0679,0.1428,0.6206,0.2610,0.0569,0.0154,0.0118
1,WEEKDAY,18,0.0000,0.0175,0.0696,0.0490,0.0045,0.0656,0.1664,0.5243,0.1886,0.0408,0.0071,0.0060
