Month,Weekend,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.2158,0.0439,0.1838,0.0745,0.0087,0.0780,0.1384,0.2169,0.0118,0.0646,0.0285,0.0064
1,WEEKDAY,1,0.2411,0.0400,0.1845,0.0665,0.0084,0.0753,0.1384,0.2053,0.0115,0.0578,0.0234,0.0053
1,WEEKDAY,2,0.2607,0.0362,0.1847,0.0646,0.0083,0.0742,0.1384,0.2022,0.0113,0.0526,0.0215,0.0049
1,WEEKDAY,3,0.2804,0.0322,0.1850,0.0646,0.0100,0.0743,0.1384,0.2014,0.0113,0.0507,0.0216,0.0049
1,WEEKDAY,4,0.2984,0.0342,0.1850,0.0883,0.0209,0.0779,0.1384,0.2239,0.0118,0.0532,0.0253,0.0057
1,WEEKDAY,5,0.2985,0.0356,0.1849,0.1141,0.0666,0.0828,0.1384,0.2809,0.0133,0.0793,0.0435,0.0093
1,WEEKDAY,6,0.2939,0.0380,0.1859,0.1600,0.0874,0.0856,0.1278,0.3719,0.0149,0.1051,0.0563,0.0116
1,WEEKDAY,7,0.2882,0.0392,0.1882,0.1636,0.1098,0.0874,0.0162,0.4375,0.0160,0.1150,0.0624,0.0123
1,WEEKDAY,8,0.1945,0.0452,0.1787,0.1576,0.1066,0.0890,0.0037,0.4607,0.0169,0.1162,0.0598,0.0123
1,WEEKDAY,9,0.1386,0.0644,0.1766,0.1438,0.0915,0.0912,0.0000,0.4068,0.0171,0.1082,0.0557,0.0118
1,WEEKDAY,10,0.1016,0.1053,0.1742,0.1234,0.0901,0.0918,0.0000,0.3367,0.0167,0.1046,0.0538,0.0114
1,WEEKDAY,11,0.0823,0.1344,0.1741,0.1325,0.1094,0.0920,0.0000,0.3022,0.0166,0.1055,0.0531,0.0113
1,WEEKDAY,12,0.0715,0.1489,0.1728,0.1323,0.1129,0.0926,0.0000,0.2910,0.0164,0.1041,0.0531,0.0113
1,WEEKDAY,13,0.0651,0.1590,0.1739,0.1248,0.1090,0.0927,0.0000,0.2824,0.0165,0.1038,0.0527,0.0113
1,WEEKDAY,14,0.0630,0.1598,0.1750,0.1190,0.0897,0.0932,0.0000,0.2812,0.0170,0.1057,0.0534,0.0114
1,WEEKDAY,15,0.0633,0.1490,0.1801,0.1260,0.0862,0.0932,0.0000,0.2891,0.0171,0.1113,0.0543,0.0116
1,WEEKDAY,16,0.0739,0.1187,0.1845,0.1303,0.0936,0.0927,0.0037,0.3218,0.0168,0.1206,0.0536,0.0113
1,WEEKDAY,17,0.0875,0.0897,0.1848,0.1338,0.1069,0.0921,0.1027,0.3642,0.0159,0.1314,0.0530,0.0109
1,WEEKDAY,18,0.1003,0.0772,0.1837,0.1330,0.1110,0.0906,0.1096,0.4223,0.0155,0.1386,0.0690,0.0136
1,WEEKDAY,19,0.1064,0.0720,0.1842,0.1313,0.1096,0.0898,0.1506,0.4576,0.0150,0.1437,0.0716,0.0142
1,WEEKDAY,20,0.1116,0.0719,0.1826,0.1244,0.0963,0.0884,0.1506,0.4723,0.0145,0.1323,0.0698,0.0144
1,WEEKDAY,21,0.1317,0.0640,0.1845,0.1121,0.0741,0.0856,0.1506,0.4347,0.0141,0.1184,0.0634,0.0134
1,WEEKDAY,22,0.1520,0.0572,0.1841,0.0963,0.0500,0.0827,0.1506,0.3484,0.0135,0.1001,0.0441,0.0094
1,WEEKDAY,23,0.1820,0.0496,0.1835,0.0804,0.0121,0.0803,0.1384,0.2640,0.0124,0.0864,0.0324,0.0071
1,SATURDAY,0,0.1808,0.0421,0.1842,0.0744,0.0087,0.0781,0.1384,0.2160,0.0118,0.0647,0.0286,0.0064
1,SATURDAY,1,0.2074,0.0417,0.1829,0.0665,0.0084,0.0754,0.1384,0.2044,0.0115,0.0579,0.0234,0.0053
1,SATURDAY,2,0.2263,0.0406,0.1849,0.0646,0.0083,0.0742,0.1384,0.2013,0.0113,0.0526,0.0215,0.0049
1,SATURDAY,3,0.2431,0.0395,0.1830,0.0646,0.0100,0.0743,0.1384,0.2005,0.0113,0.0507,0.0216,0.0049
1,SATURDAY,4,0.2558,0.0390,0.1845,0.0646,0.0211,0.0780,0.1384,0.2216,0.0118,0.0536,0.0254,0.0057
1,SATURDAY,5,0.2603,0.0369,0.1843,0.0943,0.0679,0.0830,0.1384,0.2653,0.0134,0.0798,0.0439,0.0093
1,SATURDAY,6,0.2559,0.0346,0.1863,0.1401,0.0894,0.0858,0.1278,0.3423,0.0147,0.1081,0.0568,0.0116
1,SATURDAY,7,0.2480,0.0382,0.1879,0.1536,0.1122,0.0877,0.0162,0.4119,0.0159,0.1179,0.0630,0.0123
1,SATURDAY,8,0.1962,0.0423,0.1812,0.1576,0.1088,0.0893,0.0037,0.4490,0.0163,0.1191,0.0604,0.0123
1,SATURDAY,9,0.1474,0.0577,0.1782,0.1438,0.0935,0.0915,0.0000,0.4106,0.0163,0.1128,0.0562,0.0119
1,SATURDAY,10,0.1059,0.0894,0.1730,0.1233,0.0922,0.0921,0.0000,0.3398,0.0160,0.1104,0.0543,0.0115
1,SATURDAY,11,0.0888,0.1109,0.1726,0.1324,0.1118,0.0923,0.0000,0.3021,0.0158,0.1057,0.0536,0.0113
1,SATURDAY,12,0.0803,0.1241,0.1726,0.1322,0.1154,0.0929,0.0000,0.2880,0.0157,0.1043,0.0536,0.0113
1,SATURDAY,13,0.0735,0.1248,0.1720,0.1248,0.1114,0.0930,0.0000,0.2869,0.0158,0.1039,0.0531,0.0113
1,SATURDAY,14,0.0688,0.1332,0.1753,0.1190,0.0918,0.0935,0.0000,0.2811,0.0163,0.1056,0.0537,0.0114
1,SATURDAY,15,0.0714,0.1266,0.1789,0.1260,0.0883,0.0935,0.0000,0.2890,0.0164,0.1111,0.0546,0.0116
1,SATURDAY,16,0.0794,0.0987,0.1817,0.1304,0.0960,0.0930,0.0037,0.3230,0.0162,0.1215,0.0539,0.0114
1,SATURDAY,17,0.0948,0.0776,0.1831,0.1337,0.1095,0.0924,0.1027,0.3644,0.0158,0.1376,0.0533,0.0109
1,SATURDAY,18,0.0986,0.0748,0.1842,0.1331,0.1137,0.0909,0.1096,0.4169,0.0153,0.1464,0.0696,0.0137
1,SATURDAY,19,0.1080,0.0680,0.1841,0.1313,0.1122,0.0901,0.1506,0.4577,0.0150,0.1481,0.0723,0.0142
1,SATURDAY,20,0.1173,0.0659,0.1834,0.1243,0.0987,0.0887,0.1506,0.4736,0.0145,0.1389,0.0705,0.0145
1,SATURDAY,21,0.1392,0.0596,0.1864,0.1122,0.0760,0.0858,0.1506,0.4370,0.0141,0.1248,0.0641,0.0135
