HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity
0,11958.16142840024,11956.594097430901,0.0,0.0
1,11929.037801574397,11925.675292968737,0.0,0.0
2,11944.981224556874,11927.606586162792,0.0,0.0
3,12043.173218241453,12003.860398512667,0.0,0.0
4,12367.684353298591,12301.348238431498,0.0,0.0
5,12711.166337404125,12601.75499549276,0.0,0.0
6,12989.055637871603,12828.13437124397,0.0,0.0
7,13254.673083542812,13044.503230168302,0.0,0.0
8,13747.744642001871,13501.412362905663,0.0,0.0
9,14127.65790753703,13857.150869516201,0.0,0.0
10,14283.456537356284,14002.62674654447,0.0,0.0
11,14566.167422473609,14281.624192457937,0.0,0.0
12,14749.04963631461,14464.388070913541,0.0,0.0
13,14956.441163044747,14677.725717397836,0.0,0.0
14,15070.69021267352,14802.012526292057,0.0,0.0
15,14787.354248982245,14541.782480093147,0.0,0.0
16,14501.369896432054,14304.883357121415,0.0,0.0
17,14117.358469528237,13975.55404897835,0.0,0.0
18,13814.278990062183,13714.647667518013,0.0,0.0
19,13564.894905411766,13494.163677509012,0.0,0.0
20,13146.512197677283,13111.153639573327,0.0,0.0
21,12742.535837224666,12731.815532977755,0.0,0.0
22,12341.537711775636,12334.884906475341,0.0,0.0
23,12034.445424748686,72.48585412679336,0.0,0.0
