HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity
0,378.2042728000138,377.574699695294,0.0,0.0
1,306.02445340795583,305.31574029188994,0.0,0.0
2,316.52388550037796,308.7967359102653,0.0,0.0
3,436.3126285012373,401.40541780912275,0.0,0.0
4,615.8385157091848,542.2621339651253,0.0,0.0
5,793.4432761239768,658.1196831923249,0.0,0.0
6,960.438951631183,744.3674777104295,0.0,0.0
7,1108.2268772636753,805.9615936279316,0.0,0.0
8,1224.4279662384356,861.3641903217017,0.0,0.0
9,1293.1725376172942,900.8564391502953,0.0,0.0
10,1337.8640903750563,895.0304726820725,0.0,0.0
11,1352.9925599079895,858.8982696533203,0.0,0.0
12,1335.6693290622725,817.2467982952442,0.0,0.0
13,1323.678238324277,791.1520109910236,0.0,0.0
14,1305.7709957429674,784.3197446969837,0.0,0.0
15,1208.4572587871883,770.5941079946665,0.0,0.0
16,1027.948516845705,744.0679139357352,0.0,0.0
17,848.2354829868582,716.1047891470096,0.0,0.0
18,734.9044677032774,690.4951955355124,0.0,0.0
19,675.194270459165,664.228689927321,0.0,0.0
20,633.5809868706631,631.0878650958723,0.0,0.0
21,593.716453581481,592.2045364379879,0.0,0.0
22,547.6848574817423,546.5947136512162,0.0,0.0
23,480.72384924176845,101.77735180325729,0.0,0.0
