Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.0327,0.0244,0.0981,0.0274,0.0046,0.0571,0.1635,0.1284,0.0246,0.0878,0.0062,0.3952,0.0168
1,WEEKDAY,1,0.0624,0.0171,0.1038,0.0253,0.0038,0.0568,0.1635,0.1140,0.0241,0.0701,0.0047,0.3620,0.0160
1,WEEKDAY,2,0.1042,0.0144,0.1028,0.0244,0.0037,0.0567,0.1632,0.1114,0.0240,0.0548,0.0043,0.3395,0.0169
1,WEEKDAY,3,0.0391,0.0130,0.1030,0.0245,0.0047,0.0568,0.1632,0.1211,0.0244,0.0514,0.0085,0.3430,0.0246
1,WEEKDAY,4,0.0406,0.0122,0.1090,0.0287,0.0071,0.0572,0.1575,0.1593,0.0270,0.0556,0.0360,0.3728,0.0514
1,WEEKDAY,5,0.0417,0.0129,0.1113,0.0451,0.0103,0.0587,0.1570,0.2633,0.0343,0.0876,0.0784,0.4747,0.0995
1,WEEKDAY,6,0.0931,0.0150,0.1030,0.0608,0.0144,0.0597,0.1282,0.3979,0.0486,0.1155,0.1154,0.7023,0.1573
1,WEEKDAY,7,0.2394,0.0288,0.1862,0.0723,0.0184,0.0608,0.0176,0.4901,0.0667,0.1469,0.1433,1.0372,0.2109
1,WEEKDAY,8,0.3492,0.0536,0.2509,0.0785,0.0235,0.0620,0.0176,0.5834,0.0828,0.1571,0.1576,1.1935,0.2399
1,WEEKDAY,9,0.3600,0.0831,0.2705,0.0820,0.0286,0.0639,0.0176,0.6310,0.0933,0.1762,0.1643,1.2818,0.2546
1,WEEKDAY,10,0.2426,0.1184,0.2800,0.0842,0.0328,0.0648,0.0176,0.6478,0.0984,0.1891,0.1661,1.3590,0.2591
1,WEEKDAY,11,0.1528,0.1669,0.2788,0.0881,0.0359,0.0655,0.0176,0.6544,0.1004,0.2114,0.1664,1.4087,0.2601
1,WEEKDAY,12,0.1081,0.2131,0.2875,0.0904,0.0369,0.0664,0.0176,0.6612,0.1004,0.2338,0.1664,1.3371,0.2599
1,WEEKDAY,13,0.0849,0.2484,0.2905,0.0895,0.0366,0.0665,0.0176,0.6674,0.0990,0.2448,0.1664,1.2745,0.2581
1,WEEKDAY,14,0.0755,0.2712,0.2951,0.0895,0.0356,0.0669,0.0176,0.6664,0.0967,0.2424,0.1658,1.1924,0.2502
1,WEEKDAY,15,0.0805,0.2670,0.2983,0.0884,0.0338,0.0664,0.2135,0.6541,0.0907,0.2225,0.1607,1.0564,0.2186
1,WEEKDAY,16,0.0934,0.2024,0.2891,0.0844,0.0306,0.0648,0.2135,0.6004,0.0786,0.1972,0.1407,0.8206,0.1625
1,WEEKDAY,17,0.0566,0.1324,0.2406,0.0776,0.0256,0.0636,0.3330,0.4843,0.0599,0.1662,0.0924,0.6388,0.1022
1,WEEKDAY,18,0.0232,0.0958,0.1510,0.0690,0.0212,0.0620,0.3660,0.3715,0.0448,0.1353,0.0474,0.5004,0.0582
1,WEEKDAY,19,0.0251,0.0665,0.1002,0.0603,0.0163,0.0611,0.3698,0.2982,0.0368,0.1252,0.0197,0.4636,0.0367
1,WEEKDAY,20,0.0280,0.0526,0.0986,0.0506,0.0105,0.0605,0.3466,0.2218,0.0314,0.1227,0.0147,0.4312,0.0303
1,WEEKDAY,21,0.0320,0.0403,0.0944,0.0391,0.0073,0.0592,0.3459,0.1712,0.0279,0.1158,0.0132,0.4227,0.0269
1,WEEKDAY,22,0.0388,0.0354,0.0969,0.0334,0.0063,0.0586,0.3459,0.1490,0.0258,0.1117,0.0100,0.3965,0.0210
1,WEEKDAY,23,0.0295,0.0314,0.0949,0.0298,0.0054,0.0574,0.1677,0.1374,0.0251,0.1035,0.0057,0.3852,0.0171
1,SATURDAY,0,0.0087,0.0238,0.0628,0.0275,0.0044,0.0570,0.1635,0.1258,0.0242,0.0814,0.0062,0.3979,0.0168
1,SATURDAY,1,0.0289,0.0147,0.0712,0.0253,0.0037,0.0568,0.1635,0.1132,0.0239,0.0636,0.0047,0.3645,0.0159
1,SATURDAY,2,0.0794,0.0121,0.0741,0.0244,0.0036,0.0567,0.1632,0.1103,0.0239,0.0508,0.0046,0.3367,0.0156
