Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.0864,0.1431,0.2642,0.0242,0.0041,0.0854,0.1156,0.3065,0.2288,0.1682,0.0370,0.0562,0.0203
1,WEEKDAY,1,0.0898,0.1264,0.2651,0.0242,0.0041,0.0854,0.1156,0.3016,0.2288,0.1682,0.0370,0.0562,0.0203
1,WEEKDAY,2,0.0960,0.1159,0.2684,0.0242,0.0041,0.0856,0.1156,0.3006,0.2289,0.1690,0.0370,0.0562,0.0204
1,WEEKDAY,3,0.1010,0.1102,0.2741,0.0243,0.0042,0.0864,0.1156,0.3024,0.2296,0.1732,0.0371,0.0565,0.0207
1,WEEKDAY,4,0.1099,0.0980,0.3608,0.0250,0.0047,0.0870,0.1156,0.3134,0.2337,0.1761,0.0381,0.0582,0.0214
1,WEEKDAY,5,0.1200,0.0884,0.3838,0.0268,0.0065,0.0883,0.1156,0.3674,0.2463,0.1840,0.0412,0.0686,0.0245
1,WEEKDAY,6,0.1219,0.0954,0.3907,0.0324,0.0126,0.0902,0.0812,0.5064,0.2884,0.2113,0.0467,0.1135,0.0325
1,WEEKDAY,7,0.1482,0.1809,0.4679,0.0394,0.0267,0.0935,0.0054,0.6870,0.3575,0.2487,0.0585,0.2035,0.0424
1,WEEKDAY,8,0.2863,0.2482,0.5710,0.0462,0.0449,0.0967,0.0054,0.7729,0.4078,0.2800,0.0649,0.2618,0.0480
1,WEEKDAY,9,0.2248,0.3764,0.5948,0.0487,0.0570,0.0992,0.0054,0.8095,0.4362,0.2958,0.0669,0.2852,0.0501
1,WEEKDAY,10,0.1728,0.4578,0.5965,0.0481,0.0600,0.0999,0.0054,0.8129,0.4471,0.2985,0.0676,0.2931,0.0508
1,WEEKDAY,11,0.1384,0.5176,0.6010,0.0489,0.0602,0.1001,0.0054,0.8050,0.4485,0.2987,0.0677,0.2943,0.0509
1,WEEKDAY,12,0.1165,0.5642,0.6039,0.0482,0.0592,0.1003,0.0054,0.8049,0.4480,0.2987,0.0677,0.2944,0.0510
1,WEEKDAY,13,0.1052,0.5875,0.6054,0.0476,0.0576,0.1001,0.0054,0.8071,0.4406,0.2985,0.0676,0.2938,0.0509
1,WEEKDAY,14,0.0969,0.6000,0.6060,0.0467,0.0537,0.0999,0.0054,0.8079,0.4308,0.2943,0.0666,0.2869,0.0501
1,WEEKDAY,15,0.0998,0.5885,0.6050,0.0447,0.0457,0.0989,0.0054,0.7863,0.4021,0.2832,0.0635,0.2611,0.0473
1,WEEKDAY,16,0.1083,0.5430,0.6008,0.0405,0.0330,0.0969,0.0054,0.7398,0.3556,0.2649,0.0576,0.2116,0.0416
1,WEEKDAY,17,0.1060,0.4519,0.4944,0.0342,0.0180,0.0946,0.0856,0.6772,0.2965,0.2392,0.0494,0.1538,0.0345
1,WEEKDAY,18,0.0834,0.3778,0.4154,0.0282,0.0095,0.0918,0.1169,0.5843,0.2568,0.2124,0.0412,0.1085,0.0280
1,WEEKDAY,19,0.0856,0.3409,0.4021,0.0259,0.0069,0.0902,0.1253,0.5093,0.2435,0.1957,0.0375,0.0865,0.0244
1,WEEKDAY,20,0.0959,0.3064,0.3972,0.0252,0.0058,0.0885,0.1210,0.4321,0.2368,0.1809,0.0370,0.0719,0.0225
1,WEEKDAY,21,0.0878,0.2369,0.3795,0.0248,0.0050,0.0865,0.1210,0.3813,0.2328,0.1710,0.0370,0.0638,0.0214
1,WEEKDAY,22,0.0804,0.1868,0.3568,0.0243,0.0044,0.0860,0.1210,0.3459,0.2298,0.1685,0.0370,0.0578,0.0206
1,WEEKDAY,23,0.0833,0.1534,0.2626,0.0242,0.0042,0.0855,0.1210,0.3202,0.2289,0.1682,0.0370,0.0563,0.0204
1,SATURDAY,0,0.0783,0.1678,0.2520,0.0242,0.0042,0.0854,0.1156,0.3006,0.2289,0.1682,0.0370,0.0562,0.0203
1,SATURDAY,1,0.0802,0.1667,0.2518,0.0242,0.0041,0.0854,0.1156,0.3005,0.2289,0.1682,0.0370,0.0562,0.0203
1,SATURDAY,2,0.0837,0.1267,0.2501,0.0242,0.0041,0.0855,0.1156,0.3006,0.2289,0.1684,0.0370,0.0562,0.0204
1,SATURDAY,3,0.0875,0.1206,0.2497,0.0242,0.0042,0.0856,0.1156,0.3011,0.2289,0.1696,0.0370,0.0565,0.0205
1,SATURDAY,4,0.0886,0.1054,0.2522,0.0242,0.0042,0.0857,0.1156,0.3023,0.2293,0.1705,0.0370,0.0586,0.0209
1,SATURDAY,5,0.0885,0.0927,0.2560,0.0243,0.0046,0.0863,0.1156,0.3120,0.2321,0.1721,0.0370,0.0659,0.0226
1,SATURDAY,6,0.1001,0.0934,0.2627,0.0247,0.0062,0.0866,0.0812,0.3344,0.2406,0.1776,0.0370,0.0806,0.0263
1,SATURDAY,7,0.1266,0.1374,0.3015,0.0251,0.0078,0.0869,0.0054,0.3766,0.2492,0.1864,0.0370,0.0989,0.0302
1,SATURDAY,8,0.1192,0.1728,0.3215,0.0253,0.0087,0.0872,0.0054,0.4029,0.2553,0.1968,0.0371,0.1127,0.0325
1,SATURDAY,9,0.1058,0.3153,0.3484,0.0254,0.0090,0.0879,0.0054,0.4113,0.2588,0.2034,0.0371,0.1168,0.0332
1,SATURDAY,10,0.0874,0.4145,0.3580,0.0253,0.0090,0.0881,0.0054,0.4123,0.2601,0.2050,0.0371,0.1172,0.0334
1,SATURDAY,11,0.0764,0.4794,0.3589,0.0254,0.0089,0.0882,0.0054,0.4020,0.2598,0.2051,0.0371,0.1170,0.0333
1,SATURDAY,12,0.0726,0.5244,0.3685,0.0253,0.0083,0.0886,0.0054,0.4008,0.2585,0.2050,0.0371,0.1161,0.0330
1,SATURDAY,13,0.0746,0.5537,0.3725,0.0252,0.0075,0.0885,0.0054,0.3910,0.2559,0.2044,0.0371,0.1140,0.0325
1,SATURDAY,14,0.0723,0.5808,0.3840,0.0251,0.0069,0.0888,0.0054,0.3828,0.2531,0.2036,0.0371,0.1115,0.0320
1,SATURDAY,15,0.0716,0.5278,0.3580,0.0249,0.0063,0.0888,0.0054,0.3729,0.2501,0.2019,0.0371,0.1076,0.0313
1,SATURDAY,16,0.0734,0.4790,0.3413,0.0248,0.0057,0.0882,0.0054,0.3618,0.2464,0.1992,0.0371,0.1024,0.0303
1,SATURDAY,17,0.0765,0.4362,0.3371,0.0246,0.0052,0.0879,0.0856,0.3481,0.2420,0.1944,0.0370,0.0936,0.0285
1,SATURDAY,18,0.0743,0.3920,0.3103,0.0245,0.0049,0.0872,0.1169,0.3313,0.2366,0.1860,0.0370,0.0779,0.0254
1,SATURDAY,19,0.0763,0.3374,0.3000,0.0245,0.0047,0.0869,0.1253,0.3223,0.2338,0.1785,0.0370,0.0704,0.0232
1,SATURDAY,20,0.0755,0.3075,0.2991,0.0244,0.0045,0.0866,0.1210,0.3181,0.2327,0.1729,0.0370,0.0683,0.0222
1,SATURDAY,21,0.0715,0.2571,0.2846,0.0244,0.0043,0.0861,0.1210,0.3134,0.2316,0.1704,0.0370,0.0656,0.0217
1,SATURDAY,22,0.0725,0.2110,0.2703,0.0242,0.0042,0.0859,0.1210,0.3066,0.2295,0.1686,0.0370,0.0579,0.0206
1,SATURDAY,23,0.0716,0.1843,0.2571,0.0242,0.0042,0.0855,0.1210,0.3047,0.2290,0.1682,0.0370,0.0562,0.0204
1,SUNDAY,0,0.0758,0.1171,0.2362,0.0242,0.0042,0.0854,0.1156,0.3006,0.2289,0.1682,0.0370,0.0696,0.0262
1,SUNDAY,1,0.0817,0.0943,0.2386,0.0242,0.0041,0.0854,0.1156,0.3005,0.2289,0.1682,0.0370,0.0700,0.0262
1,SUNDAY,2,0.0868,0.0884,0.2376,0.0242,0.0041,0.0855,0.1156,0.3005,0.2289,0.1684,0.0370,0.0700,0.0262
1,SUNDAY,3,0.0886,0.0756,0.2375,0.0242,0.0041,0.0856,0.1156,0.3010,0.2291,0.1696,0.0370,0.0703,0.0263
1,SUNDAY,4,0.0953,0.0732,0.2419,0.0242,0.0041,0.0857,0.1156,0.3018,0.2293,0.1705,0.0370,0.0718,0.0265
1,SUNDAY,5,0.0992,0.0713,0.2463,0.0242,0.0045,0.0863,0.1156,0.3000,0.2313,0.1720,0.0370,0.0753,0.0273
1,SUNDAY,6,0.0997,0.0587,0.2501,0.0245,0.0057,0.0865,0.0812,0.3136,0.2373,0.1765,0.0370,0.0808,0.0290
1,SUNDAY,7,0.1143,0.0888,0.2842,0.0247,0.0066,0.0867,0.0054,0.3276,0.2419,0.1836,0.0370,0.0857,0.0307
1,SUNDAY,8,0.1185,0.1135,0.2918,0.0248,0.0070,0.0869,0.0054,0.3371,0.2450,0.1919,0.0370,0.0882,0.0317
1,SUNDAY,9,0.0896,0.1842,0.2934,0.0248,0.0071,0.0875,0.0054,0.3398,0.2467,0.1974,0.0370,0.0888,0.0321
1,SUNDAY,10,0.0744,0.2537,0.3001,0.0248,0.0071,0.0877,0.0054,0.3400,0.2474,0.1987,0.0370,0.0889,0.0321
1,SUNDAY,11,0.0734,0.2929,0.3028,0.0248,0.0070,0.0879,0.0054,0.3399,0.2475,0.1988,0.0370,0.0889,0.0321
1,SUNDAY,12,0.0698,0.3090,0.3034,0.0248,0.0067,0.0882,0.0054,0.3398,0.2473,0.1988,0.0370,0.0888,0.0321
1,SUNDAY,13,0.0669,0.3445,0.3113,0.0247,0.0063,0.0882,0.0054,0.3379,0.2463,0.1983,0.0370,0.0885,0.0320
1,SUNDAY,14,0.0651,0.3434,0.3123,0.0247,0.0060,0.0885,0.0054,0.3355,0.2451,0.1977,0.0370,0.0880,0.0318
1,SUNDAY,15,0.0666,0.3325,0.2910,0.0246,0.0057,0.0885,0.0054,0.3318,0.2435,0.1964,0.0370,0.0872,0.0315
1,SUNDAY,16,0.0677,0.2928,0.2807,0.0246,0.0054,0.0880,0.0054,0.3270,0.2415,0.1944,0.0370,0.0858,0.0310
1,SUNDAY,17,0.0725,0.2572,0.2743,0.0245,0.0051,0.0877,0.0856,0.3199,0.2390,0.1907,0.0370,0.0818,0.0299
1,SUNDAY,18,0.0695,0.2310,0.2755,0.0244,0.0048,0.0871,0.1169,0.3182,0.2358,0.1843,0.0370,0.0745,0.0268
1,SUNDAY,19,0.0768,0.2042,0.2699,0.0244,0.0047,0.0869,0.1253,0.3142,0.2337,0.1780,0.0370,0.0710,0.0239
