Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0000,0.0000,0.0707,0.0034,0.0002,0.0222,0.0809,0.1738,0.0165,0.0313,0.0540,0.0228
1,WEEKDAY,1,0.0000,0.0000,0.0727,0.0034,0.0002,0.0222,0.0809,0.1705,0.0158,0.0222,0.0460,0.0184
1,WEEKDAY,2,0.0000,0.0000,0.0742,0.0035,0.0002,0.0223,0.0809,0.1685,0.0159,0.0185,0.0464,0.0184
1,WEEKDAY,3,0.0000,0.0000,0.0755,0.0046,0.0003,0.0225,0.0809,0.1884,0.0181,0.0240,0.0360,0.0196
1,WEEKDAY,4,0.0000,0.0000,0.0763,0.0065,0.0007,0.0226,0.0809,0.2546,0.0240,0.0458,0.0491,0.0253
1,WEEKDAY,5,0.0000,0.0000,0.0777,0.0082,0.0012,0.0238,0.0862,0.3042,0.0323,0.0624,0.0544,0.0280
1,WEEKDAY,6,0.0000,0.0000,0.0775,0.0102,0.0020,0.0235,0.0862,0.3876,0.0447,0.0792,0.0580,0.0299
1,WEEKDAY,7,0.0000,0.0000,0.0729,0.0121,0.0026,0.0216,0.0053,0.4732,0.0613,0.1042,0.1312,0.0465
1,WEEKDAY,8,0.8066,0.0000,0.0874,0.0131,0.0029,0.0210,0.0053,0.4997,0.0752,0.1233,0.1532,0.0523
1,WEEKDAY,9,0.5683,0.0000,0.0800,0.0132,0.0030,0.0216,0.0053,0.5091,0.0805,0.1298,0.1605,0.0543
1,WEEKDAY,10,0.2877,0.0000,0.0666,0.0133,0.0030,0.0217,0.0053,0.5119,0.0811,0.1305,0.1677,0.0558
1,WEEKDAY,11,0.1607,0.0000,0.0648,0.0136,0.0030,0.0223,0.0053,0.5119,0.0811,0.1305,0.1677,0.0558
1,WEEKDAY,12,0.1074,0.0002,0.0640,0.0135,0.0030,0.0239,0.0053,0.5144,0.0811,0.1305,0.1677,0.0558
1,WEEKDAY,13,0.0381,0.0002,0.0634,0.0130,0.0030,0.0245,0.0053,0.5173,0.0809,0.1305,0.1677,0.0558
1,WEEKDAY,14,0.0321,0.0008,0.0631,0.0129,0.0030,0.0262,0.0053,0.5160,0.0799,0.1305,0.1534,0.0529
1,WEEKDAY,15,0.0000,0.0008,0.0630,0.0132,0.0026,0.0266,0.0053,0.5082,0.0775,0.1305,0.1461,0.0514
1,WEEKDAY,16,0.0213,0.0002,0.0635,0.0131,0.0023,0.0254,0.0053,0.4775,0.0703,0.1300,0.1233,0.0470
1,WEEKDAY,17,0.0000,0.0002,0.0433,0.0109,0.0016,0.0251,0.0876,0.4187,0.0571,0.1250,0.1123,0.0455
1,WEEKDAY,18,0.0000,0.0000,0.0418,0.0076,0.0010,0.0234,0.0876,0.3527,0.0426,0.1100,0.1002,0.0435
1,WEEKDAY,19,0.0000,0.0000,0.0504,0.0053,0.0007,0.0227,0.0823,0.3055,0.0307,0.0900,0.0824,0.0393
1,WEEKDAY,20,0.0000,0.0000,0.0607,0.0042,0.0005,0.0225,0.0823,0.2603,0.0232,0.0628,0.0656,0.0336
1,WEEKDAY,21,0.0000,0.0000,0.0651,0.0036,0.0003,0.0213,0.0823,0.2415,0.0198,0.0496,0.0631,0.0292
1,WEEKDAY,22,0.0000,0.0000,0.0670,0.0035,0.0003,0.0233,0.0809,0.2297,0.0183,0.0519,0.0548,0.0256
1,WEEKDAY,23,0.0000,0.0000,0.0695,0.0034,0.0003,0.0222,0.0809,0.2167,0.0174,0.0407,0.0615,0.0257
1,SATURDAY,0,0.0000,0.0000,0.0356,0.0034,0.0002,0.0222,0.0809,0.1539,0.0157,0.0186,0.0387,0.0162
1,SATURDAY,1,0.0000,0.0000,0.0389,0.0034,0.0002,0.0222,0.0809,0.1553,0.0156,0.0188,0.0385,0.0157
1,SATURDAY,2,0.0000,0.0000,0.0420,0.0034,0.0003,0.0223,0.0809,0.1632,0.0157,0.0292,0.0385,0.0159
1,SATURDAY,3,0.0000,0.0000,0.0425,0.0034,0.0004,0.0225,0.0809,0.1708,0.0160,0.0399,0.0386,0.0167
1,SATURDAY,4,0.0000,0.0000,0.0444,0.0034,0.0004,0.0223,0.0809,0.1744,0.0166,0.0487,0.0393,0.0190
1,SATURDAY,5,0.0000,0.0000,0.0454,0.0034,0.0005,0.0234,0.0862,0.1756,0.0168,0.0503,0.0466,0.0211
1,SATURDAY,6,0.0000,0.0000,0.0473,0.0034,0.0005,0.0230,0.0862,0.1781,0.0170,0.0522,0.0468,0.0220
1,SATURDAY,7,0.0000,0.0000,0.0474,0.0034,0.0005,0.0210,0.0053,0.1787,0.0175,0.0583,0.0546,0.0256
1,SATURDAY,8,0.0000,0.0000,0.0468,0.0034,0.0005,0.0204,0.0053,0.1792,0.0176,0.0595,0.0618,0.0276
1,SATURDAY,9,0.0000,0.0000,0.0427,0.0034,0.0005,0.0209,0.0053,0.1843,0.0177,0.0595,0.0619,0.0277
1,SATURDAY,10,0.0000,0.0000,0.0395,0.0034,0.0005,0.0211,0.0053,0.1843,0.0177,0.0595,0.0619,0.0277
1,SATURDAY,11,0.0000,0.0000,0.0345,0.0034,0.0005,0.0216,0.0053,0.1843,0.0177,0.0594,0.0619,0.0278
1,SATURDAY,12,0.0000,0.0000,0.0315,0.0034,0.0005,0.0232,0.0053,0.1843,0.0177,0.0592,0.0619,0.0278
1,SATURDAY,13,0.0000,0.0000,0.0279,0.0034,0.0005,0.0238,0.0053,0.1843,0.0177,0.0589,0.0619,0.0278
1,SATURDAY,14,0.0000,0.0000,0.0270,0.0034,0.0005,0.0255,0.0053,0.1843,0.0177,0.0585,0.0548,0.0263
1,SATURDAY,15,0.0000,0.0000,0.0263,0.0034,0.0005,0.0259,0.0053,0.1764,0.0177,0.0572,0.0477,0.0248
1,SATURDAY,16,0.0000,0.0000,0.0272,0.0034,0.0004,0.0248,0.0053,0.1705,0.0177,0.0531,0.0477,0.0247
1,SATURDAY,17,0.0000,0.0000,0.0295,0.0034,0.0003,0.0246,0.0876,0.1574,0.0174,0.0405,0.0476,0.0243
1,SATURDAY,18,0.0000,0.0000,0.0315,0.0034,0.0003,0.0230,0.0876,0.1598,0.0175,0.0447,0.0476,0.0242
1,SATURDAY,19,0.0000,0.0000,0.0344,0.0034,0.0003,0.0224,0.0823,0.1540,0.0173,0.0358,0.0475,0.0238
1,SATURDAY,20,0.0000,0.0000,0.0365,0.0034,0.0003,0.0223,0.0823,0.1473,0.0172,0.0326,0.0403,0.0219
1,SATURDAY,21,0.0000,0.0000,0.0377,0.0034,0.0002,0.0212,0.0823,0.1466,0.0170,0.0308,0.0401,0.0212
1,SATURDAY,22,0.0000,0.0000,0.0394,0.0034,0.0002,0.0232,0.0809,0.1465,0.0169,0.0294,0.0399,0.0204
1,SATURDAY,23,0.0000,0.0000,0.0398,0.0034,0.0002,0.0221,0.0809,0.1465,0.0166,0.0267,0.0395,0.0191
1,SUNDAY,0,0.0000,0.0000,0.0400,0.0034,0.0002,0.0222,0.0809,0.1539,0.0156,0.0170,0.0385,0.0156
1,SUNDAY,1,0.0000,0.0000,0.0414,0.0034,0.0002,0.0222,0.0809,0.1553,0.0156,0.0188,0.0385,0.0158
1,SUNDAY,2,0.0000,0.0000,0.0417,0.0034,0.0003,0.0223,0.0809,0.1632,0.0157,0.0292,0.0385,0.0161
1,SUNDAY,3,0.0000,0.0000,0.0424,0.0034,0.0004,0.0225,0.0809,0.1708,0.0159,0.0385,0.0385,0.0162
1,SUNDAY,4,0.0000,0.0000,0.0441,0.0034,0.0004,0.0223,0.0809,0.1744,0.0160,0.0408,0.0385,0.0162
1,SUNDAY,5,0.0000,0.0000,0.0445,0.0034,0.0005,0.0234,0.0862,0.1756,0.0160,0.0410,0.0456,0.0177
1,SUNDAY,6,0.0000,0.0000,0.0457,0.0034,0.0005,0.0230,0.0862,0.1781,0.0160,0.0410,0.0456,0.0177
1,SUNDAY,7,0.0000,0.0000,0.0456,0.0034,0.0005,0.0210,0.0053,0.1787,0.0160,0.0410,0.0527,0.0192
1,SUNDAY,8,0.0000,0.0000,0.0461,0.0034,0.0005,0.0204,0.0053,0.1792,0.0160,0.0410,0.0598,0.0206
1,SUNDAY,9,0.0000,0.0000,0.0397,0.0034,0.0005,0.0209,0.0053,0.1843,0.0160,0.0410,0.0598,0.0206
1,SUNDAY,10,0.0000,0.0000,0.0342,0.0034,0.0005,0.0211,0.0053,0.1843,0.0160,0.0410,0.0598,0.0206
1,SUNDAY,11,0.0000,0.0000,0.0286,0.0034,0.0005,0.0216,0.0053,0.1843,0.0160,0.0409,0.0598,0.0206
1,SUNDAY,12,0.0000,0.0000,0.0247,0.0034,0.0005,0.0232,0.0053,0.1843,0.0160,0.0407,0.0598,0.0206
1,SUNDAY,13,0.0000,0.0000,0.0207,0.0034,0.0005,0.0238,0.0053,0.1843,0.0160,0.0404,0.0598,0.0206
1,SUNDAY,14,0.0000,0.0000,0.0189,0.0034,0.0005,0.0255,0.0053,0.1843,0.0160,0.0400,0.0527,0.0192
1,SUNDAY,15,0.0000,0.0000,0.0182,0.0034,0.0005,0.0259,0.0053,0.1764,0.0160,0.0389,0.0456,0.0177
1,SUNDAY,16,0.0000,0.0000,0.0198,0.0034,0.0004,0.0248,0.0053,0.1705,0.0160,0.0349,0.0456,0.0177
1,SUNDAY,17,0.0000,0.0000,0.0227,0.0034,0.0003,0.0246,0.0876,0.1574,0.0157,0.0228,0.0456,0.0176
1,SUNDAY,18,0.0000,0.0000,0.0263,0.0034,0.0003,0.0230,0.0876,0.1598,0.0158,0.0277,0.0456,0.0173
1,SUNDAY,19,0.0000,0.0000,0.0286,0.0034,0.0003,0.0224,0.0823,0.1540,0.0157,0.0198,0.0456,0.0171
1,SUNDAY,20,0.0000,0.0000,0.0314,0.0034,0.0003,0.0223,0.0823,0.1473,0.0156,0.0177,0.0385,0.0156
1,SUNDAY,21,0.0000,0.0000,0.0332,0.0034,0.0002,0.0212,0.0823,0.1466,0.0156,0.0171,0.0385,0.0156
1,SUNDAY,22,0.0000,0.0000,0.0350,0.0034,0.0002,0.0232,0.0809,0.1465,0.0156,0.0170,0.0385,0.0156
1,SUNDAY,23,0.0000,0.0000,0.0362,0.0034,0.0002,0.0221,0.0809,0.1465,0.0156,0.0170,0.0385,0.0156
1,HOLIDAY,0,0.0000,0.0000,0.0494,0.0034,0.0002,0.0222,0.0809,0.1705,0.0164,0.0312,0.0299,0.0178
1,HOLIDAY,1,0.0000,0.0000,0.0497,0.0034,0.0002,0.0222,0.0809,0.1686,0.0158,0.0219,0.0255,0.0141
1,HOLIDAY,2,0.0000,0.0000,0.0506,0.0035,0.0002,0.0223,0.0809,0.1676,0.0157,0.0181,0.0255,0.0136
1,HOLIDAY,3,0.0000,0.0000,0.0521,0.0040,0.0003,0.0225,0.0809,0.1788,0.0169,0.0219,0.0203,0.0143
1,HOLIDAY,4,0.0000,0.0000,0.0541,0.0050,0.0005,0.0225,0.0809,0.2182,0.0200,0.0405,0.0273,0.0181
1,HOLIDAY,5,0.0000,0.0000,0.0546,0.0058,0.0008,0.0236,0.0862,0.2457,0.0238,0.0527,0.0302,0.0201
1,HOLIDAY,6,0.0000,0.0000,0.0559,0.0065,0.0012,0.0233,0.0862,0.2859,0.0277,0.0583,0.0322,0.0216
1,HOLIDAY,7,0.0000,0.0000,0.0563,0.0069,0.0015,0.0214,0.0053,0.3281,0.0312,0.0640,0.0690,0.0307
1,HOLIDAY,8,0.4854,0.0000,0.0665,0.0069,0.0016,0.0208,0.0053,0.3336,0.0328,0.0672,0.0802,0.0341
1,HOLIDAY,9,0.3962,0.0000,0.0624,0.0069,0.0017,0.0213,0.0053,0.3389,0.0331,0.0681,0.0839,0.0353
1,HOLIDAY,10,0.2402,0.0000,0.0577,0.0070,0.0017,0.0215,0.0053,0.3402,0.0331,0.0682,0.0875,0.0361
1,HOLIDAY,11,0.0000,0.0000,0.0529,0.0071,0.0017,0.0220,0.0053,0.3402,0.0331,0.0682,0.0875,0.0361
1,HOLIDAY,12,0.0000,0.0000,0.0498,0.0070,0.0017,0.0236,0.0053,0.3414,0.0331,0.0682,0.0875,0.0361
1,HOLIDAY,13,0.0000,0.0000,0.0468,0.0069,0.0017,0.0242,0.0053,0.3428,0.0330,0.0682,0.0875,0.0361
1,HOLIDAY,14,0.0000,0.0000,0.0447,0.0069,0.0017,0.0259,0.0053,0.3420,0.0327,0.0682,0.0803,0.0346
1,HOLIDAY,15,0.0000,0.0000,0.0445,0.0070,0.0015,0.0263,0.0053,0.3342,0.0319,0.0682,0.0766,0.0339
1,HOLIDAY,16,0.0000,0.0000,0.0457,0.0068,0.0013,0.0252,0.0053,0.3184,0.0294,0.0679,0.0652,0.0317
1,HOLIDAY,17,0.0000,0.0000,0.0361,0.0058,0.0010,0.0249,0.0876,0.2926,0.0256,0.0662,0.0595,0.0309
1,HOLIDAY,18,0.0000,0.0000,0.0394,0.0046,0.0007,0.0233,0.0876,0.2673,0.0221,0.0637,0.0534,0.0299
1,HOLIDAY,19,0.0000,0.0000,0.0426,0.0040,0.0005,0.0226,0.0823,0.2495,0.0197,0.0591,0.0445,0.0278
1,HOLIDAY,20,0.0000,0.0000,0.0446,0.0037,0.0004,0.0224,0.0823,0.2230,0.0184,0.0450,0.0361,0.0247
1,HOLIDAY,21,0.0000,0.0000,0.0464,0.0035,0.0003,0.0213,0.0823,0.2155,0.0177,0.0413,0.0348,0.0223
1,HOLIDAY,22,0.0000,0.0000,0.0482,0.0035,0.0003,0.0233,0.0809,0.2145,0.0174,0.0495,0.0306,0.0204
1,HOLIDAY,23,0.0000,0.0000,0.0491,0.0034,0.0003,0.0222,0.0809,0.2062,0.0170,0.0404,0.0338,0.0200
2,WEEKDAY,0,0.0000,0.0000,0.0606,0.0036,0.0002,0.0234,0.0809,0.1738,0.0165,0.0313,0.0540,0.0228
2,WEEKDAY,1,0.0000,0.0000,0.0624,0.0036,0.0002,0.0233,0.0809,0.1704,0.0158,0.0222,0.0460,0.0184
2,WEEKDAY,2,0.0000,0.0000,0.0639,0.0038,0.0002,0.0233,0.0809,0.1684,0.0159,0.0185,0.0464,0.0184
2,WEEKDAY,3,0.0000,0.0000,0.0652,0.0049,0.0003,0.0235,0.0809,0.1883,0.0181,0.0240,0.0360,0.0196
2,WEEKDAY,4,0.0000,0.0000,0.0660,0.0071,0.0007,0.0235,0.0809,0.2545,0.0240,0.0457,0.0491,0.0252
2,WEEKDAY,5,0.0000,0.0000,0.0669,0.0090,0.0012,0.0247,0.0862,0.3041,0.0322,0.0623,0.0543,0.0279
2,WEEKDAY,6,0.0000,0.0000,0.0673,0.0112,0.0020,0.0244,0.0862,0.3875,0.0447,0.0791,0.0580,0.0298
2,WEEKDAY,7,0.0000,0.0000,0.0628,0.0131,0.0026,0.0224,0.0053,0.4730,0.0613,0.1042,0.1312,0.0465
2,WEEKDAY,8,0.0988,0.0002,0.0719,0.0140,0.0029,0.0222,0.0053,0.4995,0.0752,0.1233,0.1532,0.0523
2,WEEKDAY,9,0.0769,0.0000,0.0704,0.0141,0.0030,0.0233,0.0053,0.5089,0.0805,0.1298,0.1605,0.0543
2,WEEKDAY,10,0.0251,0.0000,0.0635,0.0143,0.0030,0.0237,0.0053,0.5117,0.0811,0.1305,0.1677,0.0558
2,WEEKDAY,11,0.0000,0.0006,0.0627,0.0145,0.0030,0.0243,0.0053,0.5117,0.0811,0.1305,0.1677,0.0558
2,WEEKDAY,12,0.0000,0.0014,0.0624,0.0144,0.0030,0.0259,0.0053,0.5142,0.0811,0.1305,0.1677,0.0558
2,WEEKDAY,13,0.0000,0.0027,0.0621,0.0140,0.0030,0.0265,0.0053,0.5171,0.0809,0.1305,0.1677,0.0558
2,WEEKDAY,14,0.0000,0.0064,0.0621,0.0138,0.0030,0.0283,0.0053,0.5158,0.0799,0.1305,0.1534,0.0529
2,WEEKDAY,15,0.0000,0.0079,0.0621,0.0142,0.0026,0.0287,0.0053,0.5080,0.0775,0.1305,0.1461,0.0514
2,WEEKDAY,16,0.0000,0.0080,0.0622,0.0139,0.0023,0.0274,0.0053,0.4773,0.0703,0.1300,0.1233,0.0470
2,WEEKDAY,17,0.0000,0.0017,0.0393,0.0115,0.0016,0.0273,0.0067,0.4185,0.0571,0.1250,0.1123,0.0455
2,WEEKDAY,18,0.0000,0.0009,0.0395,0.0079,0.0010,0.0255,0.0876,0.3526,0.0426,0.1100,0.1002,0.0435
2,WEEKDAY,19,0.0000,0.0000,0.0414,0.0056,0.0007,0.0247,0.0823,0.3053,0.0307,0.0900,0.0824,0.0393
2,WEEKDAY,20,0.0000,0.0000,0.0476,0.0044,0.0005,0.0242,0.0823,0.2601,0.0232,0.0628,0.0656,0.0336
2,WEEKDAY,21,0.0000,0.0000,0.0516,0.0038,0.0003,0.0229,0.0823,0.2413,0.0198,0.0496,0.0631,0.0292
2,WEEKDAY,22,0.0000,0.0000,0.0554,0.0037,0.0003,0.0247,0.0809,0.2295,0.0183,0.0519,0.0548,0.0256
2,WEEKDAY,23,0.0000,0.0000,0.0581,0.0036,0.0003,0.0234,0.0809,0.2165,0.0174,0.0407,0.0615,0.0257
2,SATURDAY,0,0.0000,0.0000,0.0260,0.0036,0.0002,0.0234,0.0809,0.1539,0.0157,0.0186,0.0387,0.0162
2,SATURDAY,1,0.0000,0.0000,0.0274,0.0036,0.0002,0.0233,0.0809,0.1553,0.0156,0.0188,0.0385,0.0157
2,SATURDAY,2,0.0000,0.0000,0.0290,0.0036,0.0003,0.0233,0.0809,0.1632,0.0157,0.0292,0.0385,0.0159
2,SATURDAY,3,0.0000,0.0000,0.0299,0.0037,0.0004,0.0234,0.0809,0.1708,0.0160,0.0399,0.0386,0.0167
2,SATURDAY,4,0.0000,0.0000,0.0304,0.0037,0.0004,0.0232,0.0809,0.1744,0.0166,0.0487,0.0393,0.0190
2,SATURDAY,5,0.0000,0.0000,0.0318,0.0037,0.0005,0.0243,0.0862,0.1756,0.0168,0.0503,0.0466,0.0211
2,SATURDAY,6,0.0000,0.0000,0.0345,0.0037,0.0005,0.0239,0.0862,0.1781,0.0170,0.0522,0.0468,0.0220
2,SATURDAY,7,0.0000,0.0000,0.0355,0.0037,0.0005,0.0219,0.0053,0.1787,0.0175,0.0583,0.0546,0.0256
2,SATURDAY,8,0.0000,0.0000,0.0325,0.0037,0.0005,0.0216,0.0053,0.1792,0.0176,0.0595,0.0618,0.0276
2,SATURDAY,9,0.0000,0.0000,0.0266,0.0037,0.0005,0.0226,0.0053,0.1843,0.0177,0.0595,0.0619,0.0277
2,SATURDAY,10,0.0000,0.0000,0.0164,0.0037,0.0005,0.0230,0.0053,0.1843,0.0177,0.0595,0.0619,0.0277
2,SATURDAY,11,0.0000,0.0000,0.0080,0.0037,0.0005,0.0236,0.0053,0.1843,0.0177,0.0594,0.0619,0.0278
2,SATURDAY,12,0.0000,0.0000,0.0063,0.0037,0.0005,0.0253,0.0053,0.1843,0.0177,0.0592,0.0619,0.0278
2,SATURDAY,13,0.0000,0.0000,0.0053,0.0037,0.0005,0.0259,0.0053,0.1843,0.0177,0.0589,0.0619,0.0278
2,SATURDAY,14,0.0000,0.0000,0.0047,0.0037,0.0005,0.0276,0.0053,0.1843,0.0177,0.0585,0.0548,0.0263
2,SATURDAY,15,0.0000,0.0000,0.0072,0.0037,0.0005,0.0280,0.0053,0.1764,0.0177,0.0572,0.0477,0.0248
2,SATURDAY,16,0.0000,0.0000,0.0106,0.0037,0.0004,0.0268,0.0053,0.1705,0.0177,0.0531,0.0477,0.0247
2,SATURDAY,17,0.0000,0.0000,0.0144,0.0036,0.0003,0.0268,0.0067,0.1574,0.0174,0.0405,0.0476,0.0243
2,SATURDAY,18,0.0000,0.0000,0.0166,0.0036,0.0003,0.0251,0.0876,0.1598,0.0175,0.0447,0.0476,0.0242
2,SATURDAY,19,0.0000,0.0000,0.0187,0.0036,0.0003,0.0244,0.0823,0.1540,0.0173,0.0358,0.0475,0.0238
2,SATURDAY,20,0.0000,0.0000,0.0214,0.0036,0.0003,0.0241,0.0823,0.1473,0.0172,0.0326,0.0403,0.0219
2,SATURDAY,21,0.0000,0.0000,0.0237,0.0036,0.0002,0.0228,0.0823,0.1466,0.0170,0.0308,0.0401,0.0212
2,SATURDAY,22,0.0000,0.0000,0.0261,0.0036,0.0002,0.0245,0.0809,0.1465,0.0169,0.0294,0.0399,0.0204
