Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.0207,0.0032,0.0472,0.0042,0.0005,0.3118,0.0957,0.1275,0.0104,0.0280,0.0484,0.0817,0.0137
1,WEEKDAY,1,0.0203,0.0029,0.0539,0.0041,0.0005,0.3125,0.0957,0.1217,0.0102,0.0257,0.0475,0.0811,0.0134
1,WEEKDAY,2,0.0308,0.0028,0.0498,0.0042,0.0006,0.3131,0.0957,0.1216,0.0105,0.0254,0.0477,0.0836,0.0141
1,WEEKDAY,3,0.0337,0.0028,0.0564,0.0049,0.0009,0.3140,0.0957,0.1521,0.0123,0.0285,0.0533,0.0904,0.0168
1,WEEKDAY,4,0.0310,0.0029,0.0516,0.0070,0.0018,0.3152,0.0957,0.2519,0.0179,0.0405,0.0794,0.1144,0.0236
1,WEEKDAY,5,0.0310,0.0066,0.0709,0.0092,0.0030,0.3356,0.0841,0.3668,0.0258,0.0527,0.1061,0.1396,0.0313
1,WEEKDAY,6,0.1586,0.0081,0.0821,0.0111,0.0041,0.3315,0.0833,0.4602,0.0351,0.0640,0.1214,0.1581,0.0372
1,WEEKDAY,7,0.5426,0.0080,0.1213,0.0124,0.0053,0.3208,0.0057,0.5156,0.0455,0.0792,0.1287,0.1826,0.0425
1,WEEKDAY,8,0.5533,0.0111,0.1318,0.0132,0.0063,0.3097,0.0029,0.5179,0.0517,0.0864,0.1308,0.1916,0.0446
1,WEEKDAY,9,0.4505,0.0163,0.1242,0.0132,0.0070,0.3270,0.0011,0.5215,0.0536,0.0888,0.1311,0.1946,0.0453
1,WEEKDAY,10,0.2903,0.0246,0.1127,0.0132,0.0075,0.3306,0.0011,0.5215,0.0539,0.0892,0.1311,0.1965,0.0456
1,WEEKDAY,11,0.2092,0.0302,0.1087,0.0135,0.0076,0.3386,0.0011,0.5202,0.0538,0.0891,0.1311,0.1981,0.0458
1,WEEKDAY,12,0.1887,0.0355,0.1072,0.0134,0.0076,0.3637,0.0011,0.5194,0.0537,0.0891,0.1311,0.1980,0.0457
1,WEEKDAY,13,0.1692,0.0402,0.1061,0.0130,0.0072,0.3702,0.0011,0.5190,0.0533,0.0891,0.1310,0.1980,0.0457
1,WEEKDAY,14,0.1523,0.0422,0.1041,0.0128,0.0061,0.3950,0.0011,0.5136,0.0525,0.0886,0.1290,0.1942,0.0449
1,WEEKDAY,15,0.1247,0.0376,0.1024,0.0128,0.0055,0.4005,0.0011,0.4973,0.0503,0.0868,0.1181,0.1854,0.0425
1,WEEKDAY,16,0.1333,0.0301,0.1011,0.0122,0.0045,0.3841,0.0011,0.4668,0.0451,0.0833,0.1075,0.1719,0.0384
1,WEEKDAY,17,0.1399,0.0200,0.0856,0.0107,0.0033,0.3809,0.0844,0.4108,0.0354,0.0763,0.1004,0.1594,0.0343
1,WEEKDAY,18,0.0130,0.0100,0.0423,0.0085,0.0025,0.3571,0.0897,0.3385,0.0264,0.0665,0.0962,0.1462,0.0303
1,WEEKDAY,19,0.0138,0.0073,0.0417,0.0068,0.0019,0.3513,0.0959,0.2769,0.0198,0.0575,0.0882,0.1295,0.0258
1,WEEKDAY,20,0.0167,0.0058,0.0477,0.0056,0.0011,0.3493,0.0960,0.2147,0.0147,0.0445,0.0586,0.1018,0.0188
1,WEEKDAY,21,0.0191,0.0050,0.0528,0.0051,0.0008,0.3295,0.0960,0.1878,0.0127,0.0391,0.0537,0.0930,0.0163
1,WEEKDAY,22,0.0216,0.0045,0.0445,0.0052,0.0009,0.3328,0.0957,0.1737,0.0123,0.0421,0.0697,0.0947,0.0171
1,WEEKDAY,23,0.0173,0.0037,0.0461,0.0046,0.0007,0.3119,0.0957,0.1491,0.0110,0.0335,0.0561,0.0862,0.0147
1,SATURDAY,0,0.0082,0.0014,0.0321,0.0040,0.0011,0.3117,0.0957,0.0903,0.0097,0.0193,0.0475,0.0590,0.0123
1,SATURDAY,1,0.0124,0.0005,0.0288,0.0040,0.0011,0.3124,0.0957,0.0925,0.0098,0.0197,0.0509,0.0607,0.0125
1,SATURDAY,2,0.0207,0.0011,0.0414,0.0041,0.0012,0.3130,0.0957,0.1042,0.0104,0.0238,0.0704,0.0703,0.0137
1,SATURDAY,3,0.0218,0.0006,0.0325,0.0042,0.0013,0.3137,0.0957,0.1192,0.0114,0.0282,0.0877,0.0802,0.0151
1,SATURDAY,4,0.0239,0.0006,0.0428,0.0043,0.0014,0.3143,0.0957,0.1341,0.0127,0.0311,0.0917,0.0859,0.0160
1,SATURDAY,5,0.0266,0.0013,0.0357,0.0045,0.0015,0.3341,0.0841,0.1532,0.0142,0.0324,0.0928,0.0928,0.0169
1,SATURDAY,6,0.0915,0.0015,0.0468,0.0046,0.0018,0.3296,0.0833,0.1716,0.0158,0.0344,0.0930,0.0968,0.0176
1,SATURDAY,7,0.4464,0.0012,0.0564,0.0047,0.0020,0.3184,0.0057,0.1842,0.0175,0.0380,0.0930,0.1006,0.0184
1,SATURDAY,8,0.4236,0.0018,0.0688,0.0047,0.0021,0.3070,0.0029,0.1899,0.0181,0.0387,0.0930,0.1028,0.0188
1,SATURDAY,9,0.3602,0.0028,0.0514,0.0047,0.0021,0.3240,0.0011,0.1954,0.0184,0.0389,0.0930,0.1031,0.0190
1,SATURDAY,10,0.2791,0.0065,0.0464,0.0047,0.0021,0.3276,0.0011,0.1967,0.0184,0.0390,0.0930,0.1033,0.0190
1,SATURDAY,11,0.2137,0.0078,0.0403,0.0047,0.0021,0.3355,0.0011,0.1933,0.0180,0.0386,0.0930,0.1030,0.0187
1,SATURDAY,12,0.2097,0.0088,0.0359,0.0046,0.0020,0.3606,0.0011,0.1868,0.0171,0.0382,0.0930,0.1021,0.0183
1,SATURDAY,13,0.1974,0.0102,0.0345,0.0045,0.0019,0.3671,0.0011,0.1795,0.0159,0.0376,0.0930,0.1011,0.0180
1,SATURDAY,14,0.0301,0.0106,0.0292,0.0045,0.0018,0.3919,0.0011,0.1699,0.0146,0.0368,0.0928,0.0986,0.0177
1,SATURDAY,15,0.0235,0.0095,0.0222,0.0044,0.0016,0.3975,0.0011,0.1577,0.0137,0.0359,0.0915,0.0953,0.0173
1,SATURDAY,16,0.0324,0.0058,0.0285,0.0043,0.0014,0.3813,0.0011,0.1399,0.0130,0.0339,0.0841,0.0897,0.0166
1,SATURDAY,17,0.0332,0.0044,0.0278,0.0041,0.0011,0.3787,0.0844,0.1105,0.0116,0.0280,0.0572,0.0741,0.0146
1,SATURDAY,18,0.0106,0.0027,0.0360,0.0041,0.0007,0.3555,0.0897,0.1032,0.0110,0.0276,0.0656,0.0747,0.0144
1,SATURDAY,19,0.0119,0.0019,0.0348,0.0040,0.0005,0.3503,0.0959,0.0926,0.0103,0.0243,0.0511,0.0659,0.0131
1,SATURDAY,20,0.0125,0.0016,0.0346,0.0040,0.0005,0.3488,0.0960,0.0888,0.0100,0.0229,0.0475,0.0616,0.0124
1,SATURDAY,21,0.0149,0.0014,0.0359,0.0040,0.0005,0.3291,0.0960,0.0880,0.0099,0.0223,0.0475,0.0595,0.0123
1,SATURDAY,22,0.0161,0.0014,0.0382,0.0040,0.0006,0.3325,0.0957,0.0875,0.0099,0.0220,0.0475,0.0591,0.0122
1,SATURDAY,23,0.0175,0.0009,0.0377,0.0040,0.0010,0.3117,0.0957,0.0878,0.0098,0.0220,0.0475,0.0590,0.0125
1,SUNDAY,0,0.0166,0.0022,0.0385,0.0040,0.0005,0.3117,0.0957,0.0934,0.0096,0.0187,0.0486,0.0594,0.0118
1,SUNDAY,1,0.0198,0.0022,0.0462,0.0040,0.0005,0.3124,0.0957,0.0958,0.0097,0.0189,0.0589,0.0642,0.0123
1,SUNDAY,2,0.0230,0.0022,0.0395,0.0041,0.0005,0.3129,0.0957,0.1059,0.0100,0.0227,0.0843,0.0766,0.0138
1,SUNDAY,3,0.0228,0.0019,0.0462,0.0041,0.0006,0.3136,0.0957,0.1170,0.0104,0.0265,0.0903,0.0809,0.0143
1,SUNDAY,4,0.0206,0.0019,0.0430,0.0041,0.0006,0.3142,0.0957,0.1232,0.0107,0.0280,0.0917,0.0836,0.0146
1,SUNDAY,5,0.0258,0.0023,0.0491,0.0042,0.0007,0.3339,0.0841,0.1304,0.0109,0.0284,0.0928,0.0859,0.0149
1,SUNDAY,6,0.0779,0.0024,0.0457,0.0042,0.0009,0.3294,0.0833,0.1373,0.0112,0.0291,0.0930,0.0864,0.0152
1,SUNDAY,7,0.0776,0.0027,0.0522,0.0042,0.0014,0.3182,0.0057,0.1428,0.0118,0.0311,0.0930,0.0879,0.0159
1,SUNDAY,8,0.0737,0.0027,0.0407,0.0042,0.0015,0.3067,0.0029,0.1440,0.0120,0.0315,0.0930,0.0893,0.0163
1,SUNDAY,9,0.0607,0.0034,0.0482,0.0042,0.0016,0.3238,0.0011,0.1468,0.0121,0.0317,0.0930,0.0895,0.0165
1,SUNDAY,10,0.0297,0.0060,0.0281,0.0042,0.0016,0.3274,0.0011,0.1461,0.0121,0.0318,0.0930,0.0897,0.0166
1,SUNDAY,11,0.0221,0.0081,0.0324,0.0042,0.0016,0.3353,0.0011,0.1445,0.0120,0.0317,0.0930,0.0898,0.0167
