Month,Daytype,Hour,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,13,0.0113,0.3712,0.0559,0.0757,0.0552,0.0000,0.8731,0.0309,0.1569,0.1956,0.0383
1,WEEKDAY,14,0.0149,0.3715,0.0572,0.0750,0.0550,0.0000,0.8731,0.0309,0.1569,0.1956,0.0383
1,WEEKDAY,15,0.0157,0.3702,0.0580,0.0748,0.0549,0.0000,0.8728,0.0304,0.1569,0.1945,0.0381
1,WEEKDAY,16,0.0033,0.3671,0.0565,0.0752,0.0548,0.0000,0.8696,0.0283,0.1569,0.1861,0.0367
1,WEEKDAY,17,0.0010,0.3657,0.0522,0.0709,0.0545,0.1199,0.8596,0.0253,0.1395,0.1625,0.0328
1,WEEKDAY,18,0.0002,0.3572,0.0435,0.0702,0.0539,0.5815,0.8328,0.0220,0.1345,0.1059,0.0234
1,WEEKDAY,19,0.0006,0.3585,0.0308,0.0544,0.0529,0.5815,0.7404,0.0184,0.1252,0.0525,0.0146
1,WEEKDAY,20,0.0000,0.3376,0.0201,0.0461,0.0517,0.5815,0.6081,0.0152,0.1138,0.0177,0.0085
1,WEEKDAY,21,0.0000,0.3105,0.0139,0.0379,0.0506,0.5815,0.5622,0.0131,0.1045,0.0080,0.0066
1,WEEKDAY,22,0.0000,0.3117,0.0126,0.0206,0.0497,0.5815,0.5223,0.0107,0.0985,0.0068,0.0056
1,WEEKDAY,23,0.0000,0.3146,0.0124,0.0150,0.0488,0.5815,0.4835,0.0088,0.0914,0.0057,0.0041
1,SATURDAY,0,0.0000,0.3155,0.0124,0.0043,0.0473,0.5815,0.3253,0.0066,0.0807,0.0057,0.0017
1,SATURDAY,1,0.0000,0.3220,0.0124,0.0023,0.0470,0.5815,0.3059,0.0061,0.0785,0.0057,0.0013
1,SATURDAY,2,0.0000,0.3206,0.0124,0.0023,0.0469,0.5514,0.3059,0.0061,0.0785,0.0057,0.0013
1,SATURDAY,3,0.0000,0.3250,0.0124,0.0051,0.0474,0.5514,0.3253,0.0065,0.0808,0.0057,0.0017
1,SATURDAY,4,0.0000,0.3266,0.0126,0.0197,0.0497,0.5514,0.4256,0.0088,0.0925,0.0068,0.0041
1,SATURDAY,5,0.0000,0.3284,0.0143,0.0252,0.0512,0.5514,0.4794,0.0106,0.0976,0.0175,0.0070
1,SATURDAY,6,0.0000,0.3214,0.0217,0.0511,0.0530,0.1199,0.6530,0.0132,0.1034,0.0514,0.0135
1,SATURDAY,7,0.0005,0.3294,0.0348,0.0526,0.0540,0.0000,0.7519,0.0159,0.1276,0.1001,0.0220
1,SATURDAY,8,0.0011,0.3424,0.0481,0.0597,0.0548,0.0000,0.8302,0.0197,0.1418,0.1511,0.0308
1,SATURDAY,9,0.0005,0.3676,0.0527,0.0707,0.0551,0.0000,0.8593,0.0242,0.1507,0.1813,0.0359
1,SATURDAY,10,0.0008,0.3806,0.0555,0.0758,0.0552,0.0000,0.8716,0.0283,0.1549,0.1934,0.0379
1,SATURDAY,11,0.0001,0.3939,0.0581,0.0762,0.0552,0.0000,0.8760,0.0320,0.1567,0.1958,0.0383
1,SATURDAY,12,0.0000,0.3694,0.0580,0.0763,0.0552,0.0000,0.8768,0.0327,0.1569,0.1961,0.0383
1,SATURDAY,13,0.0001,0.3817,0.0560,0.0757,0.0552,0.0000,0.8770,0.0327,0.1569,0.1961,0.0383
1,SATURDAY,14,0.0076,0.3685,0.0574,0.0751,0.0550,0.0000,0.8770,0.0326,0.1569,0.1961,0.0383
1,SATURDAY,15,0.0067,0.3681,0.0580,0.0749,0.0549,0.0000,0.8766,0.0320,0.1569,0.1949,0.0381
1,SATURDAY,16,0.0019,0.3675,0.0561,0.0750,0.0546,0.0000,0.8727,0.0294,0.1567,0.1864,0.0367
1,SATURDAY,17,0.0001,0.3675,0.0510,0.0701,0.0541,0.1199,0.8583,0.0258,0.1371,0.1627,0.0328
1,SATURDAY,18,0.0005,0.3572,0.0409,0.0685,0.0531,0.5815,0.8116,0.0216,0.1262,0.1061,0.0234
1,SATURDAY,19,0.0008,0.3364,0.0274,0.0522,0.0522,0.5815,0.6848,0.0173,0.1160,0.0527,0.0146
1,SATURDAY,20,0.0000,0.3425,0.0189,0.0450,0.0512,0.5815,0.5891,0.0147,0.1078,0.0179,0.0086
1,SATURDAY,21,0.0000,0.3147,0.0137,0.0377,0.0505,0.5815,0.5583,0.0130,0.1028,0.0081,0.0066
1,SATURDAY,22,0.0000,0.3169,0.0126,0.0206,0.0497,0.5815,0.5210,0.0107,0.0984,0.0069,0.0056
1,SATURDAY,23,0.0000,0.3168,0.0124,0.0150,0.0488,0.5815,0.4830,0.0088,0.0914,0.0059,0.0041
1,SUNDAY,0,0.0000,0.3212,0.0124,0.0043,0.0473,0.5815,0.3253,0.0066,0.0807,0.0046,0.0016
1,SUNDAY,1,0.0000,0.3177,0.0124,0.0023,0.0470,0.5815,0.3059,0.0061,0.0785,0.0046,0.0012
1,SUNDAY,2,0.0000,0.3257,0.0124,0.0023,0.0469,0.5514,0.3059,0.0061,0.0785,0.0046,0.0012
1,SUNDAY,3,0.0000,0.3186,0.0124,0.0051,0.0474,0.5514,0.3253,0.0065,0.0808,0.0046,0.0016
1,SUNDAY,4,0.0000,0.3268,0.0124,0.0197,0.0496,0.5514,0.4241,0.0087,0.0924,0.0046,0.0039
1,SUNDAY,5,0.0000,0.3195,0.0124,0.0251,0.0507,0.5514,0.4534,0.0098,0.0967,0.0048,0.0052
1,SUNDAY,6,0.0000,0.3277,0.0126,0.0504,0.0518,0.1199,0.5311,0.0110,0.0997,0.0056,0.0062
1,SUNDAY,7,0.0000,0.3209,0.0149,0.0514,0.0532,0.0000,0.5768,0.0136,0.1209,0.0062,0.0067
1,SUNDAY,8,0.0000,0.3244,0.0240,0.0575,0.0543,0.0000,0.6599,0.0178,0.1323,0.0065,0.0071
1,SUNDAY,9,0.0005,0.3327,0.0315,0.0694,0.0549,0.0000,0.7490,0.0233,0.1439,0.0066,0.0072
1,SUNDAY,10,0.0000,0.3813,0.0351,0.0757,0.0552,0.0000,0.7787,0.0275,0.1522,0.0066,0.0073
1,SUNDAY,11,0.0002,0.3693,0.0375,0.0762,0.0552,0.0000,0.7825,0.0296,0.1560,0.0067,0.0073
1,SUNDAY,12,0.0043,0.3715,0.0379,0.0763,0.0552,0.0000,0.7830,0.0300,0.1569,0.0068,0.0073
1,SUNDAY,13,0.0076,0.3729,0.0370,0.0756,0.0551,0.0000,0.7830,0.0300,0.1569,0.0068,0.0073
1,SUNDAY,14,0.0082,0.3618,0.0375,0.0752,0.0550,0.0000,0.7828,0.0300,0.1569,0.0068,0.0073
1,SUNDAY,15,0.0054,0.3391,0.0364,0.0743,0.0548,0.0000,0.7803,0.0292,0.1553,0.0068,0.0073
1,SUNDAY,16,0.0003,0.3684,0.0320,0.0725,0.0541,0.0000,0.7641,0.0259,0.1459,0.0068,0.0073
1,SUNDAY,17,0.0005,0.3659,0.0267,0.0666,0.0531,0.1199,0.7078,0.0213,0.1197,0.0067,0.0073
1,SUNDAY,18,0.0000,0.3338,0.0223,0.0655,0.0523,0.5815,0.6177,0.0174,0.1105,0.0064,0.0072
1,SUNDAY,19,0.0000,0.3367,0.0196,0.0508,0.0517,0.5815,0.5775,0.0150,0.1058,0.0059,0.0071
1,SUNDAY,20,0.0000,0.3408,0.0173,0.0446,0.0510,0.5815,0.5682,0.0140,0.1043,0.0054,0.0068
1,SUNDAY,21,0.0000,0.3098,0.0136,0.0376,0.0504,0.5815,0.5571,0.0129,0.1024,0.0057,0.0064
1,SUNDAY,22,0.0000,0.3139,0.0126,0.0206,0.0497,0.5815,0.5210,0.0107,0.0984,0.0048,0.0055
1,SUNDAY,23,0.0000,0.3121,0.0124,0.0150,0.0488,0.5815,0.4830,0.0088,0.0914,0.0046,0.0040
1,HOLIDAY,0,0.0000,0.3111,0.0124,0.0043,0.0473,0.5815,0.3253,0.0066,0.0807,0.0046,0.0016
1,HOLIDAY,1,0.0000,0.3124,0.0124,0.0023,0.0470,0.5815,0.3059,0.0061,0.0785,0.0046,0.0012
1,HOLIDAY,2,0.0000,0.3128,0.0124,0.0023,0.0469,0.5514,0.3059,0.0061,0.0785,0.0046,0.0012
1,HOLIDAY,3,0.0000,0.3130,0.0124,0.0051,0.0474,0.5514,0.3253,0.0065,0.0808,0.0046,0.0016
1,HOLIDAY,4,0.0000,0.3141,0.0124,0.0197,0.0496,0.5514,0.4240,0.0087,0.0924,0.0046,0.0039
1,HOLIDAY,5,0.0000,0.3139,0.0124,0.0250,0.0505,0.5514,0.4514,0.0097,0.0967,0.0048,0.0052
1,HOLIDAY,6,0.0000,0.3162,0.0125,0.0501,0.0509,0.1199,0.5176,0.0104,0.0990,0.0056,0.0062
1,HOLIDAY,7,0.0000,0.3152,0.0135,0.0500,0.0512,0.0000,0.5272,0.0111,0.1162,0.0062,0.0067
1,HOLIDAY,8,0.0000,0.3166,0.0187,0.0543,0.0516,0.0000,0.5579,0.0123,0.1205,0.0065,0.0071
1,HOLIDAY,9,0.0000,0.3121,0.0198,0.0639,0.0517,0.0000,0.5680,0.0139,0.1228,0.0066,0.0072
1,HOLIDAY,10,0.0000,0.3386,0.0203,0.0690,0.0517,0.0000,0.5689,0.0144,0.1237,0.0066,0.0073
1,HOLIDAY,11,0.0000,0.3334,0.0211,0.0692,0.0517,0.0000,0.5689,0.0146,0.1239,0.0067,0.0073
1,HOLIDAY,12,0.0000,0.3328,0.0211,0.0693,0.0517,0.0000,0.5689,0.0147,0.1239,0.0068,0.0073
1,HOLIDAY,13,0.0000,0.3301,0.0205,0.0688,0.0517,0.0000,0.5689,0.0147,0.1239,0.0068,0.0073
1,HOLIDAY,14,0.0000,0.3301,0.0208,0.0683,0.0517,0.0000,0.5689,0.0147,0.1239,0.0068,0.0073
1,HOLIDAY,15,0.0137,0.3301,0.0211,0.0679,0.0516,0.0000,0.5689,0.0147,0.1239,0.0068,0.0073
1,HOLIDAY,16,0.0003,0.3325,0.0211,0.0682,0.0515,0.0000,0.5689,0.0147,0.1239,0.0068,0.0073
1,HOLIDAY,17,0.0000,0.3336,0.0209,0.0644,0.0515,0.1199,0.5689,0.0146,0.1068,0.0067,0.0073
1,HOLIDAY,18,0.0000,0.3351,0.0202,0.0647,0.0514,0.5815,0.5689,0.0146,0.1048,0.0064,0.0072
1,HOLIDAY,19,0.0000,0.3365,0.0192,0.0506,0.0513,0.5815,0.5688,0.0144,0.1047,0.0059,0.0071
1,HOLIDAY,20,0.0000,0.3388,0.0173,0.0446,0.0509,0.5815,0.5675,0.0140,0.1043,0.0054,0.0068
1,HOLIDAY,21,0.0000,0.3095,0.0136,0.0376,0.0504,0.5815,0.5571,0.0129,0.1024,0.0057,0.0064
1,HOLIDAY,22,0.0000,0.3096,0.0126,0.0206,0.0497,0.5815,0.5210,0.0107,0.0984,0.0048,0.0055
1,HOLIDAY,23,0.0000,0.3101,0.0124,0.0150,0.0488,0.5815,0.4830,0.0088,0.0914,0.0046,0.0040
2,WEEKDAY,0,0.0000,0.3099,0.0126,0.0043,0.0473,0.5815,0.3254,0.0066,0.0807,0.0055,0.0017
2,WEEKDAY,1,0.0000,0.3106,0.0126,0.0023,0.0470,0.5815,0.3059,0.0061,0.0785,0.0055,0.0013
2,WEEKDAY,2,0.0000,0.3126,0.0126,0.0023,0.0469,0.5514,0.3059,0.0061,0.0785,0.0055,0.0013
2,WEEKDAY,3,0.0000,0.3134,0.0127,0.0051,0.0474,0.5514,0.3261,0.0066,0.0809,0.0055,0.0017
2,WEEKDAY,4,0.0000,0.3135,0.0138,0.0197,0.0497,0.5514,0.4408,0.0091,0.0930,0.0066,0.0041
2,WEEKDAY,5,0.0002,0.3086,0.0177,0.0252,0.0513,0.5514,0.5367,0.0113,0.0985,0.0173,0.0069
2,WEEKDAY,6,0.0007,0.3087,0.0229,0.0510,0.0530,0.1199,0.6679,0.0137,0.1030,0.0512,0.0135
2,WEEKDAY,7,0.0004,0.3093,0.0355,0.0524,0.0540,0.0000,0.7537,0.0168,0.1271,0.0998,0.0220
2,WEEKDAY,8,0.0002,0.3370,0.0490,0.0597,0.0548,0.0000,0.8355,0.0208,0.1418,0.1508,0.0308
2,WEEKDAY,9,0.0034,0.3341,0.0537,0.0707,0.0551,0.0000,0.8662,0.0255,0.1508,0.1809,0.0359
2,WEEKDAY,10,0.0240,0.3700,0.0564,0.0758,0.0552,0.0000,0.8713,0.0286,0.1549,0.1930,0.0379
2,WEEKDAY,11,0.0497,0.3731,0.0590,0.0762,0.0552,0.0000,0.8717,0.0301,0.1567,0.1955,0.0383
2,WEEKDAY,12,0.0714,0.3758,0.0588,0.0763,0.0552,0.0000,0.8717,0.0303,0.1569,0.1956,0.0383
2,WEEKDAY,13,0.1045,0.3797,0.0568,0.0757,0.0552,0.0000,0.8717,0.0303,0.1569,0.1956,0.0383
2,WEEKDAY,14,0.1195,0.3847,0.0581,0.0750,0.0550,0.0000,0.8717,0.0303,0.1569,0.1956,0.0383
2,WEEKDAY,15,0.1241,0.3831,0.0589,0.0748,0.0549,0.0000,0.8713,0.0298,0.1569,0.1945,0.0381
2,WEEKDAY,16,0.1013,0.3817,0.0574,0.0752,0.0548,0.0000,0.8684,0.0278,0.1569,0.1861,0.0367
2,WEEKDAY,17,0.0501,0.3703,0.0530,0.0709,0.0545,0.0000,0.8591,0.0251,0.1395,0.1625,0.0328
2,WEEKDAY,18,0.0198,0.3611,0.0441,0.0702,0.0539,0.5815,0.8327,0.0219,0.1345,0.1059,0.0234
2,WEEKDAY,19,0.0047,0.3490,0.0311,0.0544,0.0529,0.5815,0.7404,0.0184,0.1252,0.0525,0.0146
2,WEEKDAY,20,0.0001,0.3337,0.0203,0.0461,0.0517,0.5815,0.6081,0.0152,0.1138,0.0177,0.0085
2,WEEKDAY,21,0.0000,0.3112,0.0141,0.0379,0.0506,0.5815,0.5622,0.0131,0.1045,0.0080,0.0066
2,WEEKDAY,22,0.0000,0.3072,0.0128,0.0206,0.0497,0.5815,0.5223,0.0107,0.0985,0.0068,0.0056
2,WEEKDAY,23,0.0000,0.3080,0.0127,0.0150,0.0488,0.5815,0.4835,0.0088,0.0914,0.0057,0.0041
2,SATURDAY,0,0.0000,0.3110,0.0126,0.0043,0.0473,0.5815,0.3253,0.0066,0.0807,0.0057,0.0017
2,SATURDAY,1,0.0000,0.3123,0.0126,0.0023,0.0470,0.5815,0.3059,0.0061,0.0785,0.0057,0.0013
2,SATURDAY,2,0.0000,0.3141,0.0126,0.0023,0.0469,0.5514,0.3059,0.0061,0.0785,0.0057,0.0013
2,SATURDAY,3,0.0000,0.3135,0.0126,0.0051,0.0474,0.5514,0.3253,0.0065,0.0808,0.0057,0.0017
2,SATURDAY,4,0.0000,0.3159,0.0128,0.0197,0.0497,0.5514,0.4256,0.0088,0.0925,0.0068,0.0041
2,SATURDAY,5,0.0000,0.3147,0.0146,0.0252,0.0512,0.5514,0.4794,0.0106,0.0976,0.0175,0.0070
2,SATURDAY,6,0.0000,0.3112,0.0221,0.0511,0.0530,0.1199,0.6530,0.0132,0.1034,0.0514,0.0135
2,SATURDAY,7,0.0007,0.3083,0.0355,0.0526,0.0540,0.0000,0.7519,0.0159,0.1276,0.1001,0.0220
2,SATURDAY,8,0.0000,0.3421,0.0489,0.0597,0.0548,0.0000,0.8302,0.0197,0.1418,0.1511,0.0308
2,SATURDAY,9,0.0000,0.3422,0.0536,0.0707,0.0551,0.0000,0.8593,0.0242,0.1507,0.1813,0.0359
2,SATURDAY,10,0.0212,0.3726,0.0564,0.0758,0.0552,0.0000,0.8716,0.0283,0.1549,0.1934,0.0379
2,SATURDAY,11,0.0378,0.3755,0.0590,0.0762,0.0552,0.0000,0.8760,0.0320,0.1567,0.1958,0.0383
2,SATURDAY,12,0.0479,0.3767,0.0589,0.0763,0.0552,0.0000,0.8768,0.0327,0.1569,0.1961,0.0383
2,SATURDAY,13,0.0842,0.3788,0.0569,0.0757,0.0552,0.0000,0.8770,0.0327,0.1569,0.1961,0.0383
2,SATURDAY,14,0.0924,0.3788,0.0583,0.0751,0.0550,0.0000,0.8770,0.0326,0.1569,0.1961,0.0383
2,SATURDAY,15,0.0895,0.3772,0.0589,0.0749,0.0549,0.0000,0.8766,0.0320,0.1569,0.1949,0.0381
2,SATURDAY,16,0.0582,0.3738,0.0570,0.0750,0.0546,0.0000,0.8727,0.0294,0.1567,0.1864,0.0367
2,SATURDAY,17,0.0121,0.3689,0.0518,0.0701,0.0541,0.0000,0.8583,0.0258,0.1371,0.1627,0.0328
2,SATURDAY,18,0.0025,0.3581,0.0415,0.0685,0.0531,0.5815,0.8116,0.0216,0.1262,0.1061,0.0234
2,SATURDAY,19,0.0006,0.3326,0.0277,0.0522,0.0522,0.5815,0.6848,0.0173,0.1160,0.0527,0.0146
2,SATURDAY,20,0.0000,0.3316,0.0191,0.0450,0.0512,0.5815,0.5891,0.0147,0.1078,0.0179,0.0086
2,SATURDAY,21,0.0000,0.3068,0.0139,0.0377,0.0505,0.5815,0.5583,0.0130,0.1028,0.0081,0.0066
2,SATURDAY,22,0.0000,0.3071,0.0128,0.0206,0.0497,0.5815,0.5210,0.0107,0.0984,0.0069,0.0056
2,SATURDAY,23,0.0000,0.3096,0.0127,0.0150,0.0488,0.5815,0.4830,0.0088,0.0914,0.0059,0.0041
2,SUNDAY,0,0.0000,0.3085,0.0126,0.0043,0.0473,0.5815,0.3253,0.0066,0.0807,0.0046,0.0016
2,SUNDAY,1,0.0000,0.3122,0.0126,0.0023,0.0470,0.5815,0.3059,0.0061,0.0785,0.0046,0.0012
2,SUNDAY,2,0.0000,0.3114,0.0126,0.0023,0.0469,0.5514,0.3059,0.0061,0.0785,0.0046,0.0012
2,SUNDAY,3,0.0000,0.3150,0.0126,0.0051,0.0474,0.5514,0.3253,0.0065,0.0808,0.0046,0.0016
2,SUNDAY,4,0.0000,0.3121,0.0126,0.0197,0.0496,0.5514,0.4241,0.0087,0.0924,0.0046,0.0039
2,SUNDAY,5,0.0000,0.3181,0.0126,0.0251,0.0507,0.5514,0.4534,0.0098,0.0967,0.0048,0.0052
2,SUNDAY,6,0.0000,0.3134,0.0128,0.0504,0.0518,0.1199,0.5311,0.0110,0.0997,0.0056,0.0062
2,SUNDAY,7,0.0000,0.3197,0.0151,0.0514,0.0532,0.0000,0.5768,0.0136,0.1209,0.0062,0.0067
2,SUNDAY,8,0.0000,0.3052,0.0242,0.0575,0.0543,0.0000,0.6599,0.0178,0.1323,0.0065,0.0071
2,SUNDAY,9,0.0004,0.3081,0.0318,0.0694,0.0549,0.0000,0.7490,0.0233,0.1439,0.0066,0.0072
2,SUNDAY,10,0.0002,0.3362,0.0355,0.0757,0.0552,0.0000,0.7787,0.0275,0.1522,0.0066,0.0073
2,SUNDAY,11,0.0254,0.3521,0.0379,0.0762,0.0552,0.0000,0.7825,0.0296,0.1560,0.0067,0.0073
2,SUNDAY,12,0.0484,0.3552,0.0383,0.0763,0.0552,0.0000,0.7830,0.0300,0.1569,0.0068,0.0073
2,SUNDAY,13,0.0762,0.3452,0.0374,0.0756,0.0551,0.0000,0.7830,0.0300,0.1569,0.0068,0.0073
2,SUNDAY,14,0.0860,0.3471,0.0379,0.0752,0.0550,0.0000,0.7828,0.0300,0.1569,0.0068,0.0073
2,SUNDAY,15,0.0736,0.3459,0.0367,0.0743,0.0548,0.0000,0.7803,0.0292,0.1553,0.0068,0.0073
2,SUNDAY,16,0.0438,0.3307,0.0323,0.0725,0.0541,0.0000,0.7641,0.0259,0.1459,0.0068,0.0073
2,SUNDAY,17,0.0093,0.3558,0.0269,0.0666,0.0531,0.0000,0.7078,0.0213,0.1197,0.0067,0.0073
2,SUNDAY,18,0.0002,0.3313,0.0224,0.0655,0.0523,0.5815,0.6177,0.0174,0.1105,0.0064,0.0072
2,SUNDAY,19,0.0000,0.3327,0.0197,0.0508,0.0517,0.5815,0.5775,0.0150,0.1058,0.0059,0.0071
2,SUNDAY,20,0.0000,0.3351,0.0175,0.0446,0.0510,0.5815,0.5682,0.0140,0.1043,0.0054,0.0068
2,SUNDAY,21,0.0000,0.3069,0.0138,0.0376,0.0504,0.5815,0.5571,0.0129,0.1024,0.0057,0.0064
2,SUNDAY,22,0.0000,0.3075,0.0128,0.0206,0.0497,0.5815,0.5210,0.0107,0.0984,0.0048,0.0055
2,SUNDAY,23,0.0000,0.3087,0.0127,0.0150,0.0488,0.5815,0.4830,0.0088,0.0914,0.0046,0.0040
2,HOLIDAY,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,6,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,7,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,8,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,9,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,10,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,11,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,12,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,13,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,14,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,15,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,16,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,17,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,18,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,19,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,20,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,21,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,22,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2,HOLIDAY,23,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3,WEEKDAY,0,0.0000,0.3037,0.0127,0.0043,0.0473,0.5815,0.3254,0.0066,0.0807,0.0055,0.0017
3,WEEKDAY,1,0.0000,0.3060,0.0127,0.0023,0.0470,0.5815,0.3059,0.0061,0.0785,0.0055,0.0013
3,WEEKDAY,2,0.0000,0.3060,0.0127,0.0023,0.0469,0.5514,0.3059,0.0061,0.0785,0.0055,0.0013
3,WEEKDAY,3,0.0000,0.3088,0.0128,0.0051,0.0474,0.5514,0.3261,0.0066,0.0809,0.0055,0.0017
3,WEEKDAY,4,0.0000,0.3071,0.0138,0.0197,0.0497,0.5514,0.4408,0.0091,0.0930,0.0066,0.0041
3,WEEKDAY,5,0.0003,0.3053,0.0177,0.0252,0.0513,0.5514,0.5367,0.0113,0.0985,0.0173,0.0069
3,WEEKDAY,6,0.0004,0.3045,0.0229,0.0510,0.0530,0.0000,0.6679,0.0137,0.1030,0.0512,0.0135
3,WEEKDAY,7,0.0001,0.2803,0.0354,0.0524,0.0540,0.0000,0.7538,0.0169,0.1271,0.0998,0.0220
3,WEEKDAY,8,0.0063,0.3303,0.0491,0.0597,0.0548,0.0000,0.8359,0.0210,0.1418,0.1508,0.0308
3,WEEKDAY,9,0.0343,0.3391,0.0539,0.0707,0.0551,0.0000,0.8672,0.0258,0.1508,0.1809,0.0359
3,WEEKDAY,10,0.0894,0.3767,0.0566,0.0758,0.0552,0.0000,0.8726,0.0291,0.1549,0.1930,0.0379
3,WEEKDAY,11,0.1426,0.3878,0.0592,0.0762,0.0552,0.0000,0.8729,0.0306,0.1567,0.1955,0.0383
3,WEEKDAY,12,0.2150,0.4022,0.0591,0.0763,0.0552,0.0000,0.8729,0.0309,0.1569,0.1956,0.0383
3,WEEKDAY,13,0.2844,0.4120,0.0570,0.0757,0.0552,0.0000,0.8729,0.0309,0.1569,0.1956,0.0383
3,WEEKDAY,14,0.3144,0.4187,0.0584,0.0750,0.0550,0.0000,0.8729,0.0308,0.1569,0.1956,0.0383
