Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.0114,0.0051,0.0268,0.0023,0.0030,0.0497,0.1827,0.0904,0.0261,0.0072,0.0000,0.0017,0.0000
1,WEEKDAY,1,0.0127,0.0057,0.0288,0.0023,0.0030,0.0497,0.1827,0.0913,0.0261,0.0072,0.0000,0.0017,0.0000
1,WEEKDAY,2,0.0138,0.0057,0.0300,0.0023,0.0030,0.0497,0.1827,0.1002,0.0261,0.0072,0.0000,0.0017,0.0000
1,WEEKDAY,3,0.0143,0.0057,0.0308,0.0024,0.0030,0.0497,0.1827,0.1287,0.0262,0.0072,0.0000,0.0020,0.0000
1,WEEKDAY,4,0.0150,0.0057,0.0312,0.0027,0.0037,0.0497,0.1827,0.1771,0.0266,0.0077,0.0000,0.0044,0.0000
1,WEEKDAY,5,0.0227,0.0119,0.0448,0.0034,0.0093,0.0502,0.1827,0.2198,0.0288,0.0094,0.0004,0.0102,0.0002
1,WEEKDAY,6,0.0368,0.0086,0.1393,0.0051,0.0393,0.0515,0.1473,0.3224,0.0373,0.0140,0.0032,0.0223,0.0014
1,WEEKDAY,7,0.0813,0.0156,0.1405,0.0083,0.0737,0.0539,0.0498,0.6785,0.0599,0.0217,0.0087,0.0407,0.0042
1,WEEKDAY,8,0.0633,0.0252,0.1619,0.0134,0.0786,0.0570,0.0000,0.8041,0.0966,0.0316,0.0176,0.0631,0.0086
1,WEEKDAY,9,0.0527,0.0383,0.1591,0.0191,0.0826,0.0598,0.0000,0.8111,0.1272,0.0395,0.0306,0.0839,0.0147
1,WEEKDAY,10,0.0404,0.0527,0.1595,0.0197,0.0847,0.0605,0.0000,0.8254,0.1356,0.0412,0.0334,0.0881,0.0166
1,WEEKDAY,11,0.0352,0.0715,0.1591,0.0200,0.0995,0.0606,0.0000,0.7871,0.1342,0.0400,0.0302,0.0837,0.0165
1,WEEKDAY,12,0.0314,0.0912,0.1589,0.0206,0.0948,0.0603,0.0000,0.7779,0.1301,0.0356,0.0202,0.0682,0.0141
1,WEEKDAY,13,0.0255,0.0983,0.1573,0.0188,0.0628,0.0591,0.0000,0.7942,0.1219,0.0292,0.0147,0.0552,0.0096
1,WEEKDAY,14,0.0247,0.0947,0.1564,0.0152,0.0290,0.0578,0.0000,0.7290,0.0958,0.0207,0.0115,0.0387,0.0071
1,WEEKDAY,15,0.0181,0.0544,0.1272,0.0102,0.0166,0.0558,0.0000,0.5888,0.0644,0.0139,0.0080,0.0258,0.0055
1,WEEKDAY,16,0.0243,0.0275,0.1049,0.0061,0.0112,0.0531,0.0000,0.4021,0.0410,0.0099,0.0037,0.0137,0.0036
1,WEEKDAY,17,0.0179,0.0095,0.0216,0.0040,0.0080,0.0513,0.1801,0.2598,0.0298,0.0080,0.0014,0.0061,0.0015
1,WEEKDAY,18,0.0045,0.0007,0.0092,0.0029,0.0054,0.0503,0.1903,0.1679,0.0266,0.0074,0.0004,0.0032,0.0004
1,WEEKDAY,19,0.0043,0.0014,0.0110,0.0025,0.0034,0.0499,0.1940,0.1167,0.0262,0.0072,0.0000,0.0023,0.0001
1,WEEKDAY,20,0.0058,0.0016,0.0158,0.0024,0.0030,0.0498,0.1995,0.0958,0.0261,0.0072,0.0000,0.0020,0.0000
1,WEEKDAY,21,0.0066,0.0019,0.0194,0.0023,0.0030,0.0497,0.1980,0.0944,0.0261,0.0072,0.0000,0.0019,0.0000
1,WEEKDAY,22,0.0081,0.0025,0.0233,0.0023,0.0030,0.0497,0.1929,0.0890,0.0261,0.0072,0.0000,0.0018,0.0000
1,WEEKDAY,23,0.0095,0.0034,0.0237,0.0023,0.0030,0.0497,0.1913,0.0882,0.0261,0.0072,0.0000,0.0017,0.0000
1,SATURDAY,0,0.0086,0.0042,0.0251,0.0023,0.0030,0.0497,0.1827,0.0906,0.0261,0.0072,0.0000,0.0018,0.0000
1,SATURDAY,1,0.0103,0.0052,0.0261,0.0023,0.0030,0.0497,0.1827,0.0906,0.0261,0.0072,0.0000,0.0018,0.0000
1,SATURDAY,2,0.0106,0.0062,0.0269,0.0023,0.0030,0.0497,0.1827,0.0913,0.0261,0.0072,0.0000,0.0018,0.0000
1,SATURDAY,3,0.0131,0.0062,0.0274,0.0023,0.0030,0.0497,0.1827,0.0957,0.0261,0.0072,0.0000,0.0018,0.0000
1,SATURDAY,4,0.0143,0.0062,0.0294,0.0023,0.0030,0.0497,0.1827,0.1057,0.0261,0.0072,0.0000,0.0020,0.0000
