Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.1326,0.1731,0.3046,0.0435,0.0041,0.0622,0.1020,0.4030,0.0637,0.2417,0.0060,0.0860,0.0216
1,WEEKDAY,1,0.1382,0.1666,0.3058,0.0435,0.0040,0.0613,0.1020,0.3958,0.0630,0.2369,0.0060,0.0782,0.0216
1,WEEKDAY,2,0.1368,0.1593,0.3050,0.0435,0.0041,0.0611,0.1010,0.3912,0.0639,0.2354,0.0066,0.0770,0.0224
1,WEEKDAY,3,0.1367,0.1542,0.3071,0.0438,0.0047,0.0615,0.1010,0.3978,0.0700,0.2481,0.0097,0.0824,0.0253
1,WEEKDAY,4,0.1374,0.1538,0.3076,0.0456,0.0073,0.0631,0.1010,0.4264,0.0747,0.2663,0.0114,0.0957,0.0285
1,WEEKDAY,5,0.1349,0.1538,0.3101,0.0535,0.0161,0.0662,0.0991,0.4686,0.0824,0.3169,0.0139,0.1333,0.0345
1,WEEKDAY,6,0.1284,0.1757,0.3232,0.0638,0.0246,0.0677,0.0583,0.5529,0.0933,0.3808,0.0150,0.1564,0.0419
1,WEEKDAY,7,0.1643,0.2080,0.3511,0.0743,0.0362,0.0691,0.0054,0.6513,0.1076,0.4399,0.0155,0.1692,0.0557
1,WEEKDAY,8,0.1545,0.2741,0.3640,0.0802,0.0415,0.0702,0.0054,0.7078,0.1175,0.4765,0.0158,0.1747,0.0684
1,WEEKDAY,9,0.1359,0.3765,0.3755,0.0824,0.0428,0.0725,0.0054,0.7165,0.1220,0.4974,0.0159,0.1757,0.0744
1,WEEKDAY,10,0.1119,0.4522,0.3813,0.0829,0.0436,0.0731,0.0054,0.7164,0.1236,0.4976,0.0159,0.1761,0.0763
1,WEEKDAY,11,0.0907,0.5095,0.3849,0.0835,0.0447,0.0736,0.0054,0.7110,0.1239,0.4988,0.0159,0.1762,0.0766
1,WEEKDAY,12,0.0785,0.5523,0.3870,0.0829,0.0461,0.0748,0.0054,0.7107,0.1238,0.4988,0.0159,0.1762,0.0766
1,WEEKDAY,13,0.0741,0.5727,0.3879,0.0816,0.0441,0.0748,0.0054,0.7113,0.1234,0.4969,0.0159,0.1761,0.0766
1,WEEKDAY,14,0.0730,0.5727,0.3875,0.0800,0.0423,0.0758,0.0054,0.7124,0.1225,0.4924,0.0159,0.1760,0.0753
1,WEEKDAY,15,0.0762,0.5401,0.3862,0.0769,0.0403,0.0755,0.0054,0.6847,0.1200,0.4659,0.0157,0.1745,0.0701
1,WEEKDAY,16,0.0811,0.4752,0.3811,0.0709,0.0388,0.0738,0.0054,0.6733,0.1150,0.4201,0.0154,0.1629,0.0583
1,WEEKDAY,17,0.0931,0.4016,0.3689,0.0620,0.0361,0.0727,0.0583,0.6311,0.1009,0.3723,0.0145,0.1515,0.0440
1,WEEKDAY,18,0.1042,0.3560,0.3575,0.0533,0.0311,0.0706,0.1001,0.6129,0.0902,0.3362,0.0129,0.1387,0.0322
1,WEEKDAY,19,0.1130,0.3145,0.3417,0.0489,0.0269,0.0698,0.0966,0.5791,0.0832,0.3171,0.0103,0.1280,0.0261
1,WEEKDAY,20,0.1098,0.2627,0.3213,0.0454,0.0222,0.0689,0.0966,0.5362,0.0776,0.3010,0.0078,0.1167,0.0234
1,WEEKDAY,21,0.1162,0.2350,0.3176,0.0437,0.0181,0.0664,0.0966,0.4959,0.0709,0.2791,0.0063,0.1093,0.0220
1,WEEKDAY,22,0.1232,0.2070,0.3143,0.0435,0.0119,0.0651,0.1020,0.4241,0.0679,0.2661,0.0060,0.0997,0.0216
1,WEEKDAY,23,0.1272,0.1860,0.3123,0.0435,0.0043,0.0631,0.1020,0.3930,0.0662,0.2473,0.0060,0.0914,0.0216
1,SATURDAY,0,0.1281,0.1855,0.2901,0.0435,0.0041,0.0622,0.1020,0.3994,0.0640,0.2447,0.0060,0.0860,0.0216
1,SATURDAY,1,0.1245,0.1635,0.2891,0.0435,0.0040,0.0613,0.1020,0.3928,0.0631,0.2380,0.0060,0.0782,0.0216
1,SATURDAY,2,0.1186,0.1472,0.2921,0.0435,0.0041,0.0610,0.1010,0.3900,0.0633,0.2351,0.0066,0.0774,0.0226
1,SATURDAY,3,0.1179,0.1434,0.2884,0.0436,0.0047,0.0612,0.1010,0.3951,0.0664,0.2505,0.0097,0.0839,0.0259
1,SATURDAY,4,0.1215,0.1396,0.2934,0.0439,0.0070,0.0626,0.1010,0.4216,0.0715,0.2751,0.0112,0.0945,0.0281
1,SATURDAY,5,0.1227,0.1425,0.2940,0.0446,0.0151,0.0652,0.0991,0.4611,0.0818,0.3254,0.0137,0.1272,0.0325
1,SATURDAY,6,0.1153,0.1422,0.3009,0.0451,0.0217,0.0663,0.0583,0.5259,0.0905,0.3758,0.0147,0.1524,0.0434
1,SATURDAY,7,0.1230,0.1907,0.3159,0.0468,0.0294,0.0671,0.0054,0.6208,0.1019,0.4436,0.0152,0.1639,0.0632
1,SATURDAY,8,0.1214,0.2563,0.3263,0.0483,0.0312,0.0677,0.0054,0.6737,0.1105,0.4695,0.0156,0.1679,0.0749
1,SATURDAY,9,0.1045,0.3498,0.3445,0.0493,0.0318,0.0696,0.0054,0.6809,0.1153,0.4818,0.0157,0.1686,0.0784
1,SATURDAY,10,0.0875,0.4350,0.3501,0.0493,0.0329,0.0702,0.0054,0.6839,0.1169,0.4826,0.0159,0.1689,0.0793
1,SATURDAY,11,0.0672,0.5042,0.3544,0.0491,0.0341,0.0708,0.0054,0.6817,0.1169,0.4844,0.0159,0.1690,0.0774
1,SATURDAY,12,0.0591,0.5594,0.3594,0.0492,0.0353,0.0719,0.0054,0.6795,0.1143,0.4846,0.0158,0.1690,0.0715
1,SATURDAY,13,0.0565,0.5770,0.3611,0.0491,0.0325,0.0719,0.0054,0.6727,0.1097,0.4818,0.0156,0.1688,0.0634
1,SATURDAY,14,0.0573,0.5812,0.3637,0.0487,0.0300,0.0729,0.0054,0.6612,0.1050,0.4769,0.0152,0.1684,0.0535
1,SATURDAY,15,0.0587,0.5478,0.3624,0.0479,0.0285,0.0728,0.0054,0.6220,0.0941,0.4436,0.0147,0.1674,0.0431
1,SATURDAY,16,0.0603,0.4623,0.3390,0.0467,0.0291,0.0713,0.0054,0.6120,0.0930,0.4020,0.0139,0.1544,0.0346
1,SATURDAY,17,0.0707,0.4084,0.3355,0.0451,0.0294,0.0706,0.0583,0.5758,0.0856,0.3549,0.0129,0.1444,0.0305
1,SATURDAY,18,0.0835,0.3551,0.3310,0.0447,0.0268,0.0690,0.1001,0.5636,0.0788,0.3290,0.0114,0.1326,0.0270
1,SATURDAY,19,0.0913,0.3155,0.3183,0.0444,0.0238,0.0684,0.0966,0.5453,0.0756,0.3085,0.0084,0.1248,0.0243
1,SATURDAY,20,0.0982,0.2817,0.3080,0.0437,0.0207,0.0678,0.0966,0.5163,0.0721,0.2940,0.0064,0.1159,0.0226
1,SATURDAY,21,0.1046,0.2533,0.3054,0.0435,0.0174,0.0658,0.0966,0.4871,0.0699,0.2777,0.0061,0.1101,0.0220
1,SATURDAY,22,0.1105,0.2237,0.3015,0.0435,0.0113,0.0647,0.1020,0.4221,0.0682,0.2675,0.0060,0.0998,0.0216
1,SATURDAY,23,0.1139,0.1918,0.3000,0.0435,0.0042,0.0629,0.1020,0.3910,0.0666,0.2524,0.0060,0.0914,0.0216
1,SUNDAY,0,0.1222,0.1744,0.2923,0.0435,0.0041,0.0622,0.1020,0.3994,0.0640,0.2447,0.0060,0.0870,0.0217
1,SUNDAY,1,0.1306,0.1592,0.2909,0.0435,0.0040,0.0613,0.1020,0.3928,0.0631,0.2380,0.0060,0.0793,0.0217
1,SUNDAY,2,0.1265,0.1462,0.2913,0.0435,0.0041,0.0610,0.1010,0.3900,0.0639,0.2351,0.0066,0.0786,0.0227
1,SUNDAY,3,0.1380,0.1498,0.2921,0.0436,0.0047,0.0612,0.1010,0.3951,0.0701,0.2505,0.0097,0.0850,0.0260
1,SUNDAY,4,0.1413,0.1474,0.2972,0.0439,0.0070,0.0626,0.1010,0.4216,0.0744,0.2751,0.0112,0.0956,0.0282
1,SUNDAY,5,0.1327,0.1419,0.2944,0.0446,0.0151,0.0652,0.0991,0.4602,0.0815,0.3254,0.0137,0.1282,0.0319
1,SUNDAY,6,0.1381,0.1523,0.3074,0.0448,0.0209,0.0662,0.0583,0.5189,0.0863,0.3758,0.0147,0.1531,0.0359
1,SUNDAY,7,0.1263,0.1802,0.3195,0.0450,0.0272,0.0670,0.0054,0.6019,0.0927,0.4436,0.0152,0.1643,0.0374
1,SUNDAY,8,0.1394,0.2619,0.3280,0.0450,0.0278,0.0676,0.0054,0.6450,0.0974,0.4695,0.0156,0.1680,0.0379
1,SUNDAY,9,0.1187,0.3289,0.3324,0.0450,0.0282,0.0695,0.0054,0.6483,0.1002,0.4818,0.0157,0.1686,0.0380
1,SUNDAY,10,0.0939,0.3954,0.3358,0.0450,0.0292,0.0701,0.0054,0.6505,0.1009,0.4826,0.0159,0.1689,0.0380
1,SUNDAY,11,0.0775,0.4449,0.3404,0.0450,0.0305,0.0707,0.0054,0.6489,0.1011,0.4844,0.0159,0.1690,0.0380
1,SUNDAY,12,0.0702,0.4809,0.3438,0.0449,0.0322,0.0718,0.0054,0.6488,0.1011,0.4846,0.0158,0.1690,0.0380
1,SUNDAY,13,0.0662,0.4987,0.3454,0.0450,0.0303,0.0719,0.0054,0.6466,0.1008,0.4818,0.0156,0.1688,0.0378
1,SUNDAY,14,0.0673,0.4971,0.3469,0.0450,0.0289,0.0729,0.0054,0.6447,0.1000,0.4769,0.0152,0.1684,0.0376
1,SUNDAY,15,0.0720,0.4668,0.3459,0.0450,0.0282,0.0728,0.0054,0.6162,0.0971,0.4436,0.0147,0.1675,0.0372
1,SUNDAY,16,0.0750,0.3947,0.3379,0.0449,0.0290,0.0713,0.0054,0.6113,0.0931,0.4020,0.0139,0.1547,0.0339
1,SUNDAY,17,0.0810,0.3582,0.3323,0.0448,0.0294,0.0706,0.0583,0.5758,0.0865,0.3549,0.0129,0.1447,0.0306
1,SUNDAY,18,0.0931,0.3238,0.3303,0.0447,0.0268,0.0690,0.1001,0.5636,0.0815,0.3290,0.0114,0.1330,0.0270
1,SUNDAY,19,0.1030,0.2814,0.3166,0.0444,0.0238,0.0684,0.0966,0.5453,0.0765,0.3085,0.0084,0.1248,0.0243
1,SUNDAY,20,0.1124,0.2574,0.3074,0.0437,0.0207,0.0678,0.0966,0.5163,0.0724,0.2940,0.0064,0.1165,0.0227
1,SUNDAY,21,0.1121,0.2238,0.3055,0.0435,0.0174,0.0658,0.0966,0.4871,0.0700,0.2777,0.0061,0.1111,0.0221
1,SUNDAY,22,0.1205,0.2005,0.3061,0.0435,0.0113,0.0647,0.1020,0.4221,0.0682,0.2675,0.0060,0.1009,0.0217
1,SUNDAY,23,0.1366,0.1883,0.3001,0.0435,0.0042,0.0629,0.1020,0.3910,0.0666,0.2524,0.0060,0.0925,0.0217
1,HOLIDAY,0,0.1275,0.1196,0.2953,0.0435,0.0041,0.0621,0.1020,0.4012,0.0642,0.2417,0.0060,0.0860,0.0216
1,HOLIDAY,1,0.1652,0.1631,0.2984,0.0435,0.0040,0.0613,0.1020,0.3953,0.0640,0.2369,0.0060,0.0782,0.0216
1,HOLIDAY,2,0.1306,0.1157,0.3133,0.0435,0.0041,0.0610,0.1010,0.3914,0.0645,0.2353,0.0066,0.0769,0.0224
1,HOLIDAY,3,0.1361,0.1163,0.3007,0.0436,0.0047,0.0613,0.1010,0.3984,0.0699,0.2474,0.0097,0.0822,0.0253
1,HOLIDAY,4,0.1363,0.1147,0.3138,0.0439,0.0069,0.0628,0.1010,0.4204,0.0740,0.2652,0.0113,0.0949,0.0283
1,HOLIDAY,5,0.1731,0.1603,0.3158,0.0446,0.0142,0.0655,0.0991,0.4524,0.0808,0.3146,0.0139,0.1321,0.0336
1,HOLIDAY,6,0.1398,0.1249,0.3228,0.0450,0.0195,0.0667,0.0583,0.5132,0.0878,0.3747,0.0148,0.1538,0.0364
1,HOLIDAY,7,0.1398,0.1364,0.3274,0.0452,0.0253,0.0676,0.0054,0.5892,0.0945,0.4282,0.0153,0.1635,0.0373
1,HOLIDAY,8,0.1689,0.2017,0.3168,0.0455,0.0266,0.0683,0.0054,0.6305,0.0981,0.4604,0.0156,0.1673,0.0377
1,HOLIDAY,9,0.1402,0.2292,0.3125,0.0454,0.0267,0.0704,0.0054,0.6319,0.0991,0.4799,0.0158,0.1678,0.0378
1,HOLIDAY,10,0.1168,0.2813,0.3107,0.0454,0.0272,0.0710,0.0054,0.6315,0.0994,0.4801,0.0159,0.1680,0.0378
1,HOLIDAY,11,0.0938,0.3151,0.3099,0.0454,0.0282,0.0715,0.0054,0.6281,0.0994,0.4813,0.0159,0.1681,0.0378
1,HOLIDAY,12,0.0703,0.3456,0.3117,0.0453,0.0298,0.0727,0.0054,0.6280,0.0994,0.4813,0.0159,0.1681,0.0378
1,HOLIDAY,13,0.0671,0.3627,0.3121,0.0453,0.0283,0.0727,0.0054,0.6279,0.0994,0.4794,0.0159,0.1681,0.0378
1,HOLIDAY,14,0.0665,0.3748,0.3143,0.0453,0.0272,0.0737,0.0054,0.6285,0.0992,0.4756,0.0158,0.1680,0.0378
1,HOLIDAY,15,0.0705,0.3566,0.3163,0.0453,0.0267,0.0736,0.0054,0.6037,0.0988,0.4514,0.0155,0.1670,0.0376
1,HOLIDAY,16,0.0728,0.3480,0.3132,0.0452,0.0273,0.0722,0.0054,0.6015,0.0971,0.4094,0.0151,0.1563,0.0351
1,HOLIDAY,17,0.0850,0.3226,0.3112,0.0449,0.0277,0.0714,0.0583,0.5695,0.0903,0.3669,0.0144,0.1465,0.0320
1,HOLIDAY,18,0.1049,0.2825,0.3101,0.0447,0.0250,0.0696,0.1001,0.5639,0.0856,0.3341,0.0132,0.1356,0.0288
1,HOLIDAY,19,0.1341,0.2499,0.3312,0.0444,0.0223,0.0690,0.0966,0.5436,0.0811,0.3156,0.0111,0.1264,0.0259
1,HOLIDAY,20,0.1332,0.2237,0.3049,0.0437,0.0197,0.0682,0.0966,0.5119,0.0759,0.2988,0.0079,0.1162,0.0235
1,HOLIDAY,21,0.1477,0.2083,0.3238,0.0435,0.0166,0.0661,0.0966,0.4781,0.0706,0.2784,0.0063,0.1091,0.0220
1,HOLIDAY,22,0.1572,0.1889,0.3086,0.0435,0.0110,0.0649,0.1020,0.4128,0.0679,0.2658,0.0060,0.0996,0.0216
1,HOLIDAY,23,0.1586,0.1777,0.3207,0.0435,0.0043,0.0629,0.1020,0.3881,0.0663,0.2472,0.0060,0.0914,0.0216
2,WEEKDAY,0,0.1297,0.1895,0.3044,0.0440,0.0041,0.0624,0.1020,0.4030,0.0637,0.2417,0.0060,0.0860,0.0216
2,WEEKDAY,1,0.1348,0.1793,0.3042,0.0440,0.0040,0.0615,0.1020,0.3958,0.0630,0.2369,0.0060,0.0782,0.0216
2,WEEKDAY,2,0.1332,0.1680,0.3037,0.0440,0.0041,0.0613,0.1010,0.3912,0.0639,0.2354,0.0066,0.0770,0.0224
2,WEEKDAY,3,0.1281,0.1600,0.3046,0.0443,0.0047,0.0617,0.1010,0.3978,0.0700,0.2481,0.0097,0.0824,0.0253
2,WEEKDAY,4,0.1300,0.1601,0.3038,0.0461,0.0073,0.0633,0.1010,0.4264,0.0747,0.2663,0.0114,0.0957,0.0285
2,WEEKDAY,5,0.1292,0.1617,0.3069,0.0541,0.0161,0.0665,0.0991,0.4686,0.0824,0.3169,0.0139,0.1333,0.0345
2,WEEKDAY,6,0.1232,0.1862,0.3195,0.0645,0.0246,0.0680,0.0583,0.5532,0.0933,0.3808,0.0150,0.1564,0.0419
2,WEEKDAY,7,0.1598,0.2332,0.3500,0.0752,0.0364,0.0694,0.0054,0.6517,0.1076,0.4399,0.0155,0.1693,0.0556
2,WEEKDAY,8,0.1458,0.3283,0.3652,0.0812,0.0418,0.0707,0.0054,0.7080,0.1173,0.4765,0.0158,0.1749,0.0677
2,WEEKDAY,9,0.1220,0.4155,0.3779,0.0833,0.0431,0.0728,0.0054,0.7164,0.1217,0.4974,0.0159,0.1759,0.0733
2,WEEKDAY,10,0.0986,0.4940,0.3842,0.0837,0.0439,0.0732,0.0054,0.7161,0.1233,0.4976,0.0159,0.1763,0.0751
2,WEEKDAY,11,0.0813,0.5524,0.3881,0.0843,0.0449,0.0736,0.0054,0.7108,0.1235,0.4988,0.0159,0.1763,0.0754
2,WEEKDAY,12,0.0700,0.5941,0.3905,0.0837,0.0463,0.0747,0.0054,0.7105,0.1235,0.4988,0.0159,0.1763,0.0754
2,WEEKDAY,13,0.0655,0.6106,0.3910,0.0824,0.0444,0.0747,0.0054,0.7111,0.1230,0.4969,0.0159,0.1763,0.0754
2,WEEKDAY,14,0.0649,0.6106,0.3909,0.0808,0.0425,0.0756,0.0054,0.7121,0.1221,0.4924,0.0159,0.1761,0.0741
2,WEEKDAY,15,0.0666,0.5924,0.3906,0.0776,0.0405,0.0754,0.0054,0.6844,0.1196,0.4659,0.0157,0.1747,0.0690
2,WEEKDAY,16,0.0716,0.5344,0.3873,0.0715,0.0389,0.0738,0.0054,0.6731,0.1147,0.4201,0.0154,0.1630,0.0574
2,WEEKDAY,17,0.0800,0.4454,0.3728,0.0625,0.0362,0.0727,0.0583,0.6310,0.1006,0.3723,0.0145,0.1516,0.0434
2,WEEKDAY,18,0.0924,0.3888,0.3616,0.0537,0.0312,0.0707,0.1001,0.6129,0.0901,0.3362,0.0129,0.1388,0.0319
2,WEEKDAY,19,0.1026,0.3414,0.3454,0.0494,0.0269,0.0699,0.0966,0.5791,0.0834,0.3171,0.0103,0.1280,0.0260
2,WEEKDAY,20,0.1011,0.2880,0.3254,0.0459,0.0222,0.0690,0.0966,0.5363,0.0777,0.3010,0.0078,0.1168,0.0234
2,WEEKDAY,21,0.1088,0.2565,0.3198,0.0442,0.0181,0.0666,0.0966,0.4960,0.0709,0.2791,0.0063,0.1093,0.0220
2,WEEKDAY,22,0.1158,0.2308,0.3159,0.0440,0.0119,0.0653,0.1020,0.4241,0.0679,0.2661,0.0060,0.0997,0.0216
2,WEEKDAY,23,0.1222,0.2085,0.3133,0.0440,0.0043,0.0633,0.1020,0.3930,0.0662,0.2473,0.0060,0.0914,0.0216
2,SATURDAY,0,0.1260,0.1866,0.2903,0.0440,0.0041,0.0624,0.1020,0.3994,0.0640,0.2447,0.0060,0.0860,0.0216
2,SATURDAY,1,0.1254,0.1633,0.2896,0.0440,0.0040,0.0615,0.1020,0.3928,0.0631,0.2380,0.0060,0.0782,0.0216
2,SATURDAY,2,0.1370,0.1655,0.2927,0.0440,0.0041,0.0612,0.1010,0.3900,0.0633,0.2351,0.0066,0.0774,0.0226
2,SATURDAY,3,0.1297,0.1516,0.2928,0.0441,0.0047,0.0614,0.1010,0.3951,0.0664,0.2505,0.0097,0.0839,0.0259
2,SATURDAY,4,0.1224,0.1428,0.2969,0.0444,0.0070,0.0628,0.1010,0.4216,0.0715,0.2751,0.0112,0.0945,0.0281
2,SATURDAY,5,0.1251,0.1452,0.2952,0.0450,0.0151,0.0655,0.0991,0.4611,0.0818,0.3254,0.0137,0.1272,0.0325
2,SATURDAY,6,0.1309,0.1538,0.3020,0.0456,0.0217,0.0665,0.0583,0.5259,0.0905,0.3758,0.0147,0.1524,0.0434
2,SATURDAY,7,0.1294,0.1963,0.3175,0.0474,0.0294,0.0674,0.0054,0.6208,0.1019,0.4436,0.0152,0.1639,0.0632
2,SATURDAY,8,0.1299,0.2811,0.3265,0.0488,0.0312,0.0681,0.0054,0.6737,0.1105,0.4695,0.0156,0.1679,0.0749
2,SATURDAY,9,0.1058,0.3522,0.3457,0.0499,0.0318,0.0700,0.0054,0.6809,0.1153,0.4818,0.0157,0.1686,0.0784
2,SATURDAY,10,0.0900,0.4243,0.3498,0.0499,0.0329,0.0704,0.0054,0.6839,0.1169,0.4826,0.0159,0.1689,0.0793
2,SATURDAY,11,0.0806,0.4638,0.3535,0.0497,0.0341,0.0708,0.0054,0.6817,0.1169,0.4844,0.0159,0.1690,0.0774
2,SATURDAY,12,0.0746,0.4981,0.3549,0.0498,0.0353,0.0718,0.0054,0.6795,0.1143,0.4846,0.0158,0.1690,0.0715
2,SATURDAY,13,0.0712,0.5126,0.3587,0.0497,0.0325,0.0718,0.0054,0.6727,0.1097,0.4818,0.0156,0.1688,0.0634
2,SATURDAY,14,0.0700,0.5110,0.3596,0.0492,0.0300,0.0728,0.0054,0.6612,0.1050,0.4769,0.0152,0.1684,0.0535
2,SATURDAY,15,0.0725,0.4960,0.3624,0.0484,0.0285,0.0727,0.0054,0.6220,0.0941,0.4436,0.0147,0.1674,0.0431
2,SATURDAY,16,0.0761,0.4321,0.3428,0.0472,0.0291,0.0712,0.0054,0.6120,0.0930,0.4020,0.0139,0.1544,0.0346
2,SATURDAY,17,0.0833,0.3719,0.3348,0.0456,0.0294,0.0707,0.0583,0.5758,0.0856,0.3549,0.0129,0.1444,0.0305
2,SATURDAY,18,0.0907,0.3327,0.3299,0.0451,0.0268,0.0691,0.1001,0.5636,0.0788,0.3290,0.0114,0.1326,0.0270
2,SATURDAY,19,0.0958,0.2953,0.3172,0.0449,0.0238,0.0685,0.0966,0.5453,0.0756,0.3085,0.0084,0.1248,0.0243
2,SATURDAY,20,0.1021,0.2732,0.3066,0.0442,0.0207,0.0679,0.0966,0.5163,0.0721,0.2940,0.0064,0.1159,0.0226
2,SATURDAY,21,0.1095,0.2430,0.3039,0.0440,0.0174,0.0660,0.0966,0.4871,0.0699,0.2777,0.0061,0.1101,0.0220
2,SATURDAY,22,0.1163,0.2223,0.3020,0.0440,0.0113,0.0649,0.1020,0.4221,0.0682,0.2675,0.0060,0.0998,0.0216
2,SATURDAY,23,0.1297,0.1955,0.2998,0.0440,0.0042,0.0631,0.1020,0.3910,0.0666,0.2524,0.0060,0.0914,0.0216
2,SUNDAY,0,0.1322,0.1850,0.2912,0.0440,0.0041,0.0624,0.1020,0.3994,0.0640,0.2447,0.0060,0.0870,0.0217
2,SUNDAY,1,0.1397,0.1740,0.2912,0.0440,0.0040,0.0615,0.1020,0.3928,0.0631,0.2380,0.0060,0.0793,0.0217
2,SUNDAY,2,0.1427,0.1683,0.2914,0.0440,0.0041,0.0612,0.1010,0.3900,0.0639,0.2351,0.0066,0.0786,0.0227
2,SUNDAY,3,0.1445,0.1639,0.2919,0.0441,0.0047,0.0614,0.1010,0.3951,0.0701,0.2505,0.0097,0.0850,0.0260
2,SUNDAY,4,0.1446,0.1640,0.2959,0.0444,0.0070,0.0628,0.1010,0.4216,0.0744,0.2751,0.0112,0.0956,0.0282
2,SUNDAY,5,0.1479,0.1653,0.2974,0.0450,0.0151,0.0655,0.0991,0.4602,0.0815,0.3254,0.0137,0.1282,0.0319
2,SUNDAY,6,0.1494,0.1746,0.3070,0.0453,0.0209,0.0665,0.0583,0.5189,0.0863,0.3758,0.0147,0.1531,0.0359
2,SUNDAY,7,0.1390,0.2132,0.3191,0.0455,0.0272,0.0673,0.0054,0.6019,0.0927,0.4436,0.0152,0.1643,0.0374
