Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0065,0.0014,0.0360,0.0047,0.0001,0.1348,0.1084,0.0719,0.0069,0.0119,0.0467,0.0074
1,WEEKDAY,1,0.0070,0.0013,0.0504,0.0047,0.0001,0.1350,0.1084,0.0682,0.0069,0.0119,0.0459,0.0071
1,WEEKDAY,2,0.0074,0.0012,0.0372,0.0048,0.0002,0.1350,0.1084,0.0686,0.0073,0.0127,0.0459,0.0072
1,WEEKDAY,3,0.0082,0.0011,0.0515,0.0051,0.0004,0.1355,0.1084,0.1007,0.0086,0.0146,0.0494,0.0082
1,WEEKDAY,4,0.0079,0.0012,0.0407,0.0066,0.0016,0.1365,0.1084,0.2038,0.0135,0.0206,0.0693,0.0130
1,WEEKDAY,5,0.0086,0.0013,0.0536,0.0089,0.0034,0.1451,0.0799,0.3592,0.0223,0.0291,0.0908,0.0205
1,WEEKDAY,6,0.0859,0.0011,0.0698,0.0111,0.0049,0.1441,0.0799,0.4675,0.0317,0.0401,0.1049,0.0273
1,WEEKDAY,7,0.5617,0.0012,0.1541,0.0124,0.0067,0.1384,0.0067,0.5205,0.0397,0.0500,0.1174,0.0321
1,WEEKDAY,8,0.4746,0.0043,0.1459,0.0133,0.0078,0.1347,0.0000,0.4937,0.0441,0.0562,0.1226,0.0338
1,WEEKDAY,9,0.4236,0.0099,0.1363,0.0132,0.0081,0.1446,0.0000,0.4953,0.0454,0.0581,0.1246,0.0341
1,WEEKDAY,10,0.2715,0.0191,0.1212,0.0131,0.0081,0.1484,0.0000,0.4945,0.0458,0.0586,0.1261,0.0343
1,WEEKDAY,11,0.1978,0.0241,0.1148,0.0134,0.0081,0.1531,0.0000,0.4928,0.0458,0.0586,0.1304,0.0348
1,WEEKDAY,12,0.1923,0.0277,0.1131,0.0132,0.0081,0.1643,0.0000,0.4911,0.0458,0.0586,0.1304,0.0346
1,WEEKDAY,13,0.1827,0.0300,0.1113,0.0129,0.0080,0.1672,0.0000,0.4900,0.0453,0.0585,0.1304,0.0344
1,WEEKDAY,14,0.1659,0.0291,0.1091,0.0127,0.0077,0.1769,0.0000,0.4871,0.0444,0.0575,0.1302,0.0341
1,WEEKDAY,15,0.1466,0.0240,0.1073,0.0125,0.0067,0.1781,0.0000,0.4680,0.0414,0.0548,0.1285,0.0329
1,WEEKDAY,16,0.1508,0.0151,0.1042,0.0114,0.0053,0.1699,0.0000,0.4337,0.0349,0.0489,0.1237,0.0289
1,WEEKDAY,17,0.1758,0.0060,0.1022,0.0096,0.0036,0.1667,0.0799,0.3853,0.0250,0.0392,0.1163,0.0237
1,WEEKDAY,18,0.0111,0.0038,0.0138,0.0076,0.0026,0.1552,0.0904,0.2972,0.0170,0.0297,0.1080,0.0190
1,WEEKDAY,19,0.0116,0.0032,0.0139,0.0063,0.0019,0.1517,0.1082,0.2265,0.0118,0.0242,0.0962,0.0150
1,WEEKDAY,20,0.0127,0.0025,0.0233,0.0056,0.0007,0.1500,0.1084,0.1742,0.0089,0.0192,0.0648,0.0106
1,WEEKDAY,21,0.0135,0.0022,0.0307,0.0054,0.0004,0.1420,0.1084,0.1454,0.0078,0.0169,0.0560,0.0091
1,WEEKDAY,22,0.0145,0.0023,0.0327,0.0053,0.0007,0.1440,0.1084,0.1089,0.0074,0.0171,0.0644,0.0095
1,WEEKDAY,23,0.0046,0.0020,0.0373,0.0050,0.0003,0.1351,0.1084,0.0818,0.0070,0.0155,0.0533,0.0083
1,SATURDAY,0,0.0000,0.0014,0.0356,0.0047,0.0016,0.1348,0.1084,0.0599,0.0071,0.0117,0.0445,0.0085
1,SATURDAY,1,0.0025,0.0011,0.0239,0.0047,0.0017,0.1350,0.1084,0.0604,0.0071,0.0118,0.0469,0.0086
1,SATURDAY,2,0.0028,0.0011,0.0491,0.0047,0.0018,0.1350,0.1084,0.0639,0.0073,0.0121,0.0612,0.0090
1,SATURDAY,3,0.0031,0.0010,0.0253,0.0048,0.0018,0.1353,0.1084,0.0746,0.0082,0.0131,0.0739,0.0097
1,SATURDAY,4,0.0058,0.0010,0.0523,0.0049,0.0019,0.1356,0.1084,0.0917,0.0099,0.0144,0.0769,0.0105
