Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.1093,0.0364,0.1687,0.0173,0.0161,0.1988,0.1553,0.2004,0.0834,0.0511,0.1051,0.0460,0.0124
1,WEEKDAY,1,0.1185,0.0334,0.1690,0.0166,0.0134,0.1981,0.1522,0.1894,0.0828,0.0476,0.1029,0.0439,0.0118
1,WEEKDAY,2,0.1258,0.0320,0.1678,0.0164,0.0138,0.1979,0.1489,0.1881,0.0831,0.0469,0.1033,0.0444,0.0121
1,WEEKDAY,3,0.1318,0.0309,0.1703,0.0170,0.0194,0.1985,0.1483,0.1991,0.0852,0.0500,0.1060,0.0474,0.0144
1,WEEKDAY,4,0.1473,0.0326,0.1765,0.0198,0.0294,0.2001,0.1430,0.2390,0.0894,0.0598,0.1151,0.0595,0.0207
1,WEEKDAY,5,0.1540,0.0327,0.1877,0.0243,0.0471,0.2097,0.1398,0.3124,0.1005,0.0766,0.1419,0.0812,0.0304
1,WEEKDAY,6,0.1850,0.0427,0.2325,0.0306,0.0689,0.2109,0.1272,0.4391,0.1250,0.0987,0.1584,0.1064,0.0429
1,WEEKDAY,7,0.2717,0.0610,0.2838,0.0371,0.0882,0.2100,0.0264,0.5773,0.1566,0.1216,0.1780,0.1362,0.0569
1,WEEKDAY,8,0.2443,0.0694,0.3086,0.0435,0.1030,0.2086,0.0023,0.6726,0.1812,0.1396,0.2015,0.1524,0.0645
1,WEEKDAY,9,0.1908,0.0937,0.3173,0.0478,0.1160,0.2169,0.0019,0.7150,0.1964,0.1494,0.2269,0.1597,0.0676
1,WEEKDAY,10,0.1609,0.1208,0.3213,0.0512,0.1287,0.2197,0.0019,0.7286,0.2032,0.1543,0.2339,0.1628,0.0689
1,WEEKDAY,11,0.1317,0.1482,0.3215,0.0529,0.1401,0.2230,0.0019,0.7288,0.2045,0.1557,0.2331,0.1636,0.0691
1,WEEKDAY,12,0.1142,0.1745,0.3212,0.0531,0.1402,0.2321,0.0019,0.7305,0.2043,0.1556,0.2291,0.1631,0.0690
1,WEEKDAY,13,0.1034,0.1921,0.3224,0.0520,0.1298,0.2343,0.0019,0.7309,0.2016,0.1543,0.2268,0.1621,0.0688
1,WEEKDAY,14,0.0993,0.2005,0.3221,0.0508,0.1212,0.2430,0.0024,0.7225,0.1961,0.1514,0.2250,0.1581,0.0668
1,WEEKDAY,15,0.0979,0.1942,0.3129,0.0487,0.1171,0.2444,0.0030,0.7015,0.1854,0.1457,0.2213,0.1506,0.0620
1,WEEKDAY,16,0.1129,0.1641,0.3049,0.0457,0.1173,0.2374,0.0051,0.6601,0.1670,0.1362,0.2161,0.1369,0.0524
1,WEEKDAY,17,0.1258,0.1333,0.2833,0.0415,0.1172,0.2351,0.1373,0.5905,0.1410,0.1219,0.2059,0.1193,0.0410
1,WEEKDAY,18,0.1074,0.1061,0.2481,0.0368,0.1114,0.2255,0.1660,0.5114,0.1177,0.1078,0.1941,0.1051,0.0315
1,WEEKDAY,19,0.0893,0.0778,0.2241,0.0329,0.0978,0.2223,0.1898,0.4519,0.1040,0.0970,0.1848,0.0920,0.0254
1,WEEKDAY,20,0.0859,0.0662,0.2150,0.0295,0.0809,0.2202,0.1929,0.3969,0.0963,0.0868,0.1640,0.0786,0.0211
1,WEEKDAY,21,0.0930,0.0551,0.2066,0.0260,0.0613,0.2111,0.1881,0.3359,0.0908,0.0762,0.1439,0.0689,0.0181
1,WEEKDAY,22,0.0948,0.0444,0.1832,0.0225,0.0410,0.2100,0.1769,0.2752,0.0875,0.0672,0.1287,0.0589,0.0160
1,WEEKDAY,23,0.0993,0.0384,0.1768,0.0189,0.0246,0.2004,0.1713,0.2286,0.0847,0.0582,0.1175,0.0513,0.0138
1,SATURDAY,0,0.0864,0.0348,0.1603,0.0174,0.0182,0.1990,0.1553,0.1941,0.0825,0.0504,0.1050,0.0437,0.0121
1,SATURDAY,1,0.0982,0.0320,0.1586,0.0165,0.0149,0.1982,0.1522,0.1847,0.0819,0.0472,0.1034,0.0419,0.0117
1,SATURDAY,2,0.1059,0.0301,0.1590,0.0163,0.0137,0.1979,0.1489,0.1830,0.0821,0.0465,0.1060,0.0430,0.0122
1,SATURDAY,3,0.1102,0.0296,0.1587,0.0167,0.0183,0.1983,0.1483,0.1880,0.0835,0.0489,0.1085,0.0459,0.0138
1,SATURDAY,4,0.1207,0.0291,0.1635,0.0183,0.0278,0.1997,0.1430,0.2056,0.0855,0.0548,0.1141,0.0528,0.0167
1,SATURDAY,5,0.1216,0.0298,0.1666,0.0210,0.0435,0.2089,0.1398,0.2382,0.0891,0.0646,0.1371,0.0650,0.0207
1,SATURDAY,6,0.1263,0.0331,0.1858,0.0254,0.0593,0.2095,0.1272,0.2964,0.0952,0.0772,0.1500,0.0777,0.0258
1,SATURDAY,7,0.1512,0.0387,0.2118,0.0311,0.0733,0.2078,0.0264,0.3621,0.1044,0.0898,0.1640,0.0902,0.0311
1,SATURDAY,8,0.1620,0.0413,0.2300,0.0350,0.0853,0.2056,0.0023,0.4186,0.1132,0.1002,0.1789,0.0994,0.0352
1,SATURDAY,9,0.1499,0.0542,0.2401,0.0372,0.0976,0.2135,0.0019,0.4600,0.1203,0.1068,0.1933,0.1051,0.0373
1,SATURDAY,10,0.1282,0.0733,0.2473,0.0382,0.1103,0.2160,0.0019,0.4756,0.1252,0.1112,0.1999,0.1078,0.0382
1,SATURDAY,11,0.1103,0.0891,0.2447,0.0388,0.1197,0.2193,0.0019,0.4772,0.1263,0.1119,0.2013,0.1083,0.0382
1,SATURDAY,12,0.0965,0.1019,0.2424,0.0386,0.1203,0.2284,0.0019,0.4729,0.1243,0.1108,0.2015,0.1074,0.0379
1,SATURDAY,13,0.0881,0.1124,0.2403,0.0375,0.1122,0.2307,0.0019,0.4588,0.1200,0.1092,0.2017,0.1057,0.0372
1,SATURDAY,14,0.0802,0.1182,0.2392,0.0370,0.1065,0.2396,0.0024,0.4451,0.1160,0.1078,0.2015,0.1029,0.0362
1,SATURDAY,15,0.0785,0.1151,0.2353,0.0366,0.1048,0.2415,0.0030,0.4318,0.1121,0.1057,0.2008,0.0993,0.0344
1,SATURDAY,16,0.0857,0.1034,0.2300,0.0351,0.1073,0.2350,0.0051,0.4168,0.1083,0.1023,0.1981,0.0933,0.0311
