Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0261,0.0094,0.1395,0.0081,0.0040,0.1419,0.3486,0.3235,0.0182,0.0719,0.0192,0.0119
1,WEEKDAY,1,0.0278,0.0091,0.1328,0.0079,0.0029,0.1420,0.3356,0.3215,0.0179,0.0698,0.0186,0.0110
1,WEEKDAY,2,0.0316,0.0079,0.1291,0.0079,0.0027,0.1420,0.3356,0.3215,0.0179,0.0696,0.0186,0.0110
1,WEEKDAY,3,0.0368,0.0073,0.1259,0.0080,0.0028,0.1419,0.3356,0.3228,0.0180,0.0702,0.0193,0.0120
1,WEEKDAY,4,0.0390,0.0069,0.1260,0.0091,0.0049,0.1423,0.3196,0.3373,0.0189,0.0764,0.0232,0.0177
1,WEEKDAY,5,0.0348,0.0083,0.1412,0.0133,0.0126,0.1489,0.3052,0.4058,0.0227,0.0966,0.0311,0.0292
1,WEEKDAY,6,0.0608,0.0084,0.1622,0.0176,0.0195,0.1499,0.1626,0.5241,0.0289,0.1131,0.0390,0.0410
1,WEEKDAY,7,0.0806,0.0250,0.2407,0.0246,0.0382,0.1505,0.0045,0.7437,0.0367,0.1281,0.0523,0.0517
1,WEEKDAY,8,0.4358,0.0305,0.4675,0.0316,0.0430,0.1518,0.0045,1.0254,0.0437,0.1407,0.0688,0.0588
1,WEEKDAY,9,0.1670,0.1152,0.5109,0.0340,0.0470,0.1592,0.0045,1.0857,0.0508,0.1504,0.0851,0.0631
1,WEEKDAY,10,0.1398,0.2114,0.5529,0.0356,0.0499,0.1626,0.0013,1.0960,0.0543,0.1549,0.0925,0.0642
1,WEEKDAY,11,0.0886,0.2833,0.5514,0.0370,0.0517,0.1659,0.0013,1.0960,0.0557,0.1568,0.0939,0.0645
1,WEEKDAY,12,0.0509,0.3404,0.5578,0.0368,0.0518,0.1724,0.0013,1.0960,0.0559,0.1570,0.0940,0.0645
1,WEEKDAY,13,0.0270,0.3879,0.5613,0.0355,0.0499,0.1736,0.0013,1.0960,0.0559,0.1570,0.0940,0.0645
1,WEEKDAY,14,0.0241,0.4140,0.5640,0.0362,0.0470,0.1791,0.0013,1.1060,0.0559,0.1570,0.0939,0.0641
1,WEEKDAY,15,0.0160,0.4003,0.5633,0.0367,0.0471,0.1792,0.0013,1.1049,0.0557,0.1567,0.0929,0.0599
1,WEEKDAY,16,0.0106,0.3264,0.5568,0.0358,0.0444,0.1731,0.0013,1.1060,0.0545,0.1545,0.0895,0.0466
1,WEEKDAY,17,0.0245,0.2653,0.5526,0.0335,0.0405,0.1709,0.2007,1.0736,0.0517,0.1504,0.0854,0.0351
1,WEEKDAY,18,0.0350,0.2034,0.5500,0.0299,0.0278,0.1640,0.3944,1.0360,0.0473,0.1447,0.0798,0.0264
1,WEEKDAY,19,0.0600,0.1494,0.5406,0.0248,0.0232,0.1617,0.4028,0.9667,0.0418,0.1363,0.0727,0.0217
1,WEEKDAY,20,0.0264,0.1016,0.3388,0.0184,0.0178,0.1597,0.4159,0.7807,0.0358,0.1238,0.0617,0.0185
1,WEEKDAY,21,0.0304,0.0420,0.2768,0.0123,0.0124,0.1527,0.4199,0.6189,0.0301,0.1088,0.0467,0.0157
1,WEEKDAY,22,0.0113,0.0170,0.2003,0.0102,0.0088,0.1503,0.4199,0.4858,0.0258,0.0948,0.0323,0.0140
1,WEEKDAY,23,0.0172,0.0106,0.1452,0.0089,0.0055,0.1430,0.4113,0.3562,0.0211,0.0798,0.0229,0.0130
1,SATURDAY,0,0.0146,0.0088,0.1443,0.0081,0.0040,0.1419,0.3486,0.3232,0.0182,0.0719,0.0190,0.0119
1,SATURDAY,1,0.0199,0.0075,0.1451,0.0079,0.0029,0.1420,0.3356,0.3215,0.0179,0.0698,0.0186,0.0110
1,SATURDAY,2,0.0248,0.0061,0.1398,0.0079,0.0027,0.1420,0.3356,0.3215,0.0179,0.0696,0.0186,0.0109
1,SATURDAY,3,0.0285,0.0058,0.1341,0.0080,0.0028,0.1419,0.3356,0.3227,0.0180,0.0699,0.0189,0.0113
1,SATURDAY,4,0.0335,0.0054,0.1233,0.0089,0.0041,0.1422,0.3196,0.3352,0.0189,0.0741,0.0203,0.0139
1,SATURDAY,5,0.0316,0.0054,0.1425,0.0128,0.0097,0.1488,0.3052,0.3966,0.0224,0.0905,0.0248,0.0213
1,SATURDAY,6,0.0590,0.0052,0.1624,0.0171,0.0153,0.1498,0.1626,0.5116,0.0283,0.1063,0.0312,0.0304
1,SATURDAY,7,0.0642,0.0227,0.2399,0.0234,0.0358,0.1502,0.0045,0.6993,0.0353,0.1213,0.0443,0.0394
1,SATURDAY,8,0.2634,0.0316,0.4676,0.0306,0.0433,0.1514,0.0045,0.9777,0.0431,0.1361,0.0609,0.0460
1,SATURDAY,9,0.0665,0.1055,0.5101,0.0333,0.0498,0.1589,0.0045,1.0735,0.0503,0.1471,0.0784,0.0499
1,SATURDAY,10,0.0583,0.2209,0.5525,0.0349,0.0535,0.1625,0.0013,1.0992,0.0536,0.1524,0.0859,0.0510
1,SATURDAY,11,0.0191,0.3004,0.5511,0.0355,0.0558,0.1657,0.0013,1.0994,0.0542,0.1544,0.0880,0.0512
1,SATURDAY,12,0.0119,0.3957,0.5573,0.0349,0.0560,0.1720,0.0013,1.0946,0.0531,0.1542,0.0883,0.0512
1,SATURDAY,13,0.0101,0.4463,0.5609,0.0333,0.0537,0.1731,0.0013,1.0877,0.0520,0.1538,0.0883,0.0512
1,SATURDAY,14,0.0011,0.4765,0.5617,0.0338,0.0501,0.1785,0.0013,1.0914,0.0513,0.1535,0.0882,0.0509
1,SATURDAY,15,0.0000,0.4601,0.5607,0.0343,0.0498,0.1785,0.0013,1.0872,0.0507,0.1531,0.0874,0.0478
1,SATURDAY,16,0.0016,0.3957,0.5550,0.0336,0.0463,0.1724,0.0013,1.0861,0.0496,0.1514,0.0846,0.0379
1,SATURDAY,17,0.0028,0.3041,0.5475,0.0316,0.0417,0.1704,0.2007,1.0500,0.0474,0.1475,0.0815,0.0295
1,SATURDAY,18,0.0054,0.2343,0.5422,0.0283,0.0269,0.1636,0.3944,1.0041,0.0439,0.1413,0.0769,0.0235
1,SATURDAY,19,0.0101,0.1603,0.5405,0.0235,0.0224,0.1615,0.4028,0.9163,0.0389,0.1333,0.0704,0.0205
1,SATURDAY,20,0.0195,0.0762,0.3151,0.0176,0.0176,0.1596,0.4159,0.7327,0.0341,0.1216,0.0575,0.0181
1,SATURDAY,21,0.0269,0.0431,0.2455,0.0117,0.0123,0.1527,0.4199,0.5566,0.0288,0.1081,0.0414,0.0156
1,SATURDAY,22,0.0107,0.0156,0.1811,0.0099,0.0086,0.1503,0.4199,0.4509,0.0251,0.0942,0.0278,0.0139
1,SATURDAY,23,0.0187,0.0110,0.1513,0.0088,0.0055,0.1429,0.4113,0.3497,0.0209,0.0798,0.0216,0.0130
1,SUNDAY,0,0.0213,0.0065,0.1390,0.0081,0.0042,0.1419,0.3486,0.3252,0.0182,0.0718,0.0189,0.0119
1,SUNDAY,1,0.0263,0.0059,0.1317,0.0079,0.0029,0.1420,0.3356,0.3212,0.0180,0.0698,0.0186,0.0110
1,SUNDAY,2,0.0296,0.0056,0.1315,0.0079,0.0027,0.1420,0.3356,0.3211,0.0179,0.0696,0.0186,0.0109
1,SUNDAY,3,0.0351,0.0054,0.1311,0.0080,0.0027,0.1418,0.3356,0.3221,0.0180,0.0697,0.0186,0.0109
1,SUNDAY,4,0.0393,0.0050,0.1286,0.0085,0.0037,0.1421,0.3196,0.3303,0.0185,0.0720,0.0188,0.0112
1,SUNDAY,5,0.0424,0.0050,0.1429,0.0107,0.0081,0.1483,0.3052,0.3696,0.0205,0.0819,0.0201,0.0125
1,SUNDAY,6,0.0679,0.0052,0.1421,0.0132,0.0135,0.1489,0.1626,0.4449,0.0244,0.0957,0.0224,0.0137
1,SUNDAY,7,0.0790,0.0224,0.2123,0.0173,0.0329,0.1490,0.0045,0.5579,0.0289,0.1083,0.0312,0.0158
1,SUNDAY,8,0.1109,0.0212,0.2592,0.0255,0.0385,0.1501,0.0045,0.8095,0.0345,0.1225,0.0451,0.0182
1,SUNDAY,9,0.1437,0.0639,0.4943,0.0288,0.0445,0.1575,0.0045,0.9360,0.0415,0.1347,0.0631,0.0212
1,SUNDAY,10,0.0461,0.1603,0.5192,0.0304,0.0483,0.1610,0.0013,0.9939,0.0452,0.1410,0.0753,0.0225
1,SUNDAY,11,0.0292,0.2532,0.5443,0.0319,0.0506,0.1645,0.0013,1.0063,0.0470,0.1440,0.0795,0.0227
1,SUNDAY,12,0.0547,0.3315,0.5510,0.0319,0.0508,0.1710,0.0013,1.0063,0.0473,0.1444,0.0801,0.0227
1,SUNDAY,13,0.0116,0.3714,0.5521,0.0310,0.0487,0.1721,0.0013,1.0063,0.0473,0.1445,0.0800,0.0227
1,SUNDAY,14,0.0120,0.3883,0.5533,0.0315,0.0454,0.1776,0.0013,1.0163,0.0472,0.1444,0.0797,0.0227
1,SUNDAY,15,0.0130,0.3741,0.5521,0.0315,0.0450,0.1777,0.0013,1.0160,0.0470,0.1441,0.0787,0.0225
1,SUNDAY,16,0.0298,0.3077,0.5483,0.0296,0.0407,0.1717,0.0013,1.0095,0.0460,0.1424,0.0771,0.0217
1,SUNDAY,17,0.0425,0.2318,0.5429,0.0258,0.0349,0.1696,0.2007,0.9593,0.0432,0.1363,0.0734,0.0206
1,SUNDAY,18,0.0232,0.1337,0.3431,0.0211,0.0193,0.1629,0.3944,0.8383,0.0389,0.1287,0.0654,0.0195
1,SUNDAY,19,0.0352,0.0600,0.3110,0.0172,0.0155,0.1608,0.4028,0.7279,0.0344,0.1187,0.0528,0.0183
1,SUNDAY,20,0.0355,0.0285,0.2188,0.0141,0.0125,0.1590,0.4159,0.5476,0.0301,0.1049,0.0380,0.0165
1,SUNDAY,21,0.0261,0.0176,0.1790,0.0105,0.0097,0.1521,0.4199,0.4344,0.0262,0.0910,0.0267,0.0148
1,SUNDAY,22,0.0191,0.0122,0.1592,0.0095,0.0077,0.1499,0.4199,0.3864,0.0238,0.0824,0.0213,0.0136
1,SUNDAY,23,0.0228,0.0093,0.1458,0.0090,0.0059,0.1429,0.4113,0.3533,0.0209,0.0772,0.0201,0.0130
1,HOLIDAY,0,0.0339,0.0004,0.0973,0.0081,0.0040,0.1419,0.3486,0.3220,0.0182,0.0719,0.0192,0.0119
1,HOLIDAY,1,0.0331,0.0002,0.0755,0.0079,0.0029,0.1420,0.3356,0.3201,0.0179,0.0698,0.0186,0.0110
1,HOLIDAY,2,0.0472,0.0001,0.0833,0.0079,0.0027,0.1420,0.3356,0.3201,0.0179,0.0696,0.0186,0.0109
1,HOLIDAY,3,0.0487,0.0000,0.0790,0.0080,0.0027,0.1419,0.3356,0.3212,0.0180,0.0699,0.0189,0.0113
1,HOLIDAY,4,0.0527,0.0000,0.0833,0.0085,0.0040,0.1422,0.3196,0.3310,0.0186,0.0736,0.0213,0.0144
1,HOLIDAY,5,0.0474,0.0001,0.1034,0.0109,0.0090,0.1485,0.3052,0.3769,0.0211,0.0871,0.0267,0.0223
1,HOLIDAY,6,0.0746,0.0002,0.1253,0.0132,0.0137,0.1489,0.1626,0.4552,0.0251,0.0980,0.0318,0.0309
1,HOLIDAY,7,0.1042,0.0143,0.1993,0.0160,0.0319,0.1489,0.0045,0.5743,0.0297,0.1074,0.0416,0.0391
1,HOLIDAY,8,0.1210,0.0116,0.2229,0.0214,0.0348,0.1496,0.0045,0.7842,0.0337,0.1153,0.0545,0.0451
1,HOLIDAY,9,0.0611,0.0732,0.2634,0.0230,0.0386,0.1567,0.0045,0.8350,0.0387,0.1219,0.0676,0.0487
1,HOLIDAY,10,0.0196,0.1372,0.3035,0.0239,0.0417,0.1600,0.0013,0.8458,0.0409,0.1249,0.0733,0.0497
1,HOLIDAY,11,0.0157,0.1866,0.3008,0.0249,0.0435,0.1634,0.0013,0.8458,0.0418,0.1261,0.0743,0.0499
1,HOLIDAY,12,0.0062,0.2101,0.3060,0.0248,0.0436,0.1699,0.0013,0.8458,0.0419,0.1263,0.0743,0.0499
1,HOLIDAY,13,0.0056,0.2290,0.3078,0.0239,0.0417,0.1711,0.0013,0.8458,0.0419,0.1263,0.0743,0.0499
1,HOLIDAY,14,0.0052,0.2308,0.3083,0.0243,0.0384,0.1766,0.0013,0.8557,0.0419,0.1263,0.0743,0.0497
1,HOLIDAY,15,0.0050,0.2224,0.3076,0.0247,0.0385,0.1768,0.0013,0.8554,0.0418,0.1261,0.0743,0.0469
1,HOLIDAY,16,0.0173,0.1993,0.3059,0.0243,0.0356,0.1709,0.0013,0.8623,0.0414,0.1253,0.0740,0.0381
1,HOLIDAY,17,0.0247,0.1633,0.3050,0.0233,0.0322,0.1691,0.2007,0.8498,0.0405,0.1239,0.0730,0.0305
1,HOLIDAY,18,0.0258,0.1244,0.3038,0.0215,0.0191,0.1626,0.3944,0.8385,0.0390,0.1219,0.0700,0.0243
