Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0370,0.1213,0.3471,0.1125,0.4385,1.0675,0.6409,0.3357,0.0396,0.0716,0.0688,0.0380
1,WEEKDAY,1,0.0486,0.1012,0.3413,0.0883,0.3383,1.0543,0.6325,0.3005,0.0366,0.0578,0.0662,0.0330
1,WEEKDAY,2,0.0416,0.0829,0.3058,0.0704,0.3040,1.0457,0.5907,0.2800,0.0349,0.0438,0.0688,0.0309
1,WEEKDAY,3,0.0439,0.0722,0.3056,0.0639,0.3404,1.0433,0.5888,0.2793,0.0318,0.0369,0.0715,0.0313
1,WEEKDAY,4,0.0559,0.0831,0.3428,0.0684,0.4981,1.0558,0.5888,0.3362,0.0338,0.0438,0.0858,0.0442
1,WEEKDAY,5,0.0534,0.1171,0.3752,0.0872,0.7619,1.0986,0.6073,0.4428,0.0459,0.0685,0.1165,0.0702
1,WEEKDAY,6,0.0822,0.1573,0.4412,0.1306,1.1181,1.1213,0.3987,0.5728,0.0624,0.1004,0.1621,0.0955
1,WEEKDAY,7,0.1329,0.2151,0.4766,0.1975,1.2909,1.1425,0.0229,0.6737,0.0777,0.1318,0.1937,0.1070
1,WEEKDAY,8,0.1153,0.2962,0.5482,0.2830,1.4504,1.1637,0.0229,0.7874,0.0890,0.1607,0.2149,0.1131
1,WEEKDAY,9,0.0787,0.4563,0.6229,0.3822,1.6895,1.2053,0.0229,0.9127,0.0997,0.1870,0.2363,0.1149
1,WEEKDAY,10,0.0285,0.6914,0.6840,0.4624,1.9145,1.2308,0.0229,1.0662,0.1113,0.2065,0.2531,0.1151
1,WEEKDAY,11,0.0182,0.9704,0.7176,0.4984,2.0492,1.2480,0.0229,1.1455,0.1177,0.2164,0.2565,0.1151
1,WEEKDAY,12,0.0172,1.1153,0.7236,0.5085,2.0268,1.2691,0.0229,1.1657,0.1194,0.2208,0.2528,0.1151
1,WEEKDAY,13,0.0170,1.2041,0.7291,0.5047,1.8643,1.2703,0.0229,1.1821,0.1196,0.2238,0.2377,0.1151
1,WEEKDAY,14,0.0175,1.2211,0.7335,0.5106,1.7837,1.2839,0.0229,1.1953,0.1196,0.2240,0.2246,0.1151
1,WEEKDAY,15,0.0213,1.1736,0.7324,0.5052,1.7712,1.2808,0.0229,1.2033,0.1191,0.2245,0.2147,0.1151
1,WEEKDAY,16,0.0148,1.0033,0.7261,0.5105,1.8735,1.2576,0.0576,1.2037,0.1180,0.2244,0.2081,0.1151
1,WEEKDAY,17,0.0178,0.8503,0.7212,0.5143,1.9517,1.2435,0.5756,1.2178,0.1154,0.2212,0.2064,0.1151
1,WEEKDAY,18,0.0233,0.7359,0.7149,0.5066,1.8964,1.2144,0.7259,1.1770,0.1098,0.2127,0.2034,0.1151
1,WEEKDAY,19,0.0315,0.6166,0.6715,0.4839,1.7498,1.1962,0.7936,1.1210,0.1029,0.1983,0.1965,0.1146
1,WEEKDAY,20,0.0571,0.5052,0.6593,0.4209,1.4846,1.1780,0.7825,1.0168,0.0931,0.1749,0.1796,0.1072
1,WEEKDAY,21,0.0790,0.3700,0.6153,0.3234,1.1553,1.1410,0.7396,0.8426,0.0783,0.1439,0.1507,0.0875
