Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.1669,0.0496,0.1503,0.0745,0.0117,0.0523,0.1026,0.3173,0.0097,0.0642,0.0453,0.0063
1,WEEKDAY,1,0.1786,0.0440,0.1509,0.0665,0.0114,0.0507,0.1026,0.3122,0.0096,0.0576,0.0385,0.0056
1,WEEKDAY,2,0.1917,0.0403,0.1514,0.0646,0.0111,0.0500,0.1026,0.3097,0.0094,0.0527,0.0360,0.0054
1,WEEKDAY,3,0.2020,0.0376,0.1520,0.0646,0.0147,0.0501,0.1026,0.3069,0.0094,0.0514,0.0361,0.0054
1,WEEKDAY,4,0.2122,0.0402,0.1514,0.0883,0.0298,0.0523,0.1026,0.3301,0.0097,0.0537,0.0408,0.0059
1,WEEKDAY,5,0.2127,0.0429,0.1508,0.1141,0.1012,0.0554,0.1026,0.3796,0.0106,0.0709,0.0644,0.0080
1,WEEKDAY,6,0.2109,0.0446,0.1542,0.1600,0.1202,0.0571,0.0875,0.4629,0.0118,0.0884,0.0812,0.0094
1,WEEKDAY,7,0.2067,0.0470,0.1583,0.1636,0.1418,0.0582,0.0153,0.4976,0.0126,0.1002,0.0879,0.0098
1,WEEKDAY,8,0.1651,0.0537,0.1524,0.1576,0.1369,0.0591,0.0087,0.5314,0.0138,0.1061,0.0860,0.0098
1,WEEKDAY,9,0.1384,0.0668,0.1537,0.1438,0.1105,0.0604,0.0000,0.4952,0.0141,0.1059,0.0805,0.0095
1,WEEKDAY,10,0.1194,0.0859,0.1531,0.1234,0.1191,0.0607,0.0000,0.4101,0.0139,0.1046,0.0780,0.0093
1,WEEKDAY,11,0.1042,0.1028,0.1529,0.1325,0.1439,0.0608,0.0000,0.3856,0.0138,0.1062,0.0771,0.0092
1,WEEKDAY,12,0.0921,0.1194,0.1534,0.1323,0.1488,0.0612,0.0000,0.3771,0.0137,0.1049,0.0771,0.0092
1,WEEKDAY,13,0.0840,0.1268,0.1540,0.1248,0.1424,0.0612,0.0000,0.3736,0.0138,0.1057,0.0769,0.0092
1,WEEKDAY,14,0.0795,0.1297,0.1557,0.1190,0.1160,0.0617,0.0000,0.3722,0.0140,0.1066,0.0779,0.0093
1,WEEKDAY,15,0.0800,0.1280,0.1556,0.1260,0.1073,0.0618,0.0000,0.3791,0.0141,0.1114,0.0791,0.0094
1,WEEKDAY,16,0.0884,0.1127,0.1558,0.1303,0.1169,0.0615,0.0087,0.4217,0.0137,0.1210,0.0780,0.0092
1,WEEKDAY,17,0.0994,0.0980,0.1555,0.1338,0.1370,0.0611,0.0850,0.4613,0.0124,0.1254,0.0767,0.0090
1,WEEKDAY,18,0.1089,0.0872,0.1548,0.1330,0.1497,0.0601,0.0916,0.5115,0.0120,0.1290,0.0967,0.0106
1,WEEKDAY,19,0.1134,0.0799,0.1543,0.1313,0.1484,0.0596,0.1026,0.5269,0.0114,0.1305,0.1001,0.0109
1,WEEKDAY,20,0.1114,0.0802,0.1510,0.1244,0.1294,0.0588,0.1026,0.5509,0.0111,0.1179,0.0989,0.0110
