Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Process,Motors,Air_Compressors
1,WEEKDAY,0,0.3562,0.1158,0.3849,0.0181,0.0835,2.0374,0.2546,0.6969,0.0185,0.0708,0.0370,0.0352,0.0267
1,WEEKDAY,1,0.3793,0.1089,0.3817,0.0152,0.0660,2.0326,0.2452,0.6264,0.0162,0.0658,0.0157,0.0314,0.0251
1,WEEKDAY,2,0.3955,0.0789,0.3612,0.0146,0.0603,2.0253,0.2431,0.6008,0.0151,0.0631,0.0134,0.0306,0.0250
1,WEEKDAY,3,0.4185,0.0736,0.3602,0.0154,0.0835,2.0217,0.2431,0.6021,0.0157,0.0675,0.0140,0.0314,0.0256
1,WEEKDAY,4,0.4319,0.0969,0.3947,0.0193,0.1526,2.0268,0.2409,0.6678,0.0188,0.0867,0.0202,0.0355,0.0290
1,WEEKDAY,5,0.4717,0.1073,0.4134,0.0286,0.2382,2.1392,0.2393,0.8324,0.0247,0.1051,0.0463,0.0447,0.0375
1,WEEKDAY,6,0.4542,0.1375,0.4646,0.0426,0.2972,2.1252,0.1905,0.9804,0.0344,0.1202,0.0975,0.0561,0.0508
1,WEEKDAY,7,0.4787,0.1571,0.4991,0.0554,0.3335,2.0845,0.0135,1.1187,0.0450,0.1311,0.1472,0.0669,0.0651
1,WEEKDAY,8,0.3930,0.1938,0.5319,0.0662,0.3485,2.0791,0.0135,1.2231,0.0561,0.1375,0.1747,0.0751,0.0732
1,WEEKDAY,9,0.3055,0.2727,0.5583,0.0708,0.3555,2.2256,0.0135,1.2674,0.0631,0.1399,0.1818,0.0813,0.0754
1,WEEKDAY,10,0.2652,0.3669,0.5688,0.0702,0.3586,2.2920,0.0135,1.2761,0.0656,0.1402,0.1825,0.0836,0.0758
1,WEEKDAY,11,0.1241,0.4582,0.5705,0.0691,0.3578,2.3582,0.0135,1.2766,0.0659,0.1402,0.1825,0.0839,0.0760
1,WEEKDAY,12,0.1015,0.5482,0.5720,0.0687,0.3455,2.4967,0.0135,1.2766,0.0660,0.1402,0.1825,0.0839,0.0761
1,WEEKDAY,13,0.0691,0.5959,0.5726,0.0681,0.3207,2.5174,0.0135,1.2715,0.0659,0.1402,0.1825,0.0836,0.0761
1,WEEKDAY,14,0.0641,0.6198,0.5727,0.0689,0.2882,2.6319,0.0135,1.2663,0.0658,0.1402,0.1825,0.0823,0.0761
1,WEEKDAY,15,0.0600,0.5892,0.5716,0.0699,0.2670,2.6335,0.0135,1.2538,0.0657,0.1400,0.1825,0.0810,0.0761
1,WEEKDAY,16,0.0823,0.5072,0.5682,0.0707,0.2564,2.5123,0.0277,1.2380,0.0647,0.1386,0.1825,0.0793,0.0760
