Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors,Air_Compressors
1,WEEKDAY,0,0.0000,0.1550,0.5333,0.0471,0.3405,1.0942,0.4267,0.3871,0.0462,0.8769,0.0008,0.0000
1,WEEKDAY,1,0.0000,0.1189,0.5164,0.0473,0.3268,1.0824,0.4267,0.3751,0.0460,0.8765,0.0084,0.0003
1,WEEKDAY,2,0.0000,0.1041,0.5242,0.0558,0.3249,1.0779,0.4267,0.3816,0.0461,0.8765,0.0331,0.0049
1,WEEKDAY,3,0.0000,0.0938,0.5265,0.0895,0.3789,1.0848,0.4267,0.3006,0.0468,0.8765,0.0749,0.0257
1,WEEKDAY,4,0.0000,0.1123,0.5291,0.1476,0.4800,1.1082,0.4267,0.3512,0.0495,0.8788,0.1165,0.0564
1,WEEKDAY,5,0.0000,0.2084,0.6010,0.1947,0.7567,1.1576,0.4267,0.4330,0.0668,0.1064,0.1413,0.0892
1,WEEKDAY,6,0.0000,0.2817,0.6075,0.2395,0.8495,1.1684,0.2134,0.4809,0.0721,0.1160,0.1592,0.1165
1,WEEKDAY,7,0.0000,0.3503,0.5950,0.2770,1.0166,1.1767,0.0000,0.5862,0.0775,0.1381,0.1652,0.1268
1,WEEKDAY,8,0.0151,0.4249,0.6723,0.3199,1.4259,1.1856,0.0000,0.6836,0.0906,0.1661,0.1672,0.1307
1,WEEKDAY,9,0.0109,0.5742,0.7191,0.3541,1.7643,1.2363,0.0000,0.9526,0.1168,0.1909,0.1675,0.1312
1,WEEKDAY,10,0.2792,0.7923,0.8591,0.3768,2.0977,1.2650,0.0000,1.1473,0.1414,0.2107,0.1675,0.1312
1,WEEKDAY,11,0.2764,1.1049,0.8850,0.3883,2.2106,1.2863,0.0124,1.2678,0.1524,0.2190,0.1675,0.1312
1,WEEKDAY,12,0.2219,1.3310,0.9004,0.3891,2.1927,1.3168,0.0124,1.3018,0.1540,0.2207,0.1675,0.1312
1,WEEKDAY,13,0.1952,1.4154,0.9047,0.3746,1.9787,1.3171,0.0124,1.3051,0.1541,0.2208,0.1675,0.1312
1,WEEKDAY,14,0.2111,1.4150,0.9039,0.3809,1.8805,1.3384,0.0124,1.3035,0.1537,0.2206,0.1636,0.1237
1,WEEKDAY,15,0.2232,1.2902,0.8886,0.3633,1.7738,1.3306,0.0124,1.2922,0.1513,0.2188,0.1359,0.0812
1,WEEKDAY,16,0.2883,1.1172,0.8803,0.2609,1.9577,1.2931,0.0124,1.2707,0.1494,0.2124,0.0836,0.0445
1,WEEKDAY,17,0.3503,1.0093,0.8794,0.1922,2.2603,1.2803,0.1809,1.2504,0.1479,0.9844,0.0370,0.0178
1,WEEKDAY,18,0.4000,0.9286,0.8782,0.1571,2.3741,1.2443,0.4942,1.2299,0.1449,0.9792,0.0077,0.0023
1,WEEKDAY,19,0.4112,0.8272,0.8752,0.1435,2.1211,1.2286,0.5549,1.1920,0.1354,0.9685,0.0005,0.0000
1,WEEKDAY,20,0.4393,0.6840,0.8705,0.1233,1.7808,1.2143,0.5549,1.0811,0.1146,0.9503,0.0000,0.0000
