Month,Daytype,Hour,Heating,Cooling,Ventilation,Water_Heating,Cooking,Refrigeration,Exterior_Lighting,Interior_Lighting,Office_Equipment,Miscellaneous,Motors
1,SATURDAY,7,0.2057,0.0000,0.2006,0.0084,0.0046,0.0429,0.0419,0.1651,0.0252,0.0246,0.0176
1,SATURDAY,8,0.1886,0.0000,0.1788,0.0137,0.0057,0.0428,0.0000,0.1824,0.0279,0.0339,0.0268
1,SATURDAY,9,0.1658,0.0000,0.1824,0.0186,0.0064,0.0434,0.0000,0.1833,0.0307,0.0456,0.0364
1,SATURDAY,10,0.1215,0.0000,0.1567,0.0191,0.0066,0.0436,0.0000,0.1834,0.0323,0.0512,0.0410
1,SATURDAY,11,0.1096,0.0003,0.1495,0.0174,0.0064,0.0439,0.0000,0.1834,0.0325,0.0547,0.0420
1,SATURDAY,12,0.0982,0.0003,0.1427,0.0188,0.0063,0.0444,0.0000,0.1834,0.0324,0.0537,0.0414
1,SATURDAY,13,0.0854,0.0006,0.1361,0.0175,0.0059,0.0445,0.0000,0.1607,0.0314,0.0501,0.0385
1,SATURDAY,14,0.0736,0.0000,0.1284,0.0134,0.0055,0.0449,0.0000,0.1417,0.0290,0.0436,0.0323
1,SATURDAY,15,0.0412,0.0000,0.0561,0.0087,0.0050,0.0448,0.0000,0.1378,0.0265,0.0343,0.0245
1,SATURDAY,16,0.0204,0.0000,0.0713,0.0060,0.0044,0.0443,0.0008,0.1311,0.0248,0.0255,0.0182
1,SATURDAY,17,0.0247,0.0000,0.0759,0.0053,0.0041,0.0441,0.0954,0.1187,0.0243,0.0194,0.0123
1,SATURDAY,18,0.0352,0.0000,0.0851,0.0052,0.0041,0.0436,0.1092,0.1144,0.0243,0.0192,0.0122
1,SATURDAY,19,0.0472,0.0000,0.0839,0.0052,0.0041,0.0434,0.1318,0.1140,0.0243,0.0192,0.0122
1,SATURDAY,20,0.0490,0.0000,0.1216,0.0052,0.0041,0.0434,0.1318,0.1140,0.0243,0.0192,0.0122
1,SATURDAY,21,0.0531,0.0000,0.0937,0.0052,0.0041,0.0431,0.1318,0.1140,0.0243,0.0192,0.0122
1,SATURDAY,22,0.0560,0.0000,0.1285,0.0052,0.0041,0.0431,0.1318,0.1140,0.0243,0.0192,0.0122
1,SATURDAY,23,0.0580,0.0000,0.1124,0.0052,0.0041,0.0427,0.1318,0.1140,0.0243,0.0192,0.0122
1,SUNDAY,0,0.0606,0.0000,0.1468,0.0052,0.0041,0.0427,0.1318,0.1140,0.0243,0.0192,0.0122
1,SUNDAY,1,0.0631,0.0000,0.1330,0.0052,0.0041,0.0427,0.1318,0.1140,0.0243,0.0192,0.0122
1,SUNDAY,2,0.0672,0.0000,0.1627,0.0052,0.0041,0.0428,0.1067,0.1140,0.0243,0.0192,0.0122
1,SUNDAY,3,0.0696,0.0000,0.1366,0.0052,0.0041,0.0428,0.1067,0.1140,0.0243,0.0192,0.0122
1,SUNDAY,4,0.0732,0.0000,0.1665,0.0052,0.0041,0.0428,0.0929,0.1140,0.0243,0.0192,0.0122
1,SUNDAY,5,0.0760,0.0000,0.1960,0.0052,0.0041,0.0432,0.0929,0.1140,0.0243,0.0192,0.0122
1,SUNDAY,6,0.0766,0.0000,0.1674,0.0052,0.0041,0.0431,0.0929,0.1144,0.0243,0.0192,0.0122
1,SUNDAY,7,0.0781,0.0003,0.2176,0.0052,0.0041,0.0428,0.0419,0.1158,0.0243,0.0193,0.0122
1,SUNDAY,8,0.0706,0.0000,0.1640,0.0052,0.0044,0.0425,0.0000,0.1186,0.0243,0.0194,0.0122
1,SUNDAY,9,0.0620,0.0000,0.1543,0.0052,0.0045,0.0428,0.0000,0.1196,0.0243,0.0195,0.0122
1,SUNDAY,10,0.0414,0.0000,0.0902,0.0052,0.0047,0.0429,0.0000,0.1197,0.0243,0.0195,0.0122
1,SUNDAY,11,0.0189,0.0000,0.0713,0.0052,0.0045,0.0432,0.0000,0.1197,0.0243,0.0195,0.0122
1,SUNDAY,12,0.0175,0.0000,0.0638,0.0052,0.0045,0.0437,0.0000,0.1197,0.0243,0.0195,0.0122
1,SUNDAY,13,0.0043,0.0000,0.0430,0.0052,0.0044,0.0439,0.0000,0.1197,0.0243,0.0195,0.0122
1,SUNDAY,14,0.0035,0.0000,0.0289,0.0052,0.0044,0.0444,0.0000,0.1197,0.0243,0.0195,0.0122
1,SUNDAY,15,0.0035,0.0000,0.0409,0.0052,0.0043,0.0446,0.0000,0.1196,0.0243,0.0195,0.0122
1,SUNDAY,16,0.0137,0.0000,0.0650,0.0052,0.0042,0.0442,0.0008,0.1186,0.0243,0.0194,0.0122
1,SUNDAY,17,0.0161,0.0000,0.0963,0.0052,0.0041,0.0441,0.0954,0.1158,0.0243,0.0193,0.0122
1,SUNDAY,18,0.0175,0.0000,0.0959,0.0052,0.0041,0.0436,0.1092,0.1144,0.0243,0.0192,0.0122
1,SUNDAY,19,0.0289,0.0000,0.1132,0.0052,0.0041,0.0434,0.1318,0.1140,0.0243,0.0192,0.0122
1,SUNDAY,20,0.0404,0.0000,0.1321,0.0052,0.0041,0.0434,0.1318,0.1140,0.0243,0.0192,0.0122
1,SUNDAY,21,0.0430,0.0000,0.1307,0.0052,0.0041,0.0431,0.1318,0.1140,0.0243,0.0192,0.0122
1,SUNDAY,22,0.0543,0.0003,0.1543,0.0052,0.0041,0.0431,0.1318,0.1140,0.0243,0.0192,0.0122
1,SUNDAY,23,0.0582,0.0000,0.1709,0.0052,0.0041,0.0427,0.1318,0.1140,0.0243,0.0192,0.0122
1,HOLIDAY,0,0.0433,0.0000,0.1519,0.0052,0.0030,0.0427,0.1318,0.1045,0.0235,0.0147,0.0122
1,HOLIDAY,1,0.0434,0.0000,0.0955,0.0052,0.0030,0.0427,0.1318,0.1045,0.0235,0.0147,0.0122
1,HOLIDAY,2,0.0483,0.0000,0.1539,0.0052,0.0030,0.0428,0.1067,0.1045,0.0235,0.0147,0.0122
1,HOLIDAY,3,0.0515,0.0000,0.0964,0.0053,0.0030,0.0428,0.1067,0.1045,0.0235,0.0147,0.0122
1,HOLIDAY,4,0.0504,0.0000,0.1542,0.0063,0.0030,0.0430,0.0929,0.1045,0.0235,0.0147,0.0122
1,HOLIDAY,5,0.0512,0.0000,0.0966,0.0093,0.0030,0.0438,0.0929,0.1045,0.0235,0.0147,0.0122
1,HOLIDAY,6,0.0539,0.0000,0.2063,0.0145,0.0030,0.0444,0.0929,0.1045,0.0235,0.0147,0.0122
1,HOLIDAY,7,0.0525,0.0000,0.1485,0.0199,0.0030,0.0448,0.0419,0.1045,0.0235,0.0147,0.0122
1,HOLIDAY,8,0.0500,0.0000,0.2057,0.0212,0.0032,0.0449,0.0000,0.1319,0.0235,0.0147,0.0122
1,HOLIDAY,9,0.0425,0.0000,0.1453,0.0196,0.0034,0.0453,0.0000,0.1319,0.0235,0.0147,0.0122
1,HOLIDAY,10,0.0350,0.0000,0.0954,0.0187,0.0035,0.0454,0.0000,0.1319,0.0235,0.0147,0.0122
1,HOLIDAY,11,0.0000,0.0000,0.0651,0.0206,0.0034,0.0457,0.0000,0.1319,0.0235,0.0147,0.0122
1,HOLIDAY,12,0.0000,0.0000,0.0624,0.0210,0.0034,0.0462,0.0000,0.1319,0.0235,0.0147,0.0122
1,HOLIDAY,13,0.0000,0.0022,0.0622,0.0194,0.0032,0.0461,0.0000,0.1319,0.0235,0.0147,0.0122
1,HOLIDAY,14,0.0000,0.0000,0.0634,0.0167,0.0032,0.0463,0.0000,0.1319,0.0235,0.0147,0.0122
1,HOLIDAY,15,0.0000,0.0000,0.0117,0.0126,0.0031,0.0462,0.0000,0.1319,0.0235,0.0147,0.0122
1,HOLIDAY,16,0.0000,0.0000,0.0315,0.0083,0.0031,0.0450,0.0008,0.1319,0.0235,0.0147,0.0122
1,HOLIDAY,17,0.0000,0.0000,0.0299,0.0065,0.0030,0.0444,0.0954,0.1045,0.0235,0.0147,0.0122
1,HOLIDAY,18,0.0000,0.0000,0.0912,0.0056,0.0030,0.0437,0.1092,0.1045,0.0235,0.0147,0.0122
1,HOLIDAY,19,0.0000,0.0000,0.0340,0.0053,0.0030,0.0435,0.1318,0.1045,0.0235,0.0147,0.0122
1,HOLIDAY,20,0.0000,0.0000,0.0348,0.0052,0.0030,0.0434,0.1318,0.1045,0.0235,0.0147,0.0122
1,HOLIDAY,21,0.0000,0.0000,0.0931,0.0052,0.0030,0.0431,0.1318,0.1045,0.0235,0.0147,0.0122
1,HOLIDAY,22,0.0377,0.0000,0.0483,0.0052,0.0030,0.0431,0.1318,0.1045,0.0235,0.0147,0.0122
1,HOLIDAY,23,0.0381,0.0000,0.0943,0.0052,0.0030,0.0427,0.1318,0.1045,0.0235,0.0147,0.0122
2,WEEKDAY,0,0.0251,0.0000,0.0698,0.0055,0.0041,0.0429,0.1318,0.1168,0.0243,0.0192,0.0122
2,WEEKDAY,1,0.0389,0.0000,0.0774,0.0055,0.0041,0.0430,0.1318,0.1168,0.0243,0.0192,0.0122
2,WEEKDAY,2,0.0458,0.0000,0.0798,0.0055,0.0041,0.0430,0.1067,0.1168,0.0243,0.0194,0.0122
2,WEEKDAY,3,0.0528,0.0000,0.0877,0.0055,0.0041,0.0430,0.1067,0.1177,0.0243,0.0213,0.0122
2,WEEKDAY,4,0.0568,0.0000,0.0972,0.0061,0.0048,0.0431,0.0929,0.1260,0.0246,0.0273,0.0128
2,WEEKDAY,5,0.1653,0.0001,0.1070,0.0105,0.0110,0.0441,0.0929,0.2106,0.0271,0.0396,0.0176
2,WEEKDAY,6,0.1879,0.0000,0.3393,0.0201,0.0324,0.0454,0.0929,0.4356,0.0368,0.0577,0.0297
2,WEEKDAY,7,0.1924,0.0000,0.3413,0.0355,0.0534,0.0471,0.0000,0.6052,0.0601,0.0839,0.0450
2,WEEKDAY,8,0.1279,0.0079,0.4254,0.0525,0.0793,0.0495,0.0000,0.8326,0.1001,0.1138,0.0596
2,WEEKDAY,9,0.0897,0.0443,0.4283,0.0518,0.0907,0.0515,0.0000,0.9023,0.1404,0.1337,0.0655
2,WEEKDAY,10,0.0569,0.0875,0.4311,0.0517,0.0899,0.0520,0.0000,0.9027,0.1483,0.1376,0.0664
2,WEEKDAY,11,0.0437,0.1360,0.4332,0.0550,0.0955,0.0523,0.0000,0.8960,0.1465,0.1335,0.0650
2,WEEKDAY,12,0.0263,0.1921,0.4350,0.0509,0.0868,0.0523,0.0000,0.8813,0.1421,0.1189,0.0616
2,WEEKDAY,13,0.0248,0.2261,0.4352,0.0425,0.0534,0.0514,0.0000,0.8216,0.1162,0.0994,0.0548
2,WEEKDAY,14,0.0445,0.2429,0.4349,0.0298,0.0407,0.0511,0.0000,0.7212,0.0774,0.0814,0.0472
2,WEEKDAY,15,0.0335,0.1798,0.2863,0.0165,0.0265,0.0488,0.0000,0.6474,0.0483,0.0620,0.0402
2,WEEKDAY,16,0.0394,0.0870,0.2006,0.0107,0.0160,0.0469,0.0008,0.5024,0.0316,0.0465,0.0342
2,WEEKDAY,17,0.0497,0.0124,0.0613,0.0075,0.0103,0.0458,0.0025,0.2645,0.0256,0.0351,0.0288
2,WEEKDAY,18,0.0581,0.0001,0.0416,0.0059,0.0071,0.0446,0.1092,0.1830,0.0244,0.0284,0.0243
2,WEEKDAY,19,0.0672,0.0001,0.0478,0.0056,0.0050,0.0443,0.1318,0.1570,0.0243,0.0233,0.0198
2,WEEKDAY,20,0.0717,0.0001,0.0542,0.0055,0.0042,0.0441,0.1318,0.1495,0.0243,0.0206,0.0161
2,WEEKDAY,21,0.0805,0.0000,0.0462,0.0055,0.0041,0.0436,0.1318,0.1463,0.0243,0.0195,0.0132
2,WEEKDAY,22,0.0136,0.0000,0.0445,0.0055,0.0041,0.0434,0.1318,0.1168,0.0243,0.0192,0.0123
2,WEEKDAY,23,0.0189,0.0000,0.0473,0.0055,0.0041,0.0429,0.1318,0.1168,0.0243,0.0192,0.0122
2,SATURDAY,0,0.0423,0.0000,0.0658,0.0055,0.0041,0.0429,0.1318,0.1140,0.0243,0.0192,0.0122
2,SATURDAY,1,0.0441,0.0000,0.0614,0.0055,0.0041,0.0430,0.1318,0.1140,0.0243,0.0192,0.0122
2,SATURDAY,2,0.0455,0.0000,0.0765,0.0055,0.0041,0.0430,0.1067,0.1140,0.0243,0.0192,0.0122
2,SATURDAY,3,0.0468,0.0000,0.0720,0.0055,0.0041,0.0430,0.1067,0.1140,0.0243,0.0192,0.0122
2,SATURDAY,4,0.0602,0.0000,0.0936,0.0055,0.0041,0.0430,0.0929,0.1140,0.0243,0.0192,0.0122
2,SATURDAY,5,0.0620,0.0000,0.0954,0.0055,0.0041,0.0434,0.0929,0.1140,0.0243,0.0192,0.0122
2,SATURDAY,6,0.0630,0.0000,0.1005,0.0061,0.0042,0.0433,0.0929,0.1257,0.0244,0.0198,0.0126
2,SATURDAY,7,0.1882,0.0000,0.1948,0.0088,0.0046,0.0430,0.0000,0.1651,0.0252,0.0246,0.0176
2,SATURDAY,8,0.1596,0.0000,0.1616,0.0143,0.0057,0.0430,0.0000,0.1755,0.0280,0.0339,0.0268
2,SATURDAY,9,0.1112,0.0000,0.1278,0.0193,0.0064,0.0436,0.0000,0.1765,0.0308,0.0456,0.0364
2,SATURDAY,10,0.0690,0.0002,0.1129,0.0199,0.0066,0.0439,0.0000,0.1766,0.0323,0.0512,0.0410
2,SATURDAY,11,0.0517,0.0012,0.1069,0.0181,0.0064,0.0442,0.0000,0.1766,0.0325,0.0547,0.0420
2,SATURDAY,12,0.0451,0.0003,0.1055,0.0195,0.0063,0.0447,0.0000,0.1766,0.0324,0.0537,0.0414
2,SATURDAY,13,0.0448,0.0004,0.1021,0.0182,0.0059,0.0448,0.0000,0.1538,0.0315,0.0501,0.0385
2,SATURDAY,14,0.0496,0.0059,0.1005,0.0140,0.0055,0.0452,0.0000,0.1348,0.0291,0.0436,0.0323
2,SATURDAY,15,0.0007,0.0018,0.0178,0.0091,0.0050,0.0451,0.0000,0.1309,0.0265,0.0344,0.0245
2,SATURDAY,16,0.0000,0.0000,0.0155,0.0063,0.0044,0.0446,0.0008,0.1243,0.0248,0.0256,0.0182
2,SATURDAY,17,0.0007,0.0000,0.0348,0.0056,0.0041,0.0444,0.0025,0.1187,0.0243,0.0195,0.0123
2,SATURDAY,18,0.0109,0.0000,0.0541,0.0055,0.0041,0.0439,0.1092,0.1144,0.0243,0.0192,0.0122
2,SATURDAY,19,0.0330,0.0000,0.0622,0.0055,0.0041,0.0437,0.1318,0.1140,0.0243,0.0192,0.0122
2,SATURDAY,20,0.0355,0.0000,0.0700,0.0055,0.0041,0.0436,0.1318,0.1140,0.0243,0.0192,0.0122
2,SATURDAY,21,0.0372,0.0000,0.0729,0.0055,0.0041,0.0434,0.1318,0.1140,0.0243,0.0192,0.0122
2,SATURDAY,22,0.0391,0.0000,0.0953,0.0055,0.0041,0.0434,0.1318,0.1140,0.0243,0.0192,0.0122
2,SATURDAY,23,0.0514,0.0000,0.0863,0.0055,0.0041,0.0429,0.1318,0.1140,0.0243,0.0192,0.0122
2,SUNDAY,0,0.0543,0.0000,0.0879,0.0055,0.0041,0.0429,0.1318,0.1140,0.0243,0.0192,0.0122
2,SUNDAY,1,0.0566,0.0000,0.1262,0.0055,0.0041,0.0430,0.1318,0.1140,0.0243,0.0192,0.0122
2,SUNDAY,2,0.0596,0.0000,0.1034,0.0055,0.0041,0.0430,0.1067,0.1140,0.0243,0.0192,0.0122
2,SUNDAY,3,0.0614,0.0000,0.1129,0.0055,0.0041,0.0430,0.1067,0.1140,0.0243,0.0192,0.0122
2,SUNDAY,4,0.0627,0.0000,0.1730,0.0055,0.0041,0.0430,0.0929,0.1140,0.0243,0.0192,0.0122
2,SUNDAY,5,0.0652,0.0000,0.1254,0.0055,0.0041,0.0434,0.0929,0.1140,0.0243,0.0192,0.0122
2,SUNDAY,6,0.0675,0.0000,0.1741,0.0055,0.0041,0.0433,0.0929,0.1144,0.0243,0.0192,0.0122
2,SUNDAY,7,0.0678,0.0000,0.1594,0.0055,0.0041,0.0429,0.0000,0.1158,0.0243,0.0193,0.0122
2,SUNDAY,8,0.0641,0.0000,0.1404,0.0055,0.0044,0.0427,0.0000,0.1186,0.0243,0.0194,0.0122
2,SUNDAY,9,0.0444,0.0000,0.0947,0.0055,0.0045,0.0431,0.0000,0.1196,0.0243,0.0195,0.0122
2,SUNDAY,10,0.0312,0.0000,0.0713,0.0055,0.0047,0.0433,0.0000,0.1197,0.0243,0.0195,0.0122
2,SUNDAY,11,0.0280,0.0000,0.0505,0.0055,0.0045,0.0435,0.0000,0.1197,0.0243,0.0195,0.0122
2,SUNDAY,12,0.0143,0.0000,0.0242,0.0055,0.0045,0.0441,0.0000,0.1197,0.0243,0.0195,0.0122
2,SUNDAY,13,0.0126,0.0000,0.0262,0.0055,0.0044,0.0442,0.0000,0.1197,0.0243,0.0195,0.0122
2,SUNDAY,14,0.0117,0.0005,0.0264,0.0055,0.0044,0.0448,0.0000,0.1197,0.0243,0.0195,0.0122
2,SUNDAY,15,0.0118,0.0024,0.0385,0.0055,0.0043,0.0449,0.0000,0.1196,0.0243,0.0195,0.0122
2,SUNDAY,16,0.0121,0.0000,0.0394,0.0055,0.0042,0.0445,0.0008,0.1186,0.0243,0.0194,0.0122
2,SUNDAY,17,0.0131,0.0000,0.0520,0.0055,0.0041,0.0444,0.0025,0.1158,0.0243,0.0193,0.0122
2,SUNDAY,18,0.0248,0.0000,0.0765,0.0055,0.0041,0.0439,0.1092,0.1144,0.0243,0.0192,0.0122
2,SUNDAY,19,0.0262,0.0000,0.0956,0.0055,0.0041,0.0437,0.1318,0.1140,0.0243,0.0192,0.0122
2,SUNDAY,20,0.0273,0.0000,0.0914,0.0055,0.0041,0.0436,0.1318,0.1140,0.0243,0.0192,0.0122
2,SUNDAY,21,0.0301,0.0000,0.1076,0.0055,0.0041,0.0434,0.1318,0.1140,0.0243,0.0192,0.0122
2,SUNDAY,22,0.0319,0.0003,0.1056,0.0055,0.0041,0.0434,0.1318,0.1140,0.0243,0.0192,0.0122
2,SUNDAY,23,0.0339,0.0000,0.1242,0.0055,0.0041,0.0429,0.1318,0.1140,0.0243,0.0192,0.0122
2,HOLIDAY,0,0.0714,0.0000,0.1647,0.0055,0.0041,0.0429,0.1318,0.1140,0.0243,0.0192,0.0122
2,HOLIDAY,1,0.0745,0.0008,0.2400,0.0055,0.0041,0.0430,0.1318,0.1140,0.0243,0.0192,0.0122
2,HOLIDAY,2,0.0750,0.0000,0.1822,0.0055,0.0041,0.0430,0.1067,0.1140,0.0243,0.0192,0.0122
2,HOLIDAY,3,0.0756,0.0000,0.2404,0.0055,0.0041,0.0430,0.1067,0.1142,0.0243,0.0192,0.0122
2,HOLIDAY,4,0.0786,0.0000,0.1827,0.0055,0.0041,0.0430,0.0929,0.1148,0.0243,0.0192,0.0122
2,HOLIDAY,5,0.0790,0.0000,0.2406,0.0055,0.0041,0.0435,0.0929,0.1161,0.0244,0.0193,0.0122
2,HOLIDAY,6,0.0798,0.0000,0.1836,0.0055,0.0041,0.0435,0.0929,0.1189,0.0245,0.0194,0.0122
2,HOLIDAY,7,0.0803,0.0000,0.2411,0.0055,0.0041,0.0431,0.0000,0.1232,0.0250,0.0198,0.0122
2,HOLIDAY,8,0.0757,0.0000,0.1811,0.0055,0.0044,0.0431,0.0000,0.1259,0.0256,0.0203,0.0122
2,HOLIDAY,9,0.0684,0.0000,0.1424,0.0055,0.0045,0.0436,0.0000,0.1266,0.0258,0.0205,0.0122
2,HOLIDAY,10,0.0615,0.0000,0.1408,0.0055,0.0047,0.0437,0.0000,0.1266,0.0258,0.0204,0.0122
2,HOLIDAY,11,0.0525,0.0000,0.1386,0.0055,0.0045,0.0440,0.0000,0.1260,0.0257,0.0199,0.0122
2,HOLIDAY,12,0.0467,0.0000,0.1044,0.0055,0.0045,0.0444,0.0000,0.1237,0.0253,0.0196,0.0122
2,HOLIDAY,13,0.0431,0.0000,0.1000,0.0055,0.0044,0.0446,0.0000,0.1199,0.0248,0.0194,0.0122
2,HOLIDAY,14,0.0416,0.0000,0.1228,0.0055,0.0044,0.0449,0.0000,0.1181,0.0245,0.0193,0.0122
2,HOLIDAY,15,0.0049,0.0000,0.0937,0.0055,0.0043,0.0449,0.0000,0.1165,0.0243,0.0192,0.0122
2,HOLIDAY,16,0.0425,0.0000,0.1269,0.0055,0.0042,0.0445,0.0008,0.1149,0.0243,0.0192,0.0122
2,HOLIDAY,17,0.0471,0.0000,0.1296,0.0055,0.0041,0.0444,0.0025,0.1142,0.0243,0.0192,0.0122
2,HOLIDAY,18,0.0501,0.0000,0.1505,0.0055,0.0041,0.0439,0.1092,0.1140,0.0243,0.0192,0.0122
2,HOLIDAY,19,0.0533,0.0000,0.2189,0.0055,0.0041,0.0437,0.1318,0.1140,0.0243,0.0192,0.0122
2,HOLIDAY,20,0.0548,0.0000,0.1620,0.0055,0.0041,0.0436,0.1318,0.1140,0.0243,0.0192,0.0122
2,HOLIDAY,21,0.0597,0.0000,0.2205,0.0055,0.0041,0.0434,0.1318,0.1140,0.0243,0.0192,0.0122
2,HOLIDAY,22,0.0628,0.0000,0.1631,0.0055,0.0041,0.0434,0.1318,0.1140,0.0243,0.0192,0.0122
2,HOLIDAY,23,0.0637,0.0000,0.2213,0.0055,0.0041,0.0429,0.1318,0.1140,0.0243,0.0192,0.0122
3,WEEKDAY,0,0.0216,0.0000,0.0470,0.0054,0.0041,0.0431,0.1318,0.1168,0.0243,0.0192,0.0122
3,WEEKDAY,1,0.0258,0.0000,0.0611,0.0054,0.0041,0.0431,0.1318,0.1168,0.0243,0.0192,0.0122
3,WEEKDAY,2,0.0317,0.0000,0.0601,0.0054,0.0041,0.0431,0.1067,0.1168,0.0243,0.0194,0.0122
3,WEEKDAY,3,0.0397,0.0000,0.0703,0.0054,0.0041,0.0431,0.1067,0.1177,0.0243,0.0213,0.0122
3,WEEKDAY,4,0.0436,0.0000,0.0758,0.0059,0.0048,0.0432,0.0929,0.1260,0.0246,0.0273,0.0128
3,WEEKDAY,5,0.1535,0.0000,0.0987,0.0102,0.0110,0.0441,0.0929,0.2106,0.0271,0.0396,0.0176
3,WEEKDAY,6,0.1727,0.0000,0.3364,0.0195,0.0324,0.0455,0.0000,0.4356,0.0368,0.0577,0.0297
3,WEEKDAY,7,0.1724,0.0013,0.3363,0.0345,0.0534,0.0472,0.0000,0.6052,0.0601,0.0839,0.0450
3,WEEKDAY,8,0.1046,0.0222,0.4265,0.0509,0.0793,0.0498,0.0000,0.8326,0.1001,0.1138,0.0596
3,WEEKDAY,9,0.0707,0.0731,0.4301,0.0503,0.0907,0.0519,0.0000,0.9023,0.1404,0.1337,0.0655
3,WEEKDAY,10,0.0390,0.1287,0.4330,0.0502,0.0899,0.0525,0.0000,0.9027,0.1483,0.1376,0.0664
3,WEEKDAY,11,0.0325,0.2046,0.4349,0.0534,0.0955,0.0527,0.0000,0.8960,0.1465,0.1335,0.0650
3,WEEKDAY,12,0.0165,0.2669,0.4361,0.0494,0.0868,0.0527,0.0000,0.8813,0.1421,0.1189,0.0616
3,WEEKDAY,13,0.0153,0.3301,0.4364,0.0412,0.0534,0.0519,0.0000,0.8216,0.1162,0.0994,0.0548
3,WEEKDAY,14,0.0289,0.3269,0.4360,0.0289,0.0407,0.0515,0.0000,0.7212,0.0774,0.0814,0.0472
