HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity
0,452.8760107047281,485.81046177790387,0.0,0.0
1,758.5031029712015,784.8932210482147,0.0,0.0
2,1603.3778590644035,1608.7958702674064,0.0,0.0
3,2624.633534632514,2555.177370511586,0.0,0.0
4,3806.9000688457704,3486.755042442902,0.0,0.0
5,4888.585738258768,4287.345451941846,0.0,0.0
6,5633.099043455279,4898.178546612073,0.0,0.0
7,6086.875389128334,5309.472383939313,0.0,0.0
8,6347.164292609533,5515.740572415857,0.0,0.0
9,6573.385745929092,5669.477642352755,0.0,0.0
10,6759.761958213579,5764.991896409253,0.0,0.0
11,6839.267834425865,5707.941514235279,0.0,0.0
12,6642.164436661857,5338.3838970477855,0.0,0.0
13,6204.95813128591,4772.164480356068,0.0,0.0
14,5802.12552569741,4318.672567514272,0.0,0.0
15,5462.314146312248,4052.8096618652353,0.0,0.0
16,5078.198766014134,3921.8457289475623,0.0,0.0
17,4651.196688480299,3802.2543100210314,0.0,0.0
18,4211.085652201543,3556.7269850510775,0.0,0.0
19,3741.262816915072,3242.9369412935685,0.0,0.0
20,3058.7820740915463,2795.171069805433,0.0,0.0
21,2166.3283780269962,2104.27862431453,0.0,0.0
22,1224.3294963032927,1244.7521761380724,0.0,0.0
23,603.7023776116947,176.09053880182705,0.0,0.0
