HourOfDay,WeekdayLoad,WeekendLoad,HeatingSensitivity,CoolingSensitivity,ResidualError
0,10678.870341684498,10684.582763671886,0.0,0.0,586.8421061942047
1,10654.633051963538,10658.039757361767,0.0,0.0,586.8421061942047
2,10713.12516088951,10700.194307767371,0.0,0.0,586.8421061942047
3,10850.507636644195,10801.97333233177,0.0,0.0,586.8421061942047
4,11159.784778346484,11062.276686448322,0.0,0.0,586.8421061942047
5,11461.553632363426,11312.502375676055,0.0,0.0,586.8421061942047
6,11697.951875299725,11499.069392277628,0.0,0.0,586.8421061942047
7,11904.493324952065,11656.510601337166,0.0,0.0,586.8421061942047
8,12213.898111979126,11922.194073016837,0.0,0.0,586.8421061942047
9,12445.661477041358,12116.25273249697,0.0,0.0,586.8421061942047
10,12564.064505507627,12209.362173227164,0.0,0.0,586.8421061942047
11,12799.356149724563,12427.637498122001,0.0,0.0,586.8421061942047
12,12955.8372807411,12572.227473332403,0.0,0.0,586.8421061942047
13,13129.409553849351,12749.735051081727,0.0,0.0,586.8421061942047
14,13223.674284602414,12866.922757662254,0.0,0.0,586.8421061942047
15,13018.796033135739,12711.030461237979,0.0,0.0,586.8421061942047
16,12820.623675467006,12576.198861929104,0.0,0.0,586.8421061942047
17,12541.441024604866,12351.632530799265,0.0,0.0,586.8421061942047
18,12330.922260386666,12184.624126727753,0.0,0.0,586.8421061942047
19,12111.996456686928,11995.680851862977,0.0,0.0,586.8421061942047
20,11759.816608297482,11682.745868389431,0.0,0.0,586.8421061942047
21,11408.91812589803,11369.077345627993,0.0,0.0,586.8421061942047
22,11064.613430914762,11046.223679762605,0.0,0.0,586.8421061942047
23,10780.310109105714,10777.216195913454,0.0,0.0,586.8421061942047
