"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"STOCKTON.C,20020101,800,0.03,,62,49,,,,,,,,,,,,,,
STOCKTON.C,20020102,800,0.65,,61,50,,,,,,,,,,,,,,
STOCKTON.C,20020103,800,0.54,,57,38,,,,,,,,,,,,,,
STOCKTON.C,20020104,800,0.18,,56,35,,,,,,,,,,,,,,
STOCKTON.C,20020105,800,0.01,,52,40,,,,,,,,,,,,,,
STOCKTON.C,20020106,800,0.01,,59,45,,,,,,,,,,,,,,
STOCKTON.C,20020107,800,0.01,,59,43,,,,,,,,,,,,,,
STOCKTON.C,20020108,800,0.01,,58,41,,,,,,,,,,,,,,
STOCKTON.C,20020109,800,0.00,,62,41,,,,,,,,,,,,,,
STOCKTON.C,20020110,800,0.02,,56,41,,,,,,,,,,,,,,
STOCKTON.C,20020111,800,0.01,,49,39,,,,,,,,,,,,,,
STOCKTON.C,20020112,800,0.01,,49,39,,,,,,,,,,,,,,
STOCKTON.C,20020113,800,0.00,,51,41,,,,,,,,,,,,,,
STOCKTON.C,20020114,800,0.00,,48,34,,,,,,,,,,,,,,
STOCKTON.C,20020115,800,0.01,,55,29,,,,,,,,,,,,,,
STOCKTON.C,20020116,800,0.00,,54,28,,,,,,,,,,,,,,
STOCKTON.C,20020117,800,0.00,,53,32,,,,,,,,,,,,,,
STOCKTON.C,20020118,800,0.00,,58,28,,,,,,,,,,,,,,
STOCKTON.C,20020119,800,0.00,,49,29,,,,,,,,,,,,,,
STOCKTON.C,20020120,800,0.00,,56,28,,,,,,,,,,,,,,
STOCKTON.C,20020121,800,,,59,34,,,,,,,,,,,,,,
STOCKTON.C,20020122,800,0.03,,54,32,,,,,,,,,,,,,,
STOCKTON.C,20020123,800,0.00,,53,31,,,,,,,,,,,,,,
STOCKTON.C,20020124,800,0.00,,59,30,,,,,,,,,,,,,,
STOCKTON.C,20020125,800,0.00,,55,29,,,,,,,,,,,,,,
STOCKTON.C,20020126,800,0.06,,52,35,,,,,,,,,,,,,,
STOCKTON.C,20020127,800,0.00,,53,35,,,,,,,,,,,,,,
STOCKTON.C,20020128,800,0.00,,52,36,,,,,,,,,,,,,,
STOCKTON.C,20020129,800,0.04,,52,30,,,,,,,,,,,,,,
STOCKTON.C,20020130,800,0.00,,51,29,,,,,,,,,,,,,,
STOCKTON.C,20020131,800,0.00,,55,30,,,,,,,,,,,,,,
STOCKTON.C,20020201,800,0.00,,56,30,,,,,,,,,,,,,,
STOCKTON.C,20020202,800,0.00,,59,29,,,,,,,,,,,,,,
STOCKTON.C,20020203,800,0.00,,61,30,,,,,,,,,,,,,,
